loading policy + frozen prior...
config: {'steps': 5000, 'batch': 128, 'lr': 0.0001, 'max_len': 100, 'temp': 1.0, 'beta_kl': 0.02, 'target_kl': 3.0, 'beta_kl_min': 0.001, 'beta_kl_max': 20.0, 'kl_adapt_factor': 1.5, 'ppo_epochs': 4, 'clip_eps': 0.2, 'lambda_unc': 1.0, 'baseline_momentum': 0.95, 'threshold_window_batches': 20, 'threshold_percentile': 70.0, 'threshold_update_every': 50, 'threshold_init': 0.0, 'threshold_decay': 0.1, 'diversity_filter': True, 'df_bucket_size': 25, 'df_mode': 'generic', 'df_record_threshold': 0.5, 'replay': True, 'replay_capacity': 1000, 'replay_max_per_scaffold': 10, 'replay_min_reward': 0.4, 'replay_k': 24, 'replay_coef': 0.05, 'replay_start': 200, 'log_every': 10, 'save_every': 200, 'out': 'checkpoints/rl_v4c', 'seed': 42}
reward model scheme=A_primary threshold=8.0 lambda_unc=1.0 invalid_reward=-1.0

  step      loss   reward    tau   p_act    unc      kl   beta  valid%  uniq% scaf/uniq  >tau% AD%(top)  dfmult  sat   buf  bscaf   rnll    sec
  1380   -0.4147   -0.151 -0.107   0.075  0.226   1.965  0.008   100.0  100.0     0.852   11.7    100.0   0.939   60  1000    933  0.398   1.26
  1390   -0.2275   -0.170 -0.107   0.060  0.215   2.225  0.001    98.4  100.0     0.825   10.9     91.7   0.918   60  1000    934  0.419   1.24
  1400   -0.1465   -0.133 -0.111   0.083  0.208   2.753  0.001    99.2  100.0     0.866   21.9    100.0   0.935   60  1000    937  0.361   1.25
      saved checkpoint @ step 1400 | examples: ['COc1ccccc1S(=O)(=O)n1cc(-c2cccnc2)cc1/C=C\\c1ccccc1', 'O=C(CCS(=O)(=O)Cc1ccccc1)Nc1ccccc1', 'O=C1c2ccccc2OCC1CN1CCCCC1', 'COc1ccc(Nc2c(-c3ccc(F)cc3)nc3ccccn23)cc1', 'O=C(NCc1ccco1)c1ccc(-c2cccs2)cc1']
  1410   -0.1014   -0.104 -0.111   0.105  0.200   4.790  0.002    99.2   99.2     0.778   29.7    100.0   0.880   61  1000    945  0.399   1.29
  1420   -0.0571   -0.101 -0.111   0.093  0.194   3.917  0.002   100.0   97.7     0.728   35.9    100.0   0.865   61  1000    949  0.301   1.22
  1430   -0.0194   -0.088 -0.111   0.117  0.204   4.804  0.005   100.0   99.2     0.654   36.7    100.0   0.828   61  1000    960  0.364   1.34
  1440    0.2336   -0.102 -0.111   0.097  0.191   4.368  0.086    99.2   97.6     0.758   38.3    100.0   0.875   61  1000    972  0.319   1.33
  1450    0.2216   -0.122 -0.103   0.103  0.217   3.736  0.130    99.2  100.0     0.787   16.4     91.7   0.928   62  1000    980  0.400   1.27
  1460   -0.1306   -0.168 -0.103   0.065  0.232   1.681  0.058   100.0  100.0     0.859    2.3     91.7   0.955   63  1000    981  0.377   1.25
  1470   -0.1445   -0.165 -0.103   0.055  0.212   1.787  0.001    99.2  100.0     0.803    7.8     91.7   0.961   63  1000    984  0.357   1.32
  1480   -0.0809   -0.158 -0.103   0.055  0.205   2.046  0.001    99.2  100.0     0.764   11.7     91.7   0.945   63  1000    989  0.347   1.28
  1490   -0.0467   -0.145 -0.103   0.073  0.218   2.376  0.001   100.0   99.2     0.795   14.8     83.3   0.940   63  1000    992  0.362   1.23
  1500   -0.0452   -0.117 -0.106   0.084  0.201   2.931  0.001   100.0   99.2     0.748   23.4    100.0   0.942   64  1000   1000  0.298   1.23
  1510   -0.0235   -0.107 -0.106   0.087  0.194   3.415  0.002   100.0  100.0     0.688   27.3    100.0   0.897   64  1000   1000  0.294   1.20
  1520    0.0786   -0.035 -0.106   0.147  0.181   6.015  0.026   100.0   90.6     0.681   41.4     91.7   0.894   64  1000   1000  0.316   1.20
  1530    0.2200   -0.115 -0.106   0.097  0.212   2.630  0.195   100.0   97.7     0.792   19.5    100.0   0.887   65  1000   1000  0.310   1.29
  1540   -0.1361   -0.163 -0.106   0.086  0.241   2.028  0.038    99.2  100.0     0.906    5.5     83.3   0.939   66  1000   1000  0.355   1.26
  1550   -0.1375   -0.163 -0.111   0.059  0.215   1.868  0.002    99.2  100.0     0.858   12.5    100.0   0.916   66  1000   1000  0.356   1.31
  1560   -0.0884   -0.135 -0.111   0.074  0.209   2.068  0.001   100.0   99.2     0.882   16.4    100.0   0.934   66  1000   1000  0.310   1.28
  1570   -0.0345   -0.147 -0.111   0.088  0.196   2.831  0.001    96.1   99.2     0.820   25.0    100.0   0.914   66  1000   1000  0.331   1.26
  1580   -0.0363   -0.116 -0.111   0.081  0.197   2.942  0.001   100.0  100.0     0.719   33.6     83.3   0.871   66  1000   1000  0.350   1.25
  1590   -0.0574   -0.044 -0.111   0.142  0.186   4.374  0.002   100.0   99.2     0.654   37.5    100.0   0.878   67  1000   1000  0.326   1.26
  1600    0.2386    0.057 -0.081   0.289  0.224   6.281  0.058    99.2  100.0     0.748   38.3    100.0   0.812   69  1000   1000  0.291   1.29
      saved checkpoint @ step 1600 | examples: ['Cc1ccc(S(=O)(=O)NCCCSCc2ccccc2)cc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1', 'C=C(C)CNC(=O)N1CC(=O)Nc2ccccc21', 'NC1CCc2ccccc21', 'O=C(NO)c1cc(C(F)(F)F)ccc1-c1ccc2[nH]c(=O)[nH]c2c1', 'COc1ccc([C@@H](C)NC(P(=O)(O)O)P(=O)(O)O)cc1']
  1610    1.4383   -0.135 -0.081   0.099  0.234   2.906  0.985   100.0  100.0     0.828   11.7     91.7   0.923   71  1000   1000  0.343   1.29
  1620   -1.0047   -0.182 -0.081   0.065  0.231   1.588  0.195    98.4  100.0     0.952    1.6     83.3   0.966   71  1000   1000  0.358   1.31
  1630   -0.8414   -0.146 -0.081   0.086  0.231   1.995  0.011   100.0  100.0     0.883    7.0    100.0   0.957   71  1000   1000  0.356   1.25
  1640   -0.4844   -0.147 -0.081   0.079  0.226   2.739  0.008   100.0  100.0     0.906    5.5     91.7   0.942   71  1000   1000  0.377   1.27
  1650   -0.2783   -0.145 -0.087   0.064  0.208   3.011  0.008   100.0  100.0     0.828    8.6    100.0   0.920   71  1000   1000  0.344   1.28
  1660   -0.1531   -0.148 -0.087   0.049  0.190   3.021  0.008    99.2  100.0     0.780   10.2    100.0   0.928   71  1000   1000  0.384   1.18
  1670   -0.0908   -0.132 -0.087   0.053  0.177   3.914  0.008    99.2   97.6     0.774   14.1    100.0   0.935   71  1000   1000  0.337   1.22
  1680   -0.0469   -0.132 -0.087   0.063  0.195   3.744  0.008   100.0   99.2     0.709   17.2    100.0   0.892   71  1000   1000  0.349   1.27
  1690   -0.0304   -0.117 -0.087   0.052  0.168   3.880  0.008   100.0   97.7     0.704   24.2     91.7   0.921   71  1000   1000  0.375   1.22
  1700   -0.0226   -0.105 -0.089   0.054  0.159   3.972  0.008   100.0   99.2     0.661   24.2    100.0   0.909   71  1000   1000  0.318   1.21
  1710    0.0283   -0.123 -0.089   0.043  0.166   3.936  0.017   100.0   94.5     0.669   25.8    100.0   0.901   71  1000   1000  0.306   1.17
  1720    0.1408   -0.086 -0.089   0.091  0.177   4.468  0.058   100.0   97.7     0.736   27.3    100.0   0.893   72  1000   1000  0.343   1.38
  1730    0.1033   -0.139 -0.089   0.072  0.196   3.911  0.058    98.4  100.0     0.746   14.1    100.0   0.952   72  1000   1000  0.314   1.37
  1740    0.0244   -0.130 -0.089   0.077  0.207   2.891  0.058   100.0   99.2     0.780   10.2     91.7   0.932   72  1000   1000  0.290   1.28
  1750    0.0027   -0.132 -0.093   0.087  0.211   2.555  0.058    99.2  100.0     0.819   14.1    100.0   0.914   72  1000   1000  0.335   1.30
  1760   -0.0024   -0.115 -0.093   0.099  0.215   2.553  0.058   100.0  100.0     0.898   16.4    100.0   0.936   72  1000   1000  0.296   1.34
  1770   -0.0452   -0.136 -0.093   0.096  0.208   2.322  0.026    97.7   99.2     0.831    7.8    100.0   0.934   72  1000   1000  0.307   1.38
  1780   -0.0549   -0.143 -0.093   0.078  0.213   2.110  0.011    99.2  100.0     0.843   10.9     91.7   0.926   72  1000   1000  0.342   1.34
  1790   -0.0506   -0.098 -0.093   0.121  0.219   2.962  0.011   100.0  100.0     0.922   18.0    100.0   0.911   72  1000   1000  0.295   1.32
  1800   -0.0375   -0.049 -0.097   0.200  0.241   3.985  0.011    99.2   99.2     0.857   23.4    100.0   0.881   74  1000   1000  0.284   1.32
      saved checkpoint @ step 1800 | examples: ['N#Cc1cc(S(=O)(=O)Nc2nccs2)ccc1Oc1ccc(Cl)cc1', 'CC(=O)NC(C)Cc1ccc(Cl)c(F)c1', 'Cc1ccc(S(=O)(=O)N(CC(=O)Nc2ccccc2Cl)C(C)C)cc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1', 'O=C(O)c1ccccc1Oc1ccccc1', 'COc1cccc(Cl)c1-c1ccc2cc(NC(=O)C3CC3)ncc2c1']
  1810    0.1159   -0.037 -0.097   0.189  0.218   4.256  0.058    99.2  100.0     0.787   32.0    100.0   0.842   74  1000   1000  0.299   1.39
  1820    0.0442   -0.131 -0.097   0.104  0.212   2.391  0.058    97.7  100.0     0.800   10.2    100.0   0.930   75  1000   1000  0.317   1.40
  1830    0.0158   -0.131 -0.097   0.105  0.220   2.071  0.058    98.4  100.0     0.857   11.7     83.3   0.927   76  1000   1000  0.287   1.26
  1840   -0.0283   -0.143 -0.097   0.087  0.230   1.953  0.038   100.0  100.0     0.859    8.6    100.0   0.947   76  1000   1000  0.295   1.27
  1850   -0.0600   -0.125 -0.101   0.114  0.231   2.386  0.011    99.2  100.0     0.890   13.3     83.3   0.935   76  1000   1000  0.304   1.29
  1860   -0.0393   -0.089 -0.101   0.165  0.238   2.947  0.011    98.4  100.0     0.897   15.6    100.0   0.900   77  1000   1000  0.297   1.32
  1870    0.1298    0.048 -0.101   0.308  0.251   5.486  0.058    99.2  100.0     0.937   33.6    100.0   0.847   77  1000   1000  0.268   1.43
  1880    0.1163   -0.017 -0.101   0.224  0.233   3.867  0.086    99.2   98.4     0.864   23.4    100.0   0.900   78  1000   1000  0.287   1.37
  1890   -0.0253   -0.133 -0.101   0.118  0.244   2.124  0.058    99.2  100.0     0.913    7.8    100.0   0.971   78  1000   1000  0.287   1.39
  1900   -0.0934   -0.139 -0.106   0.090  0.229   1.877  0.005   100.0  100.0     0.883   11.7    100.0   0.941   79  1000   1000  0.250   1.35
  1910   -0.0658   -0.115 -0.106   0.121  0.228   2.269  0.003    99.2  100.0     0.858   14.8    100.0   0.941   79  1000   1000  0.269   1.31
  1920   -0.0631   -0.057 -0.106   0.189  0.246   3.956  0.005   100.0  100.0     0.852   25.0     91.7   0.913   81  1000   1000  0.257   1.32
  1930    0.8336    0.021 -0.106   0.250  0.229   4.537  0.292   100.0  100.0     0.891   34.4    100.0   0.873   85  1000   1000  0.301   1.29
  1940   -0.1735   -0.173 -0.106   0.075  0.225   1.781  0.086    97.7  100.0     0.880    9.4     91.7   0.942   85  1000   1000  0.362   1.25
  1950   -0.2332   -0.131 -0.111   0.095  0.226   2.057  0.008   100.0  100.0     0.836   10.9     75.0   0.945   85  1000   1000  0.336   1.37
  1960   -0.1283   -0.134 -0.111   0.085  0.219   2.057  0.003   100.0  100.0     0.836   16.4    100.0   0.929   85  1000   1000  0.319   1.29
  1970   -0.0901   -0.105 -0.111   0.107  0.212   2.856  0.003   100.0  100.0     0.781   23.4    100.0   0.920   86  1000   1000  0.243   1.48
  1980   -0.0759   -0.050 -0.111   0.173  0.223   4.133  0.003   100.0  100.0     0.820   29.7    100.0   0.902   88  1000   1000  0.274   1.37
  1990    0.0333    0.061 -0.111   0.295  0.226   6.342  0.026    99.2   99.2     0.841   46.1    100.0   0.818   88  1000   1000  0.313   1.28
  2000    0.9501   -0.075 -0.081   0.170  0.245   3.870  0.438   100.0  100.0     0.867   16.4    100.0   0.927   88  1000   1000  0.325   1.36
      saved checkpoint @ step 2000 | examples: ['Cc1cccc2[nH]cc(C(=O)N3CCCCC34CCNC4)c12', 'Fc1ccc(CCc2ccccn2)cc1', 'CN(C)C(=O)CN1CCN(C(=O)Cc2ccc(Br)cc2)CC1', 'CCCCCCCCCCCCCCCCCNCCC(CS)CCO', 'CCN(CC)S(=O)(=O)c1ccccc1[N+](=O)[O-]']
  2010   -0.3615   -0.195 -0.081   0.068  0.232   2.248  0.086    96.9  100.0     0.855    0.8     91.7   0.944   89  1000   1000  0.409   1.22
  2020   -0.3626   -0.158 -0.081   0.067  0.225   2.008  0.011   100.0  100.0     0.805    2.3     91.7   0.974   89  1000   1000  0.377   1.26
  2030   -0.2210   -0.153 -0.081   0.054  0.208   2.464  0.003   100.0  100.0     0.828    6.2    100.0   0.938   89  1000   1000  0.343   1.22
  2040   -0.1215   -0.151 -0.081   0.056  0.207   2.515  0.003   100.0  100.0     0.812    4.7     91.7   0.921   89  1000   1000  0.369   1.26
  2050   -0.0829   -0.132 -0.087   0.063  0.187   2.979  0.003    99.2  100.0     0.748   11.7     91.7   0.924   89  1000   1000  0.306   1.24
  2060   -0.0394   -0.140 -0.087   0.054  0.194   2.895  0.003   100.0  100.0     0.758   11.7     91.7   0.926   89  1000   1000  0.357   1.21
  2070   -0.0248   -0.111 -0.087   0.087  0.198   3.179  0.003   100.0   99.2     0.748   13.3     83.3   0.886   90  1000   1000  0.334   1.28
  2080   -0.0465   -0.076 -0.087   0.109  0.184   4.260  0.003   100.0   99.2     0.724   26.6    100.0   0.898   91  1000   1000  0.316   1.28
  2090   -0.0353   -0.034 -0.087   0.142  0.176   4.422  0.005   100.0   99.2     0.669   31.2    100.0   0.880   92  1000   1000  0.316   1.30
  2100    0.0354   -0.082 -0.088   0.100  0.173   4.237  0.017    99.2   99.2     0.690   25.8    100.0   0.900   92  1000   1000  0.277   1.27
  2110    0.4312   -0.068 -0.088   0.116  0.184   3.831  0.195   100.0  100.0     0.664   28.1    100.0   0.903   93  1000   1000  0.279   1.34
  2120    0.0665   -0.144 -0.088   0.084  0.228   2.049  0.195   100.0  100.0     0.867    5.5     91.7   0.952   93  1000   1000  0.298   1.25
  2130   -0.1941   -0.165 -0.088   0.086  0.244   2.068  0.017    99.2  100.0     0.890    3.9     91.7   0.944   93  1000   1000  0.336   1.28
  2140   -0.1426   -0.143 -0.088   0.081  0.216   2.280  0.001    99.2  100.0     0.850    5.5    100.0   0.900   93  1000   1000  0.301   1.22
  2150   -0.0755   -0.146 -0.094   0.074  0.221   2.231  0.001   100.0  100.0     0.836    9.4     83.3   0.930   93  1000   1000  0.320   1.22
  2160   -0.0501   -0.140 -0.094   0.065  0.205   2.463  0.001   100.0  100.0     0.789   14.1    100.0   0.934   93  1000   1000  0.281   1.25
  2170   -0.0358   -0.098 -0.094   0.133  0.216   3.678  0.001    98.4  100.0     0.825   18.8    100.0   0.904   94  1000   1000  0.285   1.26
  2180   -0.0355   -0.053 -0.094   0.156  0.209   3.931  0.001   100.0  100.0     0.719   25.0    100.0   0.847   96  1000   1000  0.306   1.29
  2190    0.1244    0.001 -0.094   0.215  0.214   5.492  0.038   100.0   99.2     0.835   32.8    100.0   0.853   96  1000   1000  0.291   1.44
  2200    0.2503   -0.109 -0.094   0.103  0.212   2.899  0.195   100.0  100.0     0.812   14.8    100.0   0.915   96  1000   1000  0.284   1.32
      saved checkpoint @ step 2200 | examples: ['CCCCCCC(F)CCCCCCc1ccc(F)cc1', 'Cc1cc(C(=O)NCc2ncnn2C)c(C2CC2)cc1C1CC1', 'Cc1ccc(CNc2cnccn2)cc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1', 'COC(=O)c1c(-c2cc(O)ccc2O)oc2cc(OC)ccc12', 'CC(C)Cc1cccc2ccccc12']
  2210    0.0603   -0.145 -0.094   0.091  0.235   2.123  0.195   100.0  100.0     0.883    7.8     91.7   0.956   96  1000   1000  0.308   1.37
  2220   -0.2362   -0.141 -0.094   0.091  0.232   1.956  0.005   100.0  100.0     0.898    7.0     83.3   0.930   96  1000   1000  0.384   1.31
  2230   -0.1490   -0.135 -0.094   0.084  0.218   2.193  0.001   100.0  100.0     0.836   10.2     83.3   0.926   96  1000   1000  0.299   1.31
  2240   -0.0865   -0.133 -0.094   0.088  0.221   2.305  0.001   100.0  100.0     0.820   10.9     91.7   0.908   97  1000   1000  0.280   1.27
  2250   -0.0751   -0.085 -0.098   0.117  0.202   3.233  0.001   100.0  100.0     0.812   22.7    100.0   0.881   97  1000   1000  0.302   1.28
  2260   -0.0546   -0.053 -0.098   0.175  0.220   3.942  0.001    99.2  100.0     0.827   24.2    100.0   0.860   97  1000   1000  0.267   1.32
  2270    0.0447    0.020 -0.098   0.249  0.221   6.105  0.026    99.2   99.2     0.849   40.6    100.0   0.851  102  1000   1000  0.243   1.35
  2280    0.2491   -0.096 -0.098   0.146  0.241   3.074  0.195   100.0  100.0     0.883   15.6    100.0   0.878  104  1000   1000  0.273   1.35
  2290    0.0649   -0.122 -0.098   0.108  0.230   2.492  0.195   100.0  100.0     0.875   11.7     91.7   0.943  105  1000   1000  0.291   1.28
  2300   -0.2186   -0.156 -0.103   0.091  0.247   1.867  0.058   100.0  100.0     0.914    7.8     83.3   0.930  105  1000   1000  0.340   1.28
  2310   -0.2043   -0.163 -0.103   0.061  0.224   1.711  0.001   100.0  100.0     0.805    6.2     91.7   0.952  105  1000   1000  0.308   1.29
  2320   -0.1177   -0.144 -0.103   0.069  0.213   2.020  0.001   100.0  100.0     0.820    9.4     75.0   0.930  105  1000   1000  0.332   1.28
  2330   -0.0788   -0.132 -0.103   0.080  0.205   2.954  0.001    99.2  100.0     0.795   20.3     91.7   0.908  105  1000   1000  0.312   1.26
  2340   -0.0505   -0.124 -0.103   0.088  0.212   2.739  0.001   100.0  100.0     0.820   14.1    100.0   0.921  105  1000   1000  0.315   1.27
  2350   -0.0328   -0.119 -0.105   0.077  0.188   3.827  0.001    99.2  100.0     0.669   26.6     91.7   0.903  107  1000   1000  0.278   1.25
  2360   -0.0408   -0.054 -0.105   0.131  0.186   4.325  0.001   100.0   99.2     0.701   35.9    100.0   0.853  108  1000   1000  0.301   1.33
  2370    0.0147   -0.046 -0.105   0.132  0.178   4.708  0.011   100.0   96.1     0.699   41.4    100.0   0.861  108  1000   1000  0.248   1.25
  2380    0.4478   -0.062 -0.105   0.138  0.201   3.715  0.195   100.0   99.2     0.740   31.2    100.0   0.860  110  1000   1000  0.255   1.32
  2390    0.2555   -0.150 -0.105   0.112  0.246   2.584  0.292    98.4  100.0     0.865    5.5     91.7   0.937  111  1000   1000  0.338   1.31
  2400   -0.3439   -0.149 -0.109   0.075  0.224   1.785  0.026   100.0  100.0     0.781   10.2     91.7   0.942  111  1000   1000  0.329   1.26
      saved checkpoint @ step 2400 | examples: ['CC(NC(c1ccccc1)c1ccccc1)C(=O)OCc1ccccc1', 'COc1ccc(C(=N)NOC(=O)/C=C/c2ccccc2Cl)cc1', 'COc1ccc(CCNc2cc(-c3cccnc3)ncn2)cc1', 'O=C(NCCCN1CCCC1=O)c1ccoc1', 'CCN(CC)C(=O)COc1cnn(Cc2ccccc2)c(=O)c1Cl']
  2410   -0.2169   -0.169 -0.109   0.070  0.231   1.992  0.001    99.2  100.0     0.819    6.2     91.7   0.919  111  1000   1000  0.322   1.40
  2420   -0.1425   -0.133 -0.109   0.065  0.198   2.683  0.001   100.0   99.2     0.803   18.0    100.0   0.957  111  1000   1000  0.352   1.25
  2430   -0.0757   -0.130 -0.109   0.087  0.217   2.803  0.001   100.0  100.0     0.867   18.8     91.7   0.946  111  1000   1000  0.369   1.29
  2440   -0.0418   -0.117 -0.109   0.101  0.210   3.256  0.001    99.2   99.2     0.810   18.0    100.0   0.913  111  1000   1000  0.312   1.33
  2450   -0.0385   -0.098 -0.110   0.100  0.190   3.558  0.001    99.2   99.2     0.698   37.5    100.0   0.902  112  1000   1000  0.285   1.27
  2460   -0.0235   -0.079 -0.110   0.132  0.212   3.966  0.002   100.0   98.4     0.794   35.9    100.0   0.880  114  1000   1000  0.277   1.27
  2470    0.3125   -0.044 -0.110   0.162  0.198   5.140  0.086    99.2  100.0     0.693   45.3    100.0   0.878  116  1000   1000  0.288   1.26
  2480    0.2319   -0.111 -0.110   0.115  0.227   2.992  0.195   100.0  100.0     0.852   22.7    100.0   0.934  118  1000   1000  0.278   1.33
  2490   -0.0894   -0.133 -0.110   0.112  0.245   2.035  0.130   100.0  100.0     0.906   10.9    100.0   0.906  118  1000   1000  0.309   1.29
  2500   -0.1853   -0.149 -0.114   0.090  0.232   2.175  0.038    99.2  100.0     0.874   14.1     91.7   0.929  118  1000   1000  0.311   1.29
  2510   -0.1042   -0.131 -0.114   0.092  0.223   2.382  0.038   100.0  100.0     0.875   17.2    100.0   0.936  119  1000   1000  0.317   1.25
  2520   -0.0801   -0.155 -0.114   0.063  0.211   2.150  0.026    99.2  100.0     0.827   15.6     91.7   0.944  119  1000   1000  0.269   1.26
  2530   -0.0769   -0.116 -0.114   0.110  0.218   2.764  0.017    99.2  100.0     0.803   22.7    100.0   0.904  119  1000   1000  0.292   1.27
  2540   -0.0349   -0.126 -0.114   0.086  0.212   2.614  0.017   100.0   99.2     0.780   22.7    100.0   0.893  119  1000   1000  0.300   1.37
  2550   -0.0133   -0.110 -0.116   0.117  0.226   2.614  0.017   100.0  100.0     0.883   18.0    100.0   0.889  120  1000   1000  0.268   1.30
  2560   -0.0034   -0.102 -0.116   0.113  0.215   2.968  0.017   100.0  100.0     0.836   24.2    100.0   0.894  122  1000   1000  0.287   1.29
  2570   -0.0006   -0.078 -0.116   0.135  0.212   4.095  0.017   100.0  100.0     0.812   35.2    100.0   0.890  124  1000   1000  0.269   1.36
  2580    0.0709   -0.069 -0.116   0.174  0.235   4.026  0.038    99.2  100.0     0.850   28.1    100.0   0.838  125  1000   1000  0.247   1.42
  2590    0.0987   -0.057 -0.116   0.177  0.226   3.840  0.058    99.2  100.0     0.874   29.7    100.0   0.873  125  1000   1000  0.240   1.36
  2600    0.0331   -0.105 -0.115   0.132  0.237   2.670  0.058   100.0  100.0     0.867   21.9    100.0   0.914  125  1000   1000  0.282   1.40
      saved checkpoint @ step 2600 | examples: ['NCCc1cccc(-c2ccccc2)c1', 'O=C(NC1CCCC(O)C1)c1ccccc1SCC1CCC1', 'O=C(NCCc1c[nH]c2ccccc12)Nc1ccc(F)cc1', 'NC(=O)CCCCc1ccc(NC(=O)N2CCN(C(=O)c3ccsc3)CC2)cc1', 'O=[N+]([O-])c1ccc(Cl)cc1']
  2610    0.0233   -0.144 -0.115   0.090  0.227   2.209  0.058    99.2  100.0     0.827   15.6    100.0   0.916  126  1000   1000  0.262   1.30
  2620   -0.0230   -0.159 -0.115   0.068  0.227   1.876  0.038   100.0  100.0     0.883    9.4     91.7   0.935  127  1000   1000  0.287   1.28
  2630   -0.0520   -0.133 -0.115   0.093  0.226   2.329  0.017   100.0  100.0     0.859   14.1     91.7   0.916  128  1000   1000  0.254   1.31
  2640   -0.0694   -0.073 -0.115   0.146  0.219   3.162  0.017   100.0   99.2     0.843   25.0    100.0   0.951  128  1000   1000  0.266   1.33
  2650   -0.0332   -0.066 -0.117   0.156  0.222   3.316  0.017   100.0  100.0     0.844   30.5    100.0   0.901  129  1000   1000  0.317   1.38
  2660    0.1343    0.013 -0.117   0.258  0.245   5.211  0.058   100.0  100.0     0.883   36.7    100.0   0.842  130  1000   1000  0.263   1.38
  2670    0.1216   -0.135 -0.117   0.120  0.231   2.548  0.130    97.7  100.0     0.872   13.3    100.0   0.913  131  1000   1000  0.289   1.32
  2680   -0.1452   -0.160 -0.117   0.076  0.228   1.829  0.017    99.2  100.0     0.874   11.7     91.7   0.966  131  1000   1000  0.323   1.32
  2690   -0.1024   -0.141 -0.117   0.102  0.227   2.413  0.001    98.4  100.0     0.889   19.5    100.0   0.914  131  1000   1000  0.269   1.27
  2700   -0.0807   -0.112 -0.119   0.128  0.240   2.380  0.001   100.0  100.0     0.852   18.8    100.0   0.868  132  1000   1000  0.269   1.26
  2710   -0.1040   -0.047 -0.119   0.173  0.211   3.979  0.001    99.2   97.6     0.823   39.8    100.0   0.866  132  1000   1000  0.290   1.27
  2720   -0.0312    0.006 -0.119   0.229  0.224   4.790  0.008   100.0   99.2     0.795   38.3    100.0   0.816  134  1000   1000  0.275   1.27
  2730    1.3923   -0.011 -0.119   0.240  0.243   4.808  0.438    99.2  100.0     0.858   35.9    100.0   0.851  136  1000   1000  0.234   1.42
  2740   -0.0576   -0.151 -0.119   0.104  0.247   2.592  0.195    99.2  100.0     0.929   13.3    100.0   0.950  136  1000   1000  0.306   1.41
  2750   -0.3340   -0.152 -0.123   0.088  0.232   2.168  0.017    99.2  100.0     0.835   13.3     91.7   0.914  136  1000   1000  0.284   1.39
  2760   -0.1937   -0.141 -0.123   0.081  0.222   2.417  0.017   100.0  100.0     0.875   18.0     75.0   0.924  136  1000   1000  0.322   1.33
  2770   -0.1061   -0.152 -0.123   0.080  0.209   2.838  0.011    97.7  100.0     0.824   23.4     91.7   0.905  136  1000   1000  0.311   1.37
  2780   -0.0660   -0.132 -0.123   0.082  0.214   2.621  0.011   100.0  100.0     0.844   24.2    100.0   0.892  136  1000   1000  0.307   1.38
  2790   -0.0627   -0.087 -0.123   0.127  0.214   3.057  0.011   100.0  100.0     0.750   33.6    100.0   0.876  136  1000   1000  0.282   1.35
  2800   -0.0423   -0.085 -0.123   0.126  0.211   3.518  0.011   100.0   98.4     0.817   32.0    100.0   0.892  138  1000   1000  0.277   1.40
      saved checkpoint @ step 2800 | examples: ['c1ccc(Nc2ncnc3[nH]cnc23)cc1', 'O=C1NC(=O)C(=CNC2CCCCC2)C(=O)N1', 'Nc1ccc(S(=O)(=O)NO)cc1', 'Cc1ccn(CCCCCCC(=O)O)n1', 'CCNc1nnc(SCc2ccc([N+](=O)[O-])cc2)s1']
  2810   -0.0302   -0.022 -0.123   0.190  0.212   4.804  0.017   100.0   97.7     0.792   48.4    100.0   0.835  139  1000   1000  0.290   1.35
  2820    0.0795   -0.051 -0.123   0.209  0.245   4.142  0.038    98.4  100.0     0.849   37.5    100.0   0.822  141  1000   1000  0.258   1.39
  2830    0.2513   -0.053 -0.123   0.190  0.243   4.014  0.130   100.0   99.2     0.843   29.7    100.0   0.868  142  1000   1000  0.253   1.41
  2840   -0.0484   -0.162 -0.123   0.078  0.232   1.800  0.086    99.2  100.0     0.827   13.3     75.0   0.937  142  1000   1000  0.333   1.37
  2850   -0.1229   -0.152 -0.125   0.084  0.220   2.402  0.011    98.4  100.0     0.802   24.2     83.3   0.948  142  1000   1000  0.323   1.34
  2860   -0.1152   -0.104 -0.125   0.148  0.229   2.891  0.002    97.7  100.0     0.848   25.8    100.0   0.875  143  1000   1000  0.261   1.31
  2870   -0.0938   -0.077 -0.125   0.143  0.221   3.415  0.001   100.0  100.0     0.750   35.2    100.0   0.900  144  1000   1000  0.266   1.35
  2880   -0.0774   -0.042 -0.125   0.168  0.211   4.612  0.002   100.0   98.4     0.802   39.1    100.0   0.884  146  1000   1000  0.254   1.39
  2890   -0.0087   -0.004 -0.125   0.238  0.234   5.445  0.011    99.2   96.1     0.885   45.3    100.0   0.833  150  1000   1000  0.247   1.44
  2900    2.3021   -0.059 -0.081   0.200  0.243   5.017  0.657    98.4  100.0     0.881   26.6    100.0   0.896  152  1000   1000  0.268   1.38
  2910   -0.6529   -0.177 -0.081   0.083  0.237   1.965  0.292    97.7  100.0     0.856    3.1    100.0   0.938  152  1000   1000  0.318   1.40
  2920   -0.7704   -0.160 -0.081   0.075  0.227   2.075  0.058    99.2  100.0     0.874    6.2     83.3   0.961  152  1000   1000  0.359   1.44
