loading policy + frozen prior...
config: {'steps': 5000, 'batch': 128, 'lr': 0.0001, 'max_len': 100, 'temp': 1.0, 'beta_kl': 0.02, 'target_kl': 3.0, 'beta_kl_min': 0.001, 'beta_kl_max': 20.0, 'kl_adapt_factor': 1.5, 'ppo_epochs': 4, 'clip_eps': 0.2, 'lambda_unc': 1.0, 'baseline_momentum': 0.95, 'threshold_window_batches': 20, 'threshold_percentile': 70.0, 'threshold_update_every': 50, 'threshold_init': 0.0, 'threshold_decay': 0.1, 'diversity_filter': True, 'df_bucket_size': 25, 'df_mode': 'generic', 'df_record_threshold': 0.5, 'replay': True, 'replay_capacity': 1000, 'replay_max_per_scaffold': 10, 'replay_min_reward': 0.4, 'replay_k': 24, 'replay_coef': 0.05, 'replay_start': 200, 'log_every': 10, 'save_every': 200, 'out': 'checkpoints/rl_v4c', 'seed': 42}
reward model scheme=A_primary threshold=8.0 lambda_unc=1.0 invalid_reward=-1.0

  step      loss   reward    tau   p_act    unc      kl   beta  valid%  uniq% scaf/uniq  >tau% AD%(top)  dfmult  sat   buf  bscaf   rnll    sec
  2930   -0.4806   -0.155 -0.081   0.067  0.221   2.214  0.038   100.0  100.0     0.844    6.2    100.0   0.923  153  1000   1000  0.350   1.37
  2940   -0.2651   -0.141 -0.081   0.063  0.204   2.730  0.038   100.0  100.0     0.812    7.0     83.3   0.849  154  1000   1000  0.376   1.33
  2950   -0.1689   -0.137 -0.087   0.075  0.204   2.494  0.038    99.2   99.2     0.770   14.1     91.7   0.895  154  1000   1000  0.330   1.29
  2960   -0.0894   -0.149 -0.087   0.069  0.218   2.578  0.038   100.0  100.0     0.781   10.2     83.3   0.909  154  1000   1000  0.284   1.33
  2970   -0.0552   -0.133 -0.087   0.081  0.214   2.720  0.038   100.0  100.0     0.844    7.8    100.0   0.916  155  1000   1000  0.322   1.34
  2980   -0.0299   -0.143 -0.087   0.087  0.230   2.392  0.038   100.0  100.0     0.883    9.4    100.0   0.896  156  1000   1000  0.274   1.37
  2990   -0.0207   -0.133 -0.087   0.095  0.228   2.445  0.038   100.0  100.0     0.859    8.6    100.0   0.917  156  1000   1000  0.290   1.31
  3000   -0.0108   -0.104 -0.092   0.112  0.216   3.034  0.038   100.0  100.0     0.898   15.6    100.0   0.927  156  1000   1000  0.286   1.37
      saved checkpoint @ step 3000 | examples: ['Cc1ccc(NC(=O)c2nc(Sc3ccccc3Br)cs2)cc1C', 'Cc1ccc(C(=O)NCc2ccccc2NCc2ccccc2Cl)cc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1', 'O=C(Nc1ccccc1)Nc1ccccc1C(=O)O', 'Cc1ccc(CNCCc2ccccn2)cc1-c1ccc2cc(NC(=O)C3CCOCC3)ncc2c1', 'C=CCN1C(=O)c2cccc3cccc(c23)C1=O']
  3010   -0.0030   -0.144 -0.092   0.081  0.226   2.322  0.038   100.0  100.0     0.805    9.4     91.7   0.923  156  1000   1000  0.270   1.24
  3020   -0.0019   -0.136 -0.092   0.075  0.211   2.325  0.038   100.0  100.0     0.828    9.4    100.0   0.946  156  1000   1000  0.319   1.26
  3030   -0.0087   -0.118 -0.092   0.095  0.214   2.167  0.038   100.0  100.0     0.758   17.2    100.0   0.886  156  1000   1000  0.292   1.27
  3040   -0.0022   -0.124 -0.092   0.095  0.219   2.360  0.038   100.0   99.2     0.827   15.6    100.0   0.938  156  1000   1000  0.295   1.33
  3050   -0.0025   -0.123 -0.096   0.112  0.234   2.112  0.038   100.0  100.0     0.898   10.9     91.7   0.893  156  1000   1000  0.318   1.27
  3060   -0.0206   -0.139 -0.096   0.086  0.224   2.073  0.026   100.0   99.2     0.866   10.9    100.0   0.927  158  1000   1000  0.306   1.42
  3070   -0.0174   -0.103 -0.096   0.112  0.215   3.051  0.026   100.0  100.0     0.773   18.0    100.0   0.884  158  1000   1000  0.256   1.35
  3080   -0.0046   -0.105 -0.096   0.127  0.232   2.984  0.026   100.0  100.0     0.828   15.6    100.0   0.938  160  1000   1000  0.256   1.30
  3090   -0.0049   -0.112 -0.096   0.115  0.220   2.590  0.026    99.2  100.0     0.795   20.3    100.0   0.893  161  1000   1000  0.259   1.37
  3100    0.0057   -0.054 -0.099   0.194  0.225   3.902  0.026    97.7   99.2     0.790   28.1    100.0   0.837  163  1000   1000  0.290   1.43
  3110    0.0037   -0.063 -0.099   0.196  0.243   3.792  0.026    98.4  100.0     0.841   25.8    100.0   0.845  164  1000   1000  0.245   1.36
  3120    0.0252   -0.078 -0.099   0.158  0.237   2.837  0.038   100.0  100.0     0.875   17.2    100.0   0.867  166  1000   1000  0.220   1.41
  3130    0.0376   -0.057 -0.099   0.205  0.246   3.835  0.038    98.4   99.2     0.896   25.8    100.0   0.833  167  1000   1000  0.282   1.34
  3140    0.0150   -0.079 -0.099   0.162  0.241   3.342  0.038   100.0  100.0     0.820   23.4    100.0   0.904  168  1000   1000  0.246   1.33
  3150   -0.0014   -0.036 -0.102   0.198  0.234   3.509  0.038   100.0  100.0     0.852   23.4    100.0   0.873  169  1000   1000  0.243   1.32
  3160    0.0249   -0.074 -0.102   0.178  0.237   3.542  0.038    98.4  100.0     0.889   21.9    100.0   0.905  169  1000   1000  0.288   1.28
  3170   -0.0135   -0.076 -0.102   0.171  0.247   3.039  0.038   100.0  100.0     0.922   17.2    100.0   0.930  169  1000   1000  0.247   1.30
  3180    0.0012   -0.090 -0.102   0.145  0.227   3.032  0.038    99.2  100.0     0.780   22.7    100.0   0.915  170  1000   1000  0.267   1.33
  3190    0.0061   -0.084 -0.102   0.154  0.230   3.305  0.038    99.2  100.0     0.835   20.3    100.0   0.941  170  1000   1000  0.205   1.38
  3200    0.0013   -0.055 -0.104   0.199  0.247   3.447  0.038    99.2  100.0     0.913   24.2    100.0   0.892  170  1000   1000  0.245   1.40
      saved checkpoint @ step 3200 | examples: ['Nc1ccc(F)c(Cl)c1', 'Cc1cc(CN(C)C(=O)N2CC(C(=O)NCCN3CCCCC3)C2)sc1C', 'Cc1ccc(C(=O)NCCCN2CCN(CC3CC3)CC2)cc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1', 'Cc1ccc(NC(=O)CN2CCN(c3cccc(Cl)c3)CC2)cc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1', 'Cc1ccc(C(=O)NC2CCC(=O)NC2=O)cc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1']
  3210    0.0457   -0.089 -0.104   0.152  0.241   2.887  0.058   100.0  100.0     0.859   18.8    100.0   0.918  170  1000   1000  0.255   1.43
  3220    0.0353   -0.068 -0.104   0.173  0.241   3.030  0.058   100.0  100.0     0.875   20.3    100.0   0.913  171  1000   1000  0.275   1.51
  3230   -0.0529   -0.041 -0.104   0.182  0.223   3.052  0.026   100.0  100.0     0.906   22.7    100.0   0.885  172  1000   1000  0.270   1.35
  3240   -0.0291   -0.044 -0.104   0.189  0.225   3.706  0.026    99.2  100.0     0.850   22.7    100.0   0.926  172  1000   1000  0.258   1.39
  3250    0.1629   -0.027 -0.105   0.214  0.241   4.111  0.086   100.0  100.0     0.805   28.1    100.0   0.895  174  1000   1000  0.261   1.35
  3260    0.0020   -0.157 -0.105   0.090  0.239   1.951  0.130    99.2  100.0     0.937    7.0    100.0   0.938  174  1000   1000  0.277   1.28
  3270   -0.1610   -0.164 -0.105   0.079  0.220   2.111  0.008    97.7  100.0     0.808   13.3     83.3   0.898  174  1000   1000  0.291   1.30
  3280   -0.1292   -0.126 -0.105   0.100  0.218   2.362  0.001    99.2  100.0     0.850   18.8     91.7   0.943  174  1000   1000  0.254   1.29
  3290   -0.0775   -0.088 -0.105   0.139  0.228   2.772  0.001   100.0  100.0     0.820   18.8    100.0   0.914  174  1000   1000  0.267   1.25
  3300   -0.1009    0.014 -0.107   0.239  0.226   4.708  0.003   100.0  100.0     0.781   35.2    100.0   0.824  174  1000   1000  0.284   1.30
  3310    0.4958    0.083 -0.107   0.309  0.226   6.149  0.130   100.0  100.0     0.805   45.3    100.0   0.814  176  1000   1000  0.199   1.36
  3320    0.3703   -0.156 -0.107   0.099  0.248   2.212  0.657    99.2  100.0     0.937   14.1     91.7   0.973  176  1000   1000  0.288   1.35
  3330   -0.6783   -0.169 -0.107   0.060  0.221   1.764  0.058    99.2  100.0     0.874    8.6     91.7   0.959  176  1000   1000  0.366   1.32
  3340   -0.4281   -0.155 -0.107   0.076  0.223   2.570  0.026    99.2  100.0     0.827   10.2     91.7   0.957  176  1000   1000  0.350   1.24
  3350   -0.2434   -0.153 -0.111   0.057  0.210   2.447  0.026   100.0  100.0     0.820   14.1     83.3   0.917  176  1000   1000  0.293   1.26
  3360   -0.1429   -0.138 -0.111   0.067  0.205   2.782  0.026   100.0  100.0     0.789   16.4     75.0   0.890  176  1000   1000  0.321   1.27
  3370   -0.0703   -0.149 -0.111   0.069  0.210   2.623  0.026    99.2  100.0     0.835   14.8     83.3   0.913  176  1000   1000  0.267   1.26
  3380   -0.0523   -0.124 -0.111   0.079  0.202   2.614  0.026   100.0  100.0     0.766   23.4    100.0   0.897  176  1000   1000  0.301   1.30
  3390   -0.0372   -0.103 -0.111   0.124  0.227   3.052  0.026   100.0  100.0     0.797   26.6    100.0   0.896  176  1000   1000  0.264   1.38
  3400   -0.0187   -0.114 -0.112   0.110  0.223   2.617  0.026   100.0   98.4     0.794   18.8    100.0   0.887  176  1000   1000  0.262   1.26
      saved checkpoint @ step 3400 | examples: ['NCCOc1ccc(Oc2ccccc2)cc1F', 'Nc1nc2cc(F)ccc2n1Cc1ccc2c(c1)OCO2', 'O=C(COc1ccc(-c2nc3ccccc3[nH]2)cc1)NCc1ccc2c(c1)OCO2', 'COc1ccc(CCC(=O)c2ccc(O)c(OC)c2)cc1', 'Cc1ccc(C)c(-c2c[nH]nn2)c1']
  3410    0.0051   -0.118 -0.112   0.101  0.211   3.046  0.026    99.2   99.2     0.762   17.2    100.0   0.927  176  1000   1000  0.275   1.25
  3420   -0.0136   -0.092 -0.112   0.121  0.213   2.909  0.026   100.0  100.0     0.836   17.2    100.0   0.910  178  1000   1000  0.315   1.30
  3430   -0.0071   -0.080 -0.112   0.137  0.217   2.759  0.026   100.0   99.2     0.827   29.7    100.0   0.866  181  1000   1000  0.265   1.31
  3440    0.0014   -0.097 -0.112   0.124  0.214   2.912  0.026    99.2  100.0     0.811   25.8    100.0   0.916  182  1000   1000  0.277   1.27
  3450   -0.0017   -0.060 -0.113   0.173  0.233   3.717  0.026   100.0  100.0     0.812   24.2    100.0   0.865  182  1000   1000  0.242   1.41
  3460    0.0619   -0.012 -0.113   0.242  0.246   4.566  0.038    99.2   98.4     0.888   34.4    100.0   0.820  184  1000   1000  0.301   1.32
  3470    0.0734   -0.048 -0.113   0.195  0.227   3.915  0.058    98.4  100.0     0.802   32.0    100.0   0.858  185  1000   1000  0.238   1.34
  3480    0.0377   -0.074 -0.113   0.163  0.230   3.137  0.058    99.2  100.0     0.890   23.4    100.0   0.848  186  1000   1000  0.266   1.30
  3490    0.0042   -0.067 -0.113   0.171  0.238   2.988  0.058   100.0  100.0     0.852   25.0    100.0   0.881  186  1000   1000  0.263   1.36
  3500    0.0019   -0.123 -0.116   0.112  0.235   2.262  0.058   100.0  100.0     0.859   20.3    100.0   0.893  186  1000   1000  0.251   1.33
  3510   -0.0107   -0.109 -0.116   0.124  0.233   2.367  0.058   100.0  100.0     0.859   18.8    100.0   0.915  186  1000   1000  0.283   1.33
  3520   -0.0199   -0.141 -0.116   0.084  0.216   2.033  0.038    99.2  100.0     0.803   14.8     91.7   0.925  186  1000   1000  0.295   1.34
  3530   -0.0084   -0.134 -0.116   0.091  0.225   2.185  0.038   100.0  100.0     0.820   20.3     91.7   0.902  186  1000   1000  0.244   1.42
  3540   -0.0070   -0.086 -0.116   0.159  0.245   2.687  0.038   100.0  100.0     0.891   20.3    100.0   0.900  187  1000   1000  0.293   1.41
  3550   -0.0034   -0.113 -0.118   0.143  0.248   2.475  0.038    99.2  100.0     0.906   20.3    100.0   0.925  189  1000   1000  0.250   1.37
  3560   -0.0112   -0.026 -0.118   0.210  0.236   3.528  0.038   100.0  100.0     0.875   31.2    100.0   0.862  190  1000   1000  0.260   1.34
  3570   -0.0120   -0.103 -0.118   0.124  0.228   2.399  0.038   100.0  100.0     0.867   21.9    100.0   0.947  191  1000   1000  0.266   1.30
  3580    0.0046   -0.115 -0.118   0.115  0.229   2.579  0.038   100.0  100.0     0.875   21.1    100.0   0.937  191  1000   1000  0.263   1.32
  3590    0.0125   -0.045 -0.118   0.207  0.245   3.722  0.038    99.2  100.0     0.898   32.0     91.7   0.857  191  1000   1000  0.248   1.43
  3600   -0.0102   -0.056 -0.119   0.194  0.250   3.266  0.038   100.0  100.0     0.875   23.4    100.0   0.912  192  1000   1000  0.226   1.40
      saved checkpoint @ step 3600 | examples: ['COc1ccc(C2NC(=O)CCC2C)cc1', 'Cc1cccc(C(=O)NCC2COc3ccccc3O2)c1-c1ccc2cc(NC(=O)C3CC3)ncc2c1', 'COC(=O)[C@H](Cc1ccccc1)NC(=O)C1(NC(=O)c2ccc(Cl)cc2)CCCC1', 'O=C1/C(=C/c2ccccc2)CCc2cc(OCc3cc(Br)ccc3O)ccc21', 'Cc1ccc(C(=O)NCC(=O)NC2CCS(=O)(=O)C2)cc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1']
  3610   -0.0012   -0.025 -0.119   0.223  0.248   3.711  0.038   100.0  100.0     0.867   30.5    100.0   0.857  192  1000   1000  0.267   1.34
  3620    0.0030   -0.031 -0.119   0.210  0.241   3.696  0.038   100.0  100.0     0.820   28.9    100.0   0.895  192  1000   1000  0.274   1.41
  3630    0.0126   -0.044 -0.119   0.212  0.241   4.128  0.038    98.4   99.2     0.872   26.6    100.0   0.934  193  1000   1000  0.253   1.38
  3640    0.0556   -0.128 -0.119   0.107  0.227   2.292  0.086    99.2  100.0     0.882   23.4     91.7   0.935  194  1000   1000  0.237   1.34
  3650    0.0374   -0.140 -0.121   0.111  0.251   2.141  0.086   100.0  100.0     0.883   12.5    100.0   0.928  194  1000   1000  0.269   1.32
  3660   -0.0974   -0.153 -0.121   0.081  0.226   2.263  0.008    99.2  100.0     0.858   15.6     83.3   0.904  195  1000   1000  0.254   1.40
  3670   -0.0759   -0.114 -0.121   0.118  0.232   2.530  0.003   100.0  100.0     0.906   21.1    100.0   0.922  196  1000   1000  0.248   1.31
  3680   -0.0797   -0.038 -0.121   0.197  0.235   3.410  0.003   100.0  100.0     0.828   31.2    100.0   0.842  196  1000   1000  0.239   1.37
  3690   -0.0413    0.054 -0.121   0.292  0.238   5.653  0.017   100.0  100.0     0.891   40.6    100.0   0.841  197  1000   1000  0.248   1.30
  3700    1.0827   -0.048 -0.081   0.199  0.247   4.044  0.438   100.0  100.0     0.883   19.5    100.0   0.916  200  1000   1000  0.251   1.34
  3710   -0.2262   -0.156 -0.081   0.094  0.250   1.687  0.292   100.0  100.0     0.930    3.9     91.7   0.961  200  1000   1000  0.331   1.35
  3720   -0.4865   -0.173 -0.081   0.063  0.229   1.833  0.008    99.2  100.0     0.921    2.3     83.3   0.921  200  1000   1000  0.294   1.33
  3730   -0.2842   -0.158 -0.081   0.058  0.216   2.367  0.003   100.0  100.0     0.875    3.9     91.7   0.933  200  1000   1000  0.353   1.25
  3740   -0.1735   -0.138 -0.081   0.072  0.210   2.722  0.003   100.0  100.0     0.867    4.7     91.7   0.937  200  1000   1000  0.291   1.27
  3750   -0.0995   -0.137 -0.086   0.064  0.193   3.155  0.003    99.2   99.2     0.738   10.9    100.0   0.885  201  1000   1000  0.306   1.23
  3760   -0.0678   -0.125 -0.086   0.072  0.189   3.454  0.003    99.2   98.4     0.728   17.2    100.0   0.882  201  1000   1000  0.275   1.29
  3770   -0.0377   -0.107 -0.086   0.082  0.189   3.564  0.003   100.0   96.9     0.661   24.2    100.0   0.832  202  1000   1000  0.278   1.29
  3780   -0.0427   -0.050 -0.086   0.183  0.225   5.309  0.005    99.2   93.7     0.731   43.8    100.0   0.772  202  1000   1000  0.258   1.32
  3790    0.2142   -0.067 -0.086   0.162  0.230   4.202  0.086   100.0   99.2     0.701   28.9     91.7   0.798  203  1000   1000  0.284   1.29
  3800    0.0409   -0.122 -0.087   0.092  0.214   2.572  0.086   100.0  100.0     0.836   14.8    100.0   0.912  203  1000   1000  0.252   1.30
      saved checkpoint @ step 3800 | examples: ['CC(C)(C)NC(=O)/C=C/c1ccccc1Cl', 'CCc1ccc(-c2oncc2C(=O)Nc2ccc(OC(F)(F)Cl)cc2)cc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1', 'CCCCCCCCCCCCCC(=O)NCCCCC', 'CN(C)CCNC(=O)c1ccc2occc2c1', 'O=C(CN1CCCC1)NCC12CC3CC(CC(C3)C1)C2']
  3810   -0.0864   -0.139 -0.087   0.086  0.225   1.722  0.038   100.0  100.0     0.859    9.4     91.7   0.935  203  1000   1000  0.275   1.31
  3820   -0.0827   -0.131 -0.087   0.100  0.231   2.256  0.017   100.0  100.0     0.828    8.6     91.7   0.903  203  1000   1000  0.238   1.28
  3830   -0.0286   -0.139 -0.087   0.101  0.224   2.401  0.017    98.4  100.0     0.873   10.2     91.7   0.928  203  1000   1000  0.255   1.20
  3840   -0.0194   -0.119 -0.087   0.110  0.221   2.455  0.017    99.2  100.0     0.850   11.7     91.7   0.889  204  1000   1000  0.255   1.28
  3850   -0.0134   -0.096 -0.091   0.128  0.225   2.997  0.017   100.0   99.2     0.787   21.1    100.0   0.844  205  1000   1000  0.253   1.22
  3860   -0.0353   -0.043 -0.091   0.200  0.242   4.312  0.017   100.0  100.0     0.797   28.1    100.0   0.870  206  1000   1000  0.245   1.24
  3870    0.0690   -0.004 -0.091   0.245  0.241   4.651  0.038    99.2   99.2     0.817   34.4    100.0   0.808  208  1000   1000  0.233   1.25
  3880    0.3079   -0.102 -0.091   0.136  0.230   3.222  0.195    99.2  100.0     0.843   21.1    100.0   0.938  209  1000   1000  0.251   1.35
  3890   -0.0800   -0.151 -0.091   0.083  0.233   1.850  0.130   100.0  100.0     0.859    8.6     83.3   0.943  209  1000   1000  0.269   1.28
  3900   -0.1991   -0.163 -0.097   0.084  0.239   1.850  0.011    99.2  100.0     0.882    6.2     91.7   0.952  210  1000   1000  0.276   1.35
  3910   -0.1316   -0.149 -0.097   0.071  0.220   2.086  0.003   100.0  100.0     0.844    7.8    100.0   0.941  210  1000   1000  0.291   1.34
  3920   -0.0648   -0.144 -0.097   0.098  0.234   2.315  0.003    99.2   99.2     0.810   13.3    100.0   0.914  211  1000   1000  0.261   1.28
  3930   -0.0491   -0.108 -0.097   0.113  0.221   2.721  0.003   100.0  100.0     0.781   20.3    100.0   0.840  211  1000   1000  0.273   1.22
  3940   -0.0403   -0.059 -0.097   0.155  0.215   3.841  0.003   100.0  100.0     0.797   27.3     91.7   0.856  212  1000   1000  0.231   1.32
  3950   -0.0201   -0.007 -0.097   0.230  0.229   5.863  0.011    99.2   99.2     0.802   36.7    100.0   0.846  213  1000   1000  0.232   1.31
  3960    0.4310    0.020 -0.097   0.271  0.251   5.246  0.130   100.0  100.0     0.812   39.1    100.0   0.785  214  1000   1000  0.240   1.32
  3970    0.1656   -0.128 -0.097   0.087  0.215   2.165  0.292   100.0  100.0     0.828   12.5    100.0   0.938  215  1000   1000  0.255   1.38
  3980   -0.2826   -0.164 -0.097   0.084  0.240   1.887  0.058    99.2  100.0     0.890    8.6     75.0   0.943  215  1000   1000  0.258   1.26
  3990   -0.2476   -0.137 -0.097   0.091  0.228   2.299  0.011   100.0  100.0     0.883   13.3    100.0   0.940  216  1000   1000  0.300   1.28
  4000   -0.1538   -0.103 -0.102   0.114  0.217   2.789  0.011   100.0  100.0     0.883   18.0    100.0   0.882  217  1000   1000  0.258   1.31
      saved checkpoint @ step 4000 | examples: ['Cc1ccc(NC(=O)C2CCC2)cc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1', 'Nc1ccc(C(=O)c2ccc(O)cc2)cc1', 'NCc1ccc(Cn2cc(-c3ccc(Br)cc3)nn2)cc1', 'O=C(Nc1ccccc1C(=O)O)c1ccccn1', 'CN(C)c1ccc(C(=O)Nc2ccc(Cl)cn2)cc1']
  4010   -0.0784   -0.096 -0.102   0.124  0.220   2.766  0.011   100.0  100.0     0.789   23.4    100.0   0.869  217  1000   1000  0.264   1.26
  4020   -0.0278   -0.137 -0.102   0.070  0.207   2.316  0.011   100.0   99.2     0.780   14.8     91.7   0.908  218  1000   1000  0.254   1.24
  4030   -0.0349   -0.055 -0.102   0.175  0.231   3.693  0.011   100.0  100.0     0.734   28.9    100.0   0.800  219  1000   1000  0.279   1.35
  4040    0.0621    0.017 -0.102   0.250  0.233   4.992  0.038   100.0   97.7     0.824   42.2    100.0   0.796  222  1000   1000  0.243   1.34
  4050    0.1169   -0.065 -0.097   0.163  0.228   3.527  0.086   100.0   99.2     0.819   23.4    100.0   0.913  223  1000   1000  0.247   1.29
  4060    0.0314   -0.126 -0.097   0.113  0.231   2.220  0.086    99.2  100.0     0.898    9.4    100.0   0.913  225  1000   1000  0.264   1.27
  4070   -0.0227   -0.152 -0.097   0.085  0.221   2.060  0.058    98.4  100.0     0.825    7.0     91.7   0.944  225  1000   1000  0.268   1.21
  4080   -0.0961   -0.137 -0.097   0.083  0.219   1.990  0.011   100.0  100.0     0.828   14.1     91.7   0.917  225  1000   1000  0.266   1.34
  4090   -0.0560   -0.116 -0.097   0.113  0.229   2.162  0.008   100.0  100.0     0.852    9.4    100.0   0.906  225  1000   1000  0.273   1.34
  4100   -0.0576   -0.052 -0.101   0.193  0.237   3.633  0.008    99.2  100.0     0.898   22.7    100.0   0.822  225  1000   1000  0.254   1.30
  4110   -0.0467   -0.030 -0.101   0.206  0.236   4.075  0.011   100.0  100.0     0.797   32.0    100.0   0.839  226  1000   1000  0.243   1.32
  4120    0.2130   -0.015 -0.101   0.234  0.249   4.375  0.086   100.0   98.4     0.873   32.8    100.0   0.812  229  1000   1000  0.244   1.33
  4130    0.0856   -0.114 -0.101   0.137  0.236   3.014  0.130    98.4  100.0     0.905   15.6    100.0   0.900  232  1000   1000  0.262   1.34
  4140   -0.0901   -0.163 -0.101   0.087  0.235   2.211  0.058    98.4  100.0     0.865    7.0     91.7   0.920  232  1000   1000  0.253   1.26
  4150   -0.1663   -0.123 -0.105   0.114  0.237   2.181  0.008   100.0  100.0     0.867   10.2    100.0   0.931  232  1000   1000  0.297   1.32
  4160   -0.0741   -0.153 -0.105   0.086  0.224   2.489  0.005    98.4  100.0     0.786   10.9    100.0   0.942  232  1000   1000  0.309   1.34
  4170   -0.0730   -0.090 -0.105   0.145  0.235   2.884  0.005   100.0  100.0     0.891   17.2    100.0   0.898  233  1000   1000  0.244   1.33
  4180   -0.0560   -0.059 -0.105   0.176  0.235   3.524  0.005   100.0  100.0     0.719   28.9    100.0   0.849  234  1000   1000  0.239   1.33
  4190    0.2389    0.027 -0.105   0.274  0.246   5.061  0.086   100.0  100.0     0.844   38.3    100.0   0.830  235  1000   1000  0.258   1.38
  4200    0.0757   -0.106 -0.103   0.126  0.232   2.813  0.086   100.0  100.0     0.875   14.8    100.0   0.919  237  1000   1000  0.228   1.30
      saved checkpoint @ step 4200 | examples: ['CC(C)(C)c1ccc(C(C)(C)C)cc1', 'COc1ccc(-c2nc(N)c3nc[nH]c3n2)cc1', 'CC(C)(C)n1ncc(NC(=O)c2ccccc2OCc2ccccn2)n1', 'Cc1csc(-c2c[nH]c3nccnc23)n1', 'CN1CCN(c2ccc(Cl)cc2)CC1C1CCCCC1']
  4210   -0.0190   -0.159 -0.103   0.085  0.228   1.996  0.058    98.4  100.0     0.849   12.5     91.7   0.915  237  1000   1000  0.299   1.24
  4220   -0.0402   -0.111 -0.103   0.126  0.237   2.423  0.038   100.0  100.0     0.867   14.8    100.0   0.898  238  1000   1000  0.255   1.26
  4230   -0.0018   -0.138 -0.103   0.117  0.239   2.500  0.038    98.4  100.0     0.905   10.9    100.0   0.916  238  1000   1000  0.232   1.27
  4240   -0.0153   -0.114 -0.103   0.124  0.230   2.450  0.038    99.2  100.0     0.866   14.1    100.0   0.904  238  1000   1000  0.263   1.30
  4250   -0.0324   -0.072 -0.107   0.169  0.241   2.954  0.038   100.0  100.0     0.930   24.2    100.0   0.882  239  1000   1000  0.252   1.40
  4260    0.0082   -0.117 -0.107   0.118  0.227   2.507  0.038    99.2  100.0     0.803   18.8    100.0   0.861  240  1000   1000  0.278   1.33
  4270   -0.0023   -0.085 -0.107   0.154  0.239   2.917  0.038   100.0  100.0     0.922   18.8    100.0   0.905  241  1000   1000  0.250   1.30
  4280    0.0240   -0.096 -0.107   0.163  0.243   3.219  0.038    98.4  100.0     0.905   18.0    100.0   0.892  242  1000   1000  0.260   1.31
  4290    0.0088   -0.073 -0.107   0.177  0.242   3.109  0.038    99.2  100.0     0.882   21.1    100.0   0.888  243  1000   1000  0.256   1.36
  4300    0.0052   -0.075 -0.109   0.181  0.241   2.937  0.038    98.4  100.0     0.865   21.1    100.0   0.891  244  1000   1000  0.247   1.38
  4310   -0.0098   -0.048 -0.109   0.198  0.246   3.303  0.038   100.0  100.0     0.836   24.2    100.0   0.878  247  1000   1000  0.245   1.36
  4320    0.0739    0.036 -0.109   0.287  0.243   5.044  0.058    99.2  100.0     0.906   34.4    100.0   0.878  249  1000   1000  0.260   1.37
  4330    0.0389   -0.083 -0.109   0.136  0.219   3.030  0.058   100.0  100.0     0.844   21.1    100.0   0.918  250  1000   1000  0.251   1.33
  4340    0.0040   -0.096 -0.109   0.135  0.232   2.359  0.058   100.0   99.2     0.827   18.0    100.0   0.882  250  1000   1000  0.282   1.29
  4350   -0.0123   -0.103 -0.112   0.128  0.231   2.062  0.058   100.0  100.0     0.867   12.5    100.0   0.913  250  1000   1000  0.249   1.35
  4360   -0.0579   -0.117 -0.112   0.120  0.229   2.247  0.026    99.2  100.0     0.890   16.4    100.0   0.947  250  1000   1000  0.232   1.35
  4370   -0.0364   -0.089 -0.112   0.152  0.241   2.564  0.026   100.0  100.0     0.789   15.6    100.0   0.886  250  1000   1000  0.269   1.37
  4380    0.0086   -0.027 -0.112   0.203  0.230   3.936  0.038   100.0   99.2     0.882   29.7    100.0   0.909  251  1000   1000  0.272   1.30
  4390    0.0205   -0.060 -0.112   0.181  0.233   3.350  0.038    99.2  100.0     0.850   27.3    100.0   0.862  251  1000   1000  0.235   1.31
  4400    0.2315   -0.071 -0.113   0.189  0.245   3.667  0.130    98.4  100.0     0.921   26.6    100.0   0.872  251  1000   1000  0.213   1.33
      saved checkpoint @ step 4400 | examples: ['Clc1ccc(C(CN2CCN(CCCc3c[nH]c4ccccc34)CC2)c2ccccn2)cc1', 'Cc1ccc(NC(=O)CCC(=O)N2CC(=O)N3CCCCC3C2)cc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1', 'Cc1nn(C)c(C)c1NC(=O)Cc1ccc(N(C)C)cc1', 'O=C(NC1CC1)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1', 'O=C(O)c1ccc(CN2CCN(Cc3ccccc3)CC2)cc1']
  4410   -0.0063   -0.123 -0.113   0.121  0.245   2.113  0.086   100.0  100.0     0.852   13.3    100.0   0.941  252  1000   1000  0.247   1.27
  4420   -0.1108   -0.137 -0.113   0.094  0.224   2.027  0.011    99.2  100.0     0.795   15.6     91.7   0.892  252  1000   1000  0.237   1.33
  4430   -0.0844   -0.108 -0.113   0.134  0.226   2.833  0.008    98.4  100.0     0.833   17.2    100.0   0.923  252  1000   1000  0.235   1.33
  4440   -0.0532   -0.071 -0.113   0.183  0.246   3.112  0.008    99.2  100.0     0.858   27.3    100.0   0.822  254  1000   1000  0.239   1.31
