loading policy + frozen prior...
config: {'steps': 5000, 'batch': 128, 'lr': 0.0001, 'max_len': 100, 'temp': 1.0, 'beta_kl': 0.02, 'target_kl': 3.0, 'beta_kl_min': 0.001, 'beta_kl_max': 20.0, 'kl_adapt_factor': 1.5, 'ppo_epochs': 4, 'clip_eps': 0.2, 'lambda_unc': 1.0, 'baseline_momentum': 0.95, 'threshold_window_batches': 20, 'threshold_percentile': 70.0, 'threshold_update_every': 50, 'threshold_init': 0.0, 'threshold_decay': 0.1, 'diversity_filter': False, 'df_bucket_size': 25, 'df_mode': 'generic', 'df_record_threshold': 0.5, 'replay': True, 'replay_capacity': 1000, 'replay_max_per_scaffold': 10, 'replay_min_reward': 0.4, 'replay_k': 24, 'replay_coef': 0.05, 'replay_start': 200, 'transfer_learning': True, 'tl_every': 500, 'tl_start': 1000, 'tl_epochs': 2, 'tl_batch': 128, 'tl_max_mols': 500, 'tl_min_mols': 50, 'tl_lr': 1e-05, 'tl_max_kl': 8.0, 'log_every': 10, 'save_every': 200, 'out': 'checkpoints/rl_v5c', 'seed': 42}
reward model scheme=A_primary threshold=8.0 lambda_unc=1.0 invalid_reward=-1.0

  step      loss   reward    tau   p_act    unc      kl   beta  valid%  uniq% scaf/uniq  >tau% AD%(top)   buf  bscaf   rnll    sec
  1640   -2.8053   -0.155 -0.113   0.063  0.218   2.962  1.756   100.0  100.0     0.789   11.7     91.7   120     38  0.374   0.95
  1650   -2.3008   -0.175 -0.117   0.068  0.235   2.531  1.756    99.2  100.0     0.827    9.4    100.0   120     38  0.351   0.91
  1660   -1.4913   -0.172 -0.117   0.069  0.242   2.470  1.756   100.0  100.0     0.844    3.9    100.0   120     38  0.386   0.75
  1670   -1.5607   -0.172 -0.117   0.068  0.239   2.053  1.756   100.0  100.0     0.875    6.2    100.0   120     38  0.361   0.79
  1680   -2.9188   -0.161 -0.117   0.070  0.231   2.198  0.520   100.0  100.0     0.898   10.2     91.7   120     38  0.331   0.78
  1690   -1.8965   -0.171 -0.117   0.069  0.240   2.435  0.347   100.0  100.0     0.859    8.6     83.3   120     38  0.326   0.84
  1700   -1.0881   -0.169 -0.121   0.068  0.237   2.582  0.347   100.0  100.0     0.867    8.6     91.7   120     38  0.344   0.90
  1710   -0.7895   -0.169 -0.121   0.067  0.236   2.226  0.347   100.0  100.0     0.844   10.9     91.7   120     38  0.323   0.92
  1720   -0.3842   -0.172 -0.121   0.070  0.242   2.478  0.347   100.0  100.0     0.844    6.2    100.0   120     38  0.335   1.02
  1730   -0.3540   -0.171 -0.121   0.073  0.244   2.118  0.347   100.0  100.0     0.867    7.8    100.0   120     38  0.308   1.04
  1740   -0.2097   -0.179 -0.121   0.074  0.245   2.109  0.347    99.2   99.2     0.889    6.2     91.7   120     38  0.304   1.03
  1750   -0.5667   -0.172 -0.125   0.077  0.249   2.244  0.046   100.0  100.0     0.867   11.7    100.0   120     38  0.300   1.04
  1760   -0.3460   -0.174 -0.125   0.081  0.247   2.298  0.030    99.2  100.0     0.850   11.7     91.7   120     38  0.304   0.89
  1770   -0.2124   -0.181 -0.125   0.061  0.226   2.330  0.020    98.4  100.0     0.849    7.0     91.7   121     39  0.294   0.90
  1780   -0.1420   -0.166 -0.125   0.064  0.229   2.131  0.014   100.0  100.0     0.875   13.3     83.3   121     39  0.311   1.01
  1790   -0.0830   -0.165 -0.125   0.058  0.223   2.081  0.014   100.0  100.0     0.867   11.7     91.7   121     39  0.300   0.77
  1800   -0.0503   -0.164 -0.129   0.071  0.234   2.164  0.014   100.0  100.0     0.859   10.9     91.7   122     40  0.287   0.78
      saved checkpoint @ step 1800 | examples: ['Cc1ccc(NCc2nc(-c3ccco3)no2)cc1', 'O=C(Cc1cccs1)NC1CCN(CC(O)COc2ccccc2)CC1', 'Cc1nnc(-c2ccc3c(c2)CC(=O)N3)s1', 'CC(C)(NCCc1ccccc1)C(=O)O', 'O=C(Nc1cccc(F)c1)c1cccs1']
  1810   -0.0190   -0.171 -0.129   0.068  0.239   2.053  0.014   100.0  100.0     0.859    7.0     83.3   122     40  0.302   0.72
  1820    0.0041   -0.183 -0.129   0.066  0.233   2.091  0.014    98.4  100.0     0.841   12.5    100.0   122     40  0.293   0.74
  1830   -0.0304   -0.150 -0.129   0.088  0.238   2.292  0.004   100.0   99.2     0.827    8.6    100.0   123     40  0.309   0.78
  1840   -0.0152   -0.155 -0.129   0.088  0.235   2.324  0.002    99.2   98.4     0.896   10.9     91.7   125     40  0.269   0.72
  1850   -0.0377   -0.118 -0.131   0.113  0.223   2.636  0.002    99.2   96.9     0.854   20.3    100.0   127     42  0.289   0.73
  1860   -0.0526   -0.079 -0.131   0.151  0.230   2.988  0.002   100.0   94.5     0.802   25.8    100.0   130     43  0.309   0.79
  1870   -0.1373    0.081 -0.131   0.311  0.207   5.078  0.006    97.7   78.4     0.776   39.1    100.0   132     44  0.297   0.83
  1880    1.5740    0.216 -0.131   0.433  0.217   6.287  0.347   100.0   66.4     0.824   49.2    100.0   133     45  0.318   0.67
  1890   36.1275   -0.188 -0.131   0.095  0.236   6.013  8.889    95.3   97.5     0.874    8.6    100.0   135     45  0.357   0.80
  1900   35.8228   -0.211 -0.133   0.084  0.256   4.943 13.333    96.1  100.0     0.902    7.8    100.0   136     46  0.449   0.74
  1910    2.0448   -0.177 -0.133   0.072  0.241   2.563 13.333    99.2  100.0     0.843   15.6     91.7   137     46  0.429   0.80
  1920  -22.0104   -0.169 -0.133   0.072  0.241   1.892  1.756   100.0  100.0     0.852   17.2    100.0   138     47  0.469   0.74
  1930  -11.6492   -0.172 -0.133   0.075  0.247   2.779  1.756   100.0  100.0     0.859   11.7     91.7   138     47  0.580   0.78
  1940   -6.3812   -0.161 -0.133   0.059  0.220   3.040  1.756   100.0  100.0     0.812   24.2     91.7   138     47  0.552   0.80
  1950   -3.7425   -0.165 -0.135   0.061  0.226   3.118  1.756   100.0  100.0     0.750   16.4     91.7   138     47  0.490   0.70
  1960   -3.1465   -0.166 -0.135   0.060  0.225   2.634  1.756   100.0  100.0     0.820   14.8    100.0   138     47  0.430   0.75
  1970   -1.9497   -0.159 -0.135   0.073  0.233   2.592  1.756   100.0  100.0     0.859   18.0    100.0   138     47  0.417   0.79
  1980   -1.6191   -0.168 -0.135   0.073  0.241   2.278  1.756   100.0  100.0     0.898   18.0    100.0   138     47  0.388   0.77
  1990   -2.7157   -0.173 -0.135   0.080  0.254   1.960  1.171   100.0   99.2     0.874   10.9    100.0   138     47  0.398   0.78
      TL @ step 2000: 138 mols, 2/2 epochs, nll 0.495, kl_after 2.40
  2000   -1.9251   -0.171 -0.137   0.073  0.244   2.365  0.780   100.0  100.0     0.844   10.9     91.7   138     47  0.375   0.75
      saved checkpoint @ step 2000 | examples: ['CCCc1ccccc1OC(=O)c1ccc(O)cc1', 'Cc1cccc(C(C)(C)C)c1NC(=O)c1ccccc1N', 'O=C(Nc1ccccc1)Nc1ccc(-c2ccc(OC(F)(F)F)cc2)cc1', 'NC(=O)c1ccc(CSc2nc3ccccc3s2)cc1', 'CC(C)(C)CNC(=O)c1ccc([N+](=O)[O-])o1']
  2010   -1.1054   -0.166 -0.137   0.065  0.231   2.465  0.780   100.0  100.0     0.789   21.9    100.0   138     47  0.360   0.78
  2020   -0.7970   -0.172 -0.137   0.072  0.244   2.272  0.780   100.0  100.0     0.859   13.3     83.3   138     47  0.390   0.80
  2030   -1.2140   -0.170 -0.137   0.069  0.238   2.245  0.347   100.0  100.0     0.930   18.0    100.0   138     47  0.334   0.81
  2040   -0.7634   -0.166 -0.137   0.074  0.240   2.132  0.347   100.0  100.0     0.852   18.8    100.0   139     47  0.326   0.83
  2050   -0.4285   -0.187 -0.139   0.078  0.249   2.181  0.347    98.4  100.0     0.937   10.9     83.3   139     47  0.321   0.76
  2060   -0.7118   -0.182 -0.139   0.071  0.245   2.348  0.069    99.2  100.0     0.874   13.3     91.7   139     47  0.329   0.75
  2070   -0.4287   -0.167 -0.139   0.067  0.234   2.134  0.069   100.0  100.0     0.883   19.5     91.7   140     48  0.323   0.81
  2080   -0.3282   -0.171 -0.139   0.066  0.237   2.144  0.020   100.0  100.0     0.898   14.1    100.0   140     48  0.303   0.80
  2090   -0.1876   -0.169 -0.139   0.071  0.240   2.112  0.020   100.0  100.0     0.836   14.1    100.0   140     48  0.315   0.73
  2100   -0.1103   -0.170 -0.141   0.072  0.243   2.412  0.014   100.0  100.0     0.867   18.0     91.7   141     49  0.341   0.73
  2110   -0.0655   -0.168 -0.141   0.072  0.240   2.083  0.014   100.0  100.0     0.891   14.1     91.7   144     51  0.297   0.75
  2120   -0.0451   -0.169 -0.141   0.067  0.236   2.231  0.004   100.0  100.0     0.805   15.6     83.3   145     52  0.307   0.80
  2130   -0.0125   -0.182 -0.141   0.067  0.233   2.486  0.003    98.4  100.0     0.841   17.2     75.0   145     52  0.329   0.68
  2140   -0.0104   -0.169 -0.141   0.063  0.233   2.018  0.002   100.0  100.0     0.867   18.0    100.0   145     52  0.300   0.78
  2150   -0.0065   -0.164 -0.143   0.063  0.227   2.148  0.001   100.0  100.0     0.859   26.6     83.3   145     52  0.310   0.80
  2160    0.0029   -0.167 -0.143   0.069  0.236   2.164  0.001   100.0  100.0     0.883   21.1    100.0   145     52  0.291   0.72
  2170    0.0016   -0.165 -0.143   0.076  0.233   2.262  0.001    99.2  100.0     0.803   21.1     91.7   147     53  0.281   0.79
  2180   -0.0016   -0.154 -0.143   0.077  0.231   2.216  0.001   100.0  100.0     0.781   19.5    100.0   147     53  0.302   0.75
  2190    0.0182   -0.164 -0.143   0.066  0.230   2.312  0.001   100.0  100.0     0.758   23.4    100.0   149     54  0.368   0.74
  2200   -0.0053   -0.144 -0.143   0.076  0.220   2.590  0.001   100.0  100.0     0.773   30.5    100.0   151     54  0.268   0.80
      saved checkpoint @ step 2200 | examples: ['Cn1cnc(S(=O)(=O)NCC(c2ccccc2)c2cccnc2)c1', 'CCOC(=O)C1CCN(Cc2ccccc2)CC1', 'CN1CCN(c2nccc(-c3ccccc3)n2)CC1', 'O=C(Nc1ccc(NC(=O)N2CCCCC2)cc1)c1ccc2c(c1)OCO2', 'O=S(=O)([O-])c1ccc(Cc2ccccc2)cc1']
  2210   -0.0194   -0.119 -0.143   0.102  0.222   2.758  0.001   100.0   96.1     0.805   31.2    100.0   154     55  0.262   0.79
  2220   -0.0770   -0.040 -0.143   0.177  0.216   3.506  0.001   100.0   91.4     0.778   35.2    100.0   157     57  0.290   0.75
  2230   -0.1559    0.211 -0.143   0.413  0.202   6.264  0.017   100.0   67.2     0.802   56.2    100.0   159     58  0.303   0.72
  2240    4.9643    0.050 -0.143   0.298  0.241   7.062  0.985    99.2   91.3     0.784   45.3    100.0   165     59  0.284   0.85
  2250  119.2091   -0.194 -0.071   0.125  0.249   9.787 20.000    93.0  100.0     0.882    8.6     50.0   195     77  0.428   0.78
  2260   -7.4066   -0.204 -0.071   0.071  0.235   3.963 20.000    96.1  100.0     0.813    0.8     83.3   200     81  0.546   0.77
  2270  -10.9027   -0.187 -0.071   0.074  0.246   3.362 20.000    98.4  100.0     0.873    0.8     91.7   200     81  0.668   0.88
  2280  -22.8509   -0.166 -0.071   0.066  0.232   2.137 20.000   100.0  100.0     0.875    2.3     91.7   200     81  0.640   0.71
  2290  -29.8894   -0.177 -0.071   0.075  0.244   2.089 13.333    99.2  100.0     0.811    0.8     91.7   200     81  0.604   0.73
  2300  -17.4037   -0.169 -0.080   0.071  0.240   2.219 13.333   100.0  100.0     0.820    3.1     83.3   200     81  0.600   0.75
  2310  -17.8564   -0.167 -0.080   0.076  0.242   2.369  8.889   100.0  100.0     0.875    3.9    100.0   200     81  0.593   0.73
  2320   -7.7751   -0.166 -0.080   0.069  0.235   2.699  8.889   100.0  100.0     0.875    0.8     83.3   201     81  0.511   0.70
  2330   -7.4945   -0.173 -0.080   0.069  0.242   2.268  8.889   100.0  100.0     0.867    0.8     91.7   201     81  0.580   0.64
  2340   -7.0149   -0.174 -0.080   0.069  0.235   2.036  8.889    99.2  100.0     0.898    0.8    100.0   201     81  0.520   0.71
  2350  -15.8385   -0.174 -0.088   0.067  0.232   2.035  2.634    99.2  100.0     0.890    3.1    100.0   201     81  0.503   0.71
  2360   -8.8575   -0.171 -0.088   0.065  0.236   2.305  2.634   100.0  100.0     0.859    0.0     83.3   202     81  0.462   0.65
  2370   -4.3462   -0.166 -0.088   0.068  0.233   2.683  2.634   100.0  100.0     0.820    3.1    100.0   202     81  0.522   0.72
  2380   -3.0147   -0.167 -0.088   0.069  0.236   2.533  2.634   100.0  100.0     0.852    0.0    100.0   202     81  0.433   0.70
  2390   -1.7382   -0.167 -0.088   0.070  0.237   2.534  2.634   100.0  100.0     0.891    0.8     91.7   202     81  0.480   0.74
  2400   -4.1489   -0.178 -0.095   0.067  0.237   1.924  1.756    99.2  100.0     0.929    1.6     91.7   202     81  0.524   0.78
      saved checkpoint @ step 2400 | examples: ['NC(C(=O)O)c1ccc(NC(=O)c2ccccc2)cc1', 'c1cc2c(cc1C1CCNCC1)OCO2', 'CN(C)Cc1cccc(-c2cccs2)n1', 'COc1ccn(C(c2ccc(Cl)cc2)c2ccccn2)c(=O)c1', 'Cc1cccc(C(=O)Nc2cccc(-c3cccnc3)c2)c1']
  2410   -3.1369   -0.172 -0.095   0.072  0.244   2.157  1.171   100.0  100.0     0.844    2.3     91.7   202     81  0.595   0.67
  2420   -1.7168   -0.169 -0.095   0.069  0.238   2.335  1.171   100.0  100.0     0.836    2.3     83.3   202     81  0.458   0.66
  2430   -1.3091   -0.169 -0.095   0.065  0.234   2.082  1.171   100.0  100.0     0.812    3.1     83.3   202     81  0.459   0.66
  2440   -1.3786   -0.172 -0.095   0.081  0.253   2.270  0.780   100.0  100.0     0.930    1.6     75.0   202     81  0.512   0.71
  2450   -1.5655   -0.171 -0.102   0.074  0.245   1.973  0.520   100.0  100.0     0.875    1.6     91.7   202     81  0.432   0.73
  2460   -1.1196   -0.172 -0.102   0.071  0.243   2.169  0.347   100.0  100.0     0.852    3.1     91.7   202     81  0.380   0.79
  2470   -0.5791   -0.174 -0.102   0.079  0.253   2.397  0.347   100.0  100.0     0.867    2.3    100.0   202     81  0.464   0.76
  2480   -0.4486   -0.175 -0.102   0.068  0.236   2.010  0.347    99.2  100.0     0.882    6.2    100.0   202     81  0.377   0.80
  2490   -0.6592   -0.173 -0.102   0.075  0.249   1.903  0.154   100.0  100.0     0.898    2.3    100.0   202     81  0.366   0.79
      TL @ step 2500: 202 mols, 2/2 epochs, nll 0.371, kl_after 2.34
  2500   -0.4429   -0.173 -0.108   0.069  0.242   2.073  0.103   100.0  100.0     0.844    3.1    100.0   202     81  0.362   0.73
  2510   -0.3569   -0.172 -0.108   0.068  0.240   2.032  0.046   100.0  100.0     0.898    2.3    100.0   202     81  0.404   0.73
  2520   -0.2427   -0.178 -0.108   0.072  0.235   2.113  0.020    98.4  100.0     0.881    3.9     83.3   202     81  0.368   0.76
  2530   -0.1646   -0.172 -0.108   0.072  0.244   2.111  0.004   100.0  100.0     0.914    3.1     91.7   202     81  0.345   0.79
  2540   -0.0998   -0.162 -0.108   0.072  0.234   2.382  0.003   100.0  100.0     0.914    5.5     75.0   202     81  0.374   0.79
  2550   -0.0542   -0.168 -0.113   0.066  0.234   2.248  0.003   100.0  100.0     0.883    9.4     91.7   202     81  0.348   0.72
  2560   -0.0314   -0.168 -0.113   0.065  0.233   1.819  0.001   100.0  100.0     0.883    6.2     91.7   203     82  0.317   0.70
  2570   -0.0258   -0.156 -0.113   0.078  0.235   2.039  0.001   100.0  100.0     0.859    6.2    100.0   206     84  0.308   0.77
  2580    0.0064   -0.174 -0.113   0.066  0.232   2.300  0.001    99.2  100.0     0.803    5.5     91.7   207     84  0.327   0.90
  2590    0.0003   -0.157 -0.113   0.073  0.229   2.310  0.001   100.0  100.0     0.852   10.9    100.0   210     86  0.404   0.69
  2600    0.0138   -0.174 -0.117   0.068  0.234   2.201  0.001    99.2  100.0     0.811    8.6     91.7   211     86  0.322   0.70
      saved checkpoint @ step 2600 | examples: ['COc1ccc(OCCCn2cnc3ccccc32)cc1', 'CS(=O)(=O)c1ccc(-c2cn(-c3ccc(F)cc3)nn2)cc1', 'CCCC(CCC)C(=O)O', 'NS(=O)(=O)c1ccc(N2C(=O)CSC2c2ccc(F)cc2)cc1', 'NC(=O)C(Cc1ccccc1)(c1ccccc1)c1cnc[nH]1']
  2610    0.0182   -0.175 -0.117   0.064  0.231   2.461  0.001    99.2  100.0     0.811    8.6    100.0   212     87  0.302   0.68
  2620    0.0041   -0.149 -0.117   0.075  0.224   2.341  0.001   100.0  100.0     0.836    9.4     83.3   213     87  0.420   0.70
  2630    0.0018   -0.144 -0.117   0.079  0.223   2.433  0.001   100.0   99.2     0.858   13.3    100.0   215     88  0.328   0.93
  2640   -0.0462   -0.087 -0.117   0.131  0.210   2.952  0.001    99.2   96.1     0.779   21.9    100.0   218     89  0.362   0.69
  2650   -0.1735    0.069 -0.120   0.298  0.221   4.499  0.001    99.2   79.5     0.832   29.7    100.0   223     93  0.316   0.74
  2660   -0.1128    0.301 -0.120   0.491  0.190   7.157  0.030   100.0   58.6     0.680   56.2    100.0   225     94  0.296   0.69
  2670    7.3599   -0.087 -0.120   0.157  0.236   5.595  1.756    99.2   94.5     0.858   14.8    100.0   228     97  0.312   0.72
  2680   10.8198   -0.179 -0.120   0.095  0.266   3.623  5.926    99.2  100.0     0.874    5.5     91.7   230     97  0.357   0.72
  2690    2.1920   -0.185 -0.120   0.079  0.248   2.435  5.926    98.4  100.0     0.873    6.2     91.7   230     97  0.404   0.69
  2700   -8.1792   -0.176 -0.124   0.076  0.252   1.854  1.171   100.0  100.0     0.898    6.2     91.7   230     97  0.451   0.69
  2710   -5.6734   -0.171 -0.124   0.062  0.225   2.244  0.520    99.2  100.0     0.811   11.7    100.0   231     97  0.424   0.68
  2720   -3.0332   -0.155 -0.124   0.069  0.224   2.989  0.520   100.0  100.0     0.828   15.6     91.7   231     97  0.401   0.76
  2730   -1.6942   -0.159 -0.124   0.057  0.216   3.189  0.520   100.0   99.2     0.740   14.8    100.0   231     97  0.366   0.67
  2740   -1.0753   -0.169 -0.124   0.064  0.233   3.029  0.520   100.0  100.0     0.820    5.5    100.0   231     97  0.445   0.70
  2750   -0.7681   -0.166 -0.127   0.063  0.229   2.698  0.520   100.0  100.0     0.844   10.9    100.0   231     97  0.357   0.64
  2760   -0.5039   -0.164 -0.127   0.063  0.227   2.559  0.520   100.0  100.0     0.844   13.3     91.7   231     97  0.309   0.73
  2770   -0.4325   -0.179 -0.127   0.068  0.239   2.223  0.520    99.2  100.0     0.937    9.4    100.0   231     97  0.353   0.71
  2780   -0.8381   -0.173 -0.127   0.070  0.244   2.041  0.231   100.0  100.0     0.828    7.8     83.3   231     97  0.423   0.75
  2790   -0.4849   -0.176 -0.127   0.069  0.238   2.132  0.231    99.2  100.0     0.827   10.2     83.3   231     97  0.346   0.64
  2800   -0.5261   -0.175 -0.130   0.084  0.258   2.018  0.103   100.0  100.0     0.852    9.4     91.7   234     98  0.381   0.70
      saved checkpoint @ step 2800 | examples: ['O=C(O)c1ccc(C#Cc2ccccc2O)cc1', 'O=C(Nc1ccc(F)cc1)c1ccc2cc[nH]c2n1', 'CN(C)c1ncnc2ccc(N)cc12', 'Cc1ccc(C)c(NCC(=O)N2CCC(C(=O)Nc3ccc(F)cc3)CC2)c1', 'Cc1cccnc1OCC(=O)NCCc1ccccc1']
  2810   -0.2930   -0.165 -0.130   0.064  0.229   2.238  0.103   100.0  100.0     0.828   11.7     91.7   234     98  0.344   0.73
  2820   -0.2778   -0.180 -0.130   0.062  0.226   2.224  0.030    98.4  100.0     0.865   13.3    100.0   234     98  0.365   0.72
  2830   -0.2034   -0.167 -0.130   0.067  0.234   2.121  0.009   100.0  100.0     0.836   15.6     83.3   235     99  0.358   0.74
  2840   -0.1131   -0.171 -0.130   0.070  0.241   2.229  0.006   100.0  100.0     0.836    8.6    100.0   235     99  0.409   0.78
  2850   -0.0685   -0.169 -0.133   0.071  0.240   2.267  0.004   100.0  100.0     0.750   14.1    100.0   235     99  0.328   0.67
  2860   -0.0455   -0.161 -0.133   0.058  0.219   2.054  0.003   100.0  100.0     0.820   18.8     83.3   237    100  0.324   0.74
  2870   -0.0161   -0.169 -0.133   0.075  0.236   2.448  0.001    99.2   99.2     0.857   14.8    100.0   237    100  0.355   0.71
  2880   -0.0077   -0.165 -0.133   0.054  0.212   2.461  0.001    99.2  100.0     0.787   21.1     91.7   237    100  0.340   0.65
  2890   -0.0055   -0.159 -0.133   0.072  0.231   2.385  0.001   100.0   99.2     0.874   11.7     83.3   237    100  0.349   0.70
  2900    0.0114   -0.168 -0.134   0.067  0.236   2.204  0.001   100.0  100.0     0.789   15.6    100.0   237    100  0.377   0.75
  2910    0.0142   -0.165 -0.134   0.065  0.230   2.246  0.001   100.0  100.0     0.828   20.3     91.7   237    100  0.388   0.70
  2920    0.0172   -0.166 -0.134   0.061  0.227   2.203  0.001   100.0  100.0     0.797   18.8    100.0   237    100  0.385   0.73
  2930    0.0218   -0.170 -0.134   0.062  0.224   2.241  0.001    99.2  100.0     0.819   16.4    100.0   237    100  0.338   0.69
  2940    0.0054   -0.152 -0.134   0.061  0.212   2.620  0.001   100.0  100.0     0.766   21.9     91.7   238    100  0.309   0.70
  2950    0.0171   -0.162 -0.135   0.062  0.223   2.527  0.001   100.0  100.0     0.773   19.5    100.0   239    101  0.326   0.68
  2960    0.0188   -0.159 -0.135   0.058  0.217   2.591  0.001   100.0  100.0     0.758   20.3     91.7   239    101  0.307   0.67
  2970   -0.0168   -0.121 -0.135   0.086  0.199   2.922  0.001    99.2   98.4     0.712   33.6    100.0   240    102  0.300   0.68
  2980   -0.0327   -0.088 -0.135   0.114  0.202   3.128  0.001   100.0   96.1     0.691   32.0    100.0   245    103  0.302   0.72
  2990   -0.1896    0.108 -0.135   0.311  0.194   5.323  0.002    99.2   75.6     0.677   46.9    100.0   246    103  0.320   0.67
      TL @ step 3000: 246 mols, 2/2 epochs, nll 0.329, kl_after 7.88
  3000    0.4518    0.390 -0.071   0.577  0.180   8.177  0.103    99.2   47.2     0.700   58.6    100.0   246    103  0.331   0.68
      saved checkpoint @ step 3000 | examples: ['Cc1cc(F)ccc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1', 'Cc1cccc(F)c1-c1ccc2cc(NC(=O)C3CC3)ncc2c1', 'Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1', 'Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1', 'Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1']
  3010   36.5447   -0.221 -0.071   0.086  0.221   8.663  5.926    91.4  100.0     0.829    3.1     91.7   249    105  0.403   0.70
  3020   62.3003   -0.283 -0.071   0.068  0.218  10.114 20.000    86.7  100.0     0.910    0.0     91.7   249    105  0.533   0.73
  3030  -38.0740   -0.191 -0.071   0.061  0.213   3.893 20.000    96.1  100.0     0.854    0.8    100.0   249    105  0.642   0.74
  3040  -40.2986   -0.178 -0.071   0.063  0.225   2.328 20.000    98.4  100.0     0.770    0.8     91.7   250    105  0.550   0.68
  3050  -18.1436   -0.173 -0.079   0.062  0.227   2.795 20.000    99.2  100.0     0.827    1.6    100.0   252    107  0.614   0.70
  3060  -18.4151   -0.179 -0.079   0.070  0.241   2.307 20.000    99.2  100.0     0.929    0.0     91.7   253    107  0.657   0.74
  3070  -32.0087   -0.173 -0.079   0.075  0.248   1.970 13.333   100.0  100.0     0.891    0.8    100.0   253    107  0.593   0.70
  3080  -17.1504   -0.175 -0.079   0.073  0.248   2.242 13.333   100.0  100.0     0.859    0.0    100.0   253    107  0.493   0.74
  3090  -18.8299   -0.176 -0.079   0.082  0.258   2.395  8.889   100.0  100.0     0.883    0.8     91.7   253    107  0.548   0.72
  3100  -10.4606   -0.182 -0.088   0.064  0.231   2.512  8.889    98.4  100.0     0.841    3.1    100.0   253    107  0.495   0.65
  3110   -7.4342   -0.172 -0.088   0.073  0.245   2.397  8.889   100.0  100.0     0.914    0.8    100.0   253    107  0.407   0.68
  3120  -11.4170   -0.171 -0.088   0.072  0.243   2.214  5.926   100.0  100.0     0.898    0.8     91.7   253    107  0.402   0.69
  3130   -7.4713   -0.175 -0.088   0.070  0.246   2.180  5.926   100.0  100.0     0.891    0.8    100.0   253    107  0.421   0.74
  3140   -8.3500   -0.170 -0.088   0.075  0.245   2.260  3.951   100.0  100.0     0.906    1.6     83.3   253    107  0.383   0.66
  3150   -5.1203   -0.169 -0.095   0.069  0.237   2.296  3.951   100.0  100.0     0.812    3.9     91.7   254    107  0.368   0.70
  3160   -3.5518   -0.173 -0.095   0.070  0.244   2.197  3.951   100.0  100.0     0.922    0.0    100.0   254    107  0.388   0.73
  3170   -4.1042   -0.165 -0.095   0.080  0.245   2.259  2.634   100.0  100.0     0.906    2.3     83.3   255    108  0.334   0.75
  3180   -4.7881   -0.172 -0.095   0.081  0.245   2.522  1.171    99.2  100.0     0.898    3.9     91.7   255    108  0.367   0.87
  3190   -2.8041   -0.170 -0.095   0.069  0.239   2.547  1.171   100.0  100.0     0.828    0.8     83.3   255    108  0.365   0.79
  3200   -1.5826   -0.163 -0.101   0.061  0.224   2.617  1.171   100.0  100.0     0.852    5.5    100.0   255    108  0.352   0.69
      saved checkpoint @ step 3200 | examples: ['O=C(Cn1ccc(=O)[nH]c1=O)Nc1ccc2c(c1)OCCO2', 'CN(C(=O)COC(=O)COc1ccc(Cl)cc1)c1ccccc1', 'N=C(N)c1ccc(CNC(=O)c2cc3ccccc3[nH]2)cc1', 'O=C(CSc1nnc(-c2ccncc2)o1)Nc1ccccc1', 'Cc1cccc(OCC(=O)NCc2cccc(Cl)c2)c1']
  3210   -1.0536   -0.170 -0.101   0.068  0.239   2.455  1.171   100.0  100.0     0.852    3.9     91.7   255    108  0.367   0.73
  3220   -0.9676   -0.166 -0.101   0.070  0.236   2.118  1.171   100.0  100.0     0.875    6.2     91.7   255    108  0.431   0.70
  3230   -1.6356   -0.171 -0.101   0.070  0.241   2.089  0.520   100.0  100.0     0.883    0.8    100.0   255    108  0.386   0.75
  3240   -1.1744   -0.172 -0.101   0.075  0.247   2.229  0.347   100.0  100.0     0.883    3.1    100.0   255    108  0.342   0.74
  3250   -0.6759   -0.177 -0.107   0.068  0.237   2.295  0.347    99.2  100.0     0.898    3.1    100.0   256    108  0.358   0.78
  3260   -0.8780   -0.177 -0.107   0.080  0.257   1.949  0.154   100.0  100.0     0.891    0.8     91.7   256    108  0.439   0.68
  3270   -0.5773   -0.173 -0.107   0.069  0.242   2.098  0.103   100.0  100.0     0.883    4.7     91.7   256    108  0.363   0.70
  3280   -0.4118   -0.172 -0.107   0.068  0.240   2.158  0.046   100.0  100.0     0.875    2.3     83.3   258    109  0.419   0.69
  3290   -0.2665   -0.172 -0.107   0.075  0.247   2.008  0.030   100.0  100.0     0.898    5.5     91.7   258    109  0.353   0.75
  3300   -0.1696   -0.171 -0.112   0.071  0.242   2.195  0.020   100.0  100.0     0.867    6.2    100.0   259    110  0.357   0.71
  3310   -0.0827   -0.186 -0.112   0.072  0.242   2.153  0.020    98.4  100.0     0.810    2.3     83.3   259    110  0.344   0.76
  3320   -0.0589   -0.165 -0.112   0.071  0.228   2.236  0.020    99.2  100.0     0.866    7.8    100.0   259    110  0.315   0.74
  3330   -0.0283   -0.169 -0.112   0.063  0.231   2.031  0.020   100.0  100.0     0.891    6.2    100.0   259    110  0.355   0.73
  3340   -0.0190   -0.163 -0.112   0.065  0.228   2.037  0.020   100.0  100.0     0.828   10.2     91.7   259    110  0.325   0.72
