loading policy + frozen prior...
config: {'steps': 5000, 'batch': 128, 'lr': 0.0001, 'max_len': 100, 'temp': 1.0, 'beta_kl': 0.02, 'target_kl': 3.0, 'beta_kl_min': 0.001, 'beta_kl_max': 20.0, 'kl_adapt_factor': 1.5, 'ppo_epochs': 4, 'clip_eps': 0.2, 'lambda_unc': 1.0, 'baseline_momentum': 0.95, 'threshold_window_batches': 20, 'threshold_percentile': 70.0, 'threshold_update_every': 50, 'threshold_init': 0.0, 'threshold_decay': 0.1, 'diversity_filter': True, 'df_bucket_size': 25, 'df_mode': 'generic', 'df_record_threshold': 0.5, 'replay': True, 'replay_capacity': 1000, 'replay_max_per_scaffold': 10, 'replay_min_reward': 0.4, 'replay_k': 24, 'replay_coef': 0.05, 'replay_start': 200, 'transfer_learning': True, 'tl_every': 500, 'tl_start': 1000, 'tl_epochs': 2, 'tl_batch': 128, 'tl_max_mols': 500, 'tl_min_mols': 50, 'tl_lr': 1e-05, 'tl_max_kl': 8.0, 'log_every': 10, 'save_every': 200, 'out': 'checkpoints/rl_v5d', 'seed': 42}
reward model scheme=A_primary threshold=8.0 lambda_unc=1.0 invalid_reward=-1.0

  step      loss   reward    tau   p_act    unc      kl   beta  valid%  uniq% scaf/uniq  >tau% AD%(top)  dfmult  sat   buf  bscaf   rnll    sec
   210   -0.0670   -0.165 -0.052   0.056  0.213   2.219  0.001    99.2  100.0     0.819    3.1    100.0   0.999    0     4      4  0.232   1.10
   220   -0.0452   -0.150 -0.052   0.044  0.186   2.862  0.001    99.2  100.0     0.646    3.9    100.0   0.999    0     4      4  0.201   0.98
   230   -0.0399   -0.129 -0.052   0.033  0.154   4.038  0.001    99.2   98.4     0.592   12.5    100.0   0.998    0     5      5  0.154   0.75
   240    0.0038   -0.123 -0.052   0.031  0.147   4.804  0.008    99.2   94.5     0.517   14.8     91.7   0.997    0     5      5  0.133   0.72
   250    0.1109   -0.133 -0.055   0.042  0.175   2.943  0.086   100.0   96.1     0.707   14.8     83.3   0.991    1     5      5  0.146   0.82
   260   -0.0863   -0.157 -0.055   0.079  0.229   1.532  0.011    99.2  100.0     0.843    1.6     83.3   0.998    1     7      5  0.199   0.91
   270   -0.0703   -0.144 -0.055   0.056  0.200   2.164  0.001   100.0  100.0     0.711    3.1    100.0   0.993    1     9      5  0.181   0.74
   280   -0.0611   -0.095 -0.055   0.094  0.189   2.782  0.001   100.0   96.1     0.683    9.4    100.0   0.955    2    11      5  0.142   0.85
   290   -0.0465   -0.028 -0.055   0.135  0.156   4.438  0.001    99.2   90.6     0.522   19.5    100.0   0.891    2    14      5  0.151   1.09
   300    0.0869    0.036 -0.058   0.199  0.155   5.620  0.026    99.2   85.8     0.486   26.6    100.0   0.810    2    16      6  0.166   1.01
   310    0.1267   -0.151 -0.058   0.066  0.209   2.451  0.130    99.2  100.0     0.835    2.3     91.7   0.981    2    29     10  0.272   0.95
   320   -0.0925   -0.183 -0.058   0.067  0.234   1.190  0.002    98.4  100.0     0.897    0.0     83.3   0.989    2    31     11  0.221   1.09
   330   -0.0754   -0.133 -0.058   0.095  0.227   2.083  0.001   100.0  100.0     0.789    6.2     91.7   0.965    2    34     14  0.210   1.09
   340   -0.0405   -0.141 -0.058   0.061  0.194   2.890  0.001    99.2   99.2     0.770    7.8     91.7   0.976    2    44     18  0.222   1.12
   350   -0.0545   -0.043 -0.064   0.173  0.208   5.503  0.003    99.2   93.7     0.605   25.0    100.0   0.896    4    63     20  0.247   0.94
   360    0.7112   -0.051 -0.064   0.144  0.179   5.396  0.195    98.4   95.2     0.575   32.8     83.3   0.889    9    88     26  0.257   0.81
   370   -0.1708   -0.160 -0.064   0.059  0.219   1.817  0.026   100.0  100.0     0.789    3.1     91.7   0.993    9    89     26  0.465   1.15
   380   -0.1335   -0.162 -0.064   0.056  0.210   2.129  0.001    99.2  100.0     0.803    7.8     83.3   0.997    9    91     27  0.364   0.98
   390   -0.0836   -0.145 -0.064   0.048  0.193   2.386  0.001   100.0  100.0     0.703    6.2    100.0   0.982    9    93     29  0.324   0.97
   400   -0.0543   -0.146 -0.071   0.041  0.179   2.843  0.001    99.2   98.4     0.712    8.6    100.0   0.987    9    94     29  0.249   0.99
      saved checkpoint @ step 400 | examples: ['O=c1cc(-c2ccc(O)cc2)oc2ccccc12', 'O=C(CNCc1ccc(Cl)cc1)NCc1ccco1', 'CCCCNc1nc(N)nc2ccccc12', 'N#Cc1ccc(NC(c2ccc(Cl)cc2)c2cccnc2)cc1', 'O=C(Cc1ccccc1Cl)c1ccco1']
   410   -0.0402   -0.121 -0.071   0.057  0.177   3.956  0.001   100.0   99.2     0.638   13.3    100.0   0.961    9    96     29  0.237   1.07
   420   -0.0156   -0.079 -0.071   0.081  0.159   4.839  0.008   100.0   97.7     0.584   25.8    100.0   0.928    9   100     31  0.240   0.78
   430    0.1890   -0.109 -0.071   0.053  0.162   3.671  0.086   100.0  100.0     0.617   15.6    100.0   0.947   10   106     32  0.270   1.04
   440   -0.0181   -0.155 -0.071   0.068  0.223   1.882  0.058   100.0  100.0     0.805    3.9    100.0   0.991   10   108     33  0.292   0.78
   450   -0.1051   -0.137 -0.077   0.078  0.215   1.921  0.001   100.0   99.2     0.811    9.4     91.7   0.965   10   109     34  0.278   0.81
   460   -0.0513   -0.144 -0.077   0.060  0.203   2.028  0.001   100.0  100.0     0.766    5.5     91.7   0.957   10   112     36  0.250   1.03
   470   -0.0482   -0.121 -0.077   0.062  0.182   2.742  0.001   100.0  100.0     0.672   11.7    100.0   0.973   10   116     39  0.249   1.10
   480   -0.0395   -0.078 -0.077   0.119  0.198   3.654  0.001   100.0   99.2     0.661   19.5    100.0   0.913   10   125     43  0.219   1.06
   490   -0.0304   -0.070 -0.077   0.090  0.153   4.820  0.002    99.2   94.5     0.583   33.6     91.7   0.933   10   138     51  0.209   1.03
   500    0.4559   -0.061 -0.078   0.122  0.168   5.047  0.130    98.4   95.2     0.617   26.6    100.0   0.913   10   166     58  0.258   0.92
   510   -0.0444   -0.160 -0.078   0.066  0.226   1.656  0.130   100.0  100.0     0.852    4.7     91.7   0.996   11   179     64  0.309   1.12
   520   -0.1801   -0.172 -0.078   0.063  0.227   1.477  0.005    99.2  100.0     0.921    3.1     91.7   0.985   11   179     64  0.326   1.01
   530   -0.1095   -0.153 -0.078   0.070  0.215   2.637  0.001    99.2  100.0     0.819    7.0     91.7   0.963   12   183     66  0.305   1.02
   540   -0.0704   -0.133 -0.078   0.064  0.189   2.849  0.001    99.2  100.0     0.693   12.5    100.0   0.965   12   189     69  0.346   0.95
   550   -0.0610   -0.118 -0.082   0.074  0.192   3.608  0.001   100.0   99.2     0.709   18.8    100.0   0.960   12   196     72  0.292   0.99
   560   -0.0475   -0.091 -0.082   0.082  0.174   4.257  0.001   100.0  100.0     0.672   24.2    100.0   0.951   12   202     75  0.312   1.02
   570    0.0235   -0.092 -0.082   0.087  0.171   4.580  0.011    99.2   99.2     0.603   33.6     91.7   0.930   12   207     76  0.264   0.94
   580    0.2587   -0.136 -0.082   0.060  0.179   3.628  0.130    98.4  100.0     0.635   19.5     91.7   0.977   12   230     89  0.318   1.03
   590   -0.0962   -0.150 -0.082   0.079  0.229   1.775  0.058   100.0  100.0     0.820    5.5     75.0   0.988   12   236     94  0.375   1.11
   600   -0.1338   -0.149 -0.088   0.075  0.224   1.691  0.002   100.0  100.0     0.797    4.7    100.0   0.981   12   241     96  0.349   1.00
      saved checkpoint @ step 600 | examples: ['Clc1ccc(OCc2ccccc2)cc1', 'C[C@H](O)CN(C)S(=O)(=O)CCc1ncc[nH]1', 'O=C(NC1CCCCCCC1)NC1CC(=O)N(c2cccc(Cl)c2)C1', 'Cn1c(=O)c(=O)[nH]c2cc(C(=O)Nc3ccc(Cl)cc3)cnc21', 'COc1ccc(/C=N/NC(=O)c2ccccc2O)cc1']
   610   -0.0780   -0.121 -0.088   0.093  0.214   2.336  0.001   100.0  100.0     0.742   12.5     91.7   0.921   12   247    100  0.358   1.05
   620   -0.0548   -0.102 -0.088   0.095  0.189   3.632  0.001    99.2   98.4     0.728   21.1     91.7   0.926   13   253    101  0.327   1.07
   630   -0.0279   -0.101 -0.088   0.072  0.173   3.818  0.001   100.0   99.2     0.606   21.1    100.0   0.903   13   265    103  0.311   1.06
   640    0.1380   -0.069 -0.088   0.114  0.168   5.911  0.038    98.4   94.4     0.613   39.8     91.7   0.924   14   306    120  0.281   1.00
   650    0.1591   -0.125 -0.081   0.113  0.222   2.707  0.130    98.4  100.0     0.778   11.7     83.3   0.919   14   334    129  0.363   1.00
   660   -0.1302   -0.147 -0.081   0.088  0.227   1.888  0.017    99.2  100.0     0.843    4.7     91.7   0.970   14   341    130  0.353   0.91
   670   -0.1110   -0.129 -0.081   0.086  0.215   2.207  0.001   100.0  100.0     0.828    8.6    100.0   0.954   14   351    137  0.301   1.05
   680   -0.0671   -0.121 -0.081   0.121  0.227   3.021  0.001    98.4  100.0     0.833   14.1    100.0   0.923   14   367    145  0.266   0.92
   690   -0.0812   -0.042 -0.081   0.154  0.196   4.334  0.001   100.0   99.2     0.748   21.1    100.0   0.883   16   391    154  0.290   0.95
   700    0.0827    0.017 -0.083   0.218  0.201   7.223  0.026   100.0   96.9     0.677   34.4    100.0   0.870   19   478    189  0.248   1.01
   710    0.2950   -0.117 -0.083   0.094  0.210   2.529  0.292   100.0  100.0     0.836   11.7     83.3   0.971   21   543    233  0.345   0.99
   720   -0.2854   -0.172 -0.083   0.069  0.226   1.952  0.038    98.4  100.0     0.921    6.2     75.0   0.968   21   551    239  0.360   0.99
   730   -0.2199   -0.158 -0.083   0.067  0.224   1.771  0.002   100.0  100.0     0.875    3.9     83.3   0.965   21   555    241  0.449   0.99
   740   -0.1434   -0.138 -0.083   0.081  0.218   2.505  0.001   100.0  100.0     0.836   11.7    100.0   0.973   21   560    243  0.304   0.99
   750   -0.0922   -0.120 -0.089   0.075  0.194   2.759  0.001   100.0  100.0     0.734   15.6    100.0   0.917   21   571    246  0.321   0.94
   760   -0.0639   -0.113 -0.089   0.074  0.186   3.860  0.001   100.0   98.4     0.659   21.9     91.7   0.934   21   586    253  0.317   0.95
   770   -0.0243   -0.074 -0.089   0.094  0.168   4.543  0.008   100.0   97.7     0.712   32.0    100.0   0.891   22   623    269  0.292   1.00
   780    0.2905   -0.079 -0.089   0.126  0.205   3.862  0.130   100.0   99.2     0.661   20.3     91.7   0.880   22   665    282  0.333   1.03
   790    0.0292   -0.149 -0.089   0.072  0.221   2.054  0.130   100.0  100.0     0.844    7.8    100.0   0.956   22   682    291  0.360   1.03
   800   -0.1750   -0.142 -0.094   0.100  0.242   1.972  0.008   100.0  100.0     0.797    7.0    100.0   0.949   22   690    295  0.388   1.01
      saved checkpoint @ step 800 | examples: ['CC(C)(O)CNC(=O)NC(=O)COc1ccc(F)cc1Cl', 'CCc1ccc(F)cc1-c1ccc2cc(NC(=O)C3CC3CC3CCN(C)C3)ncc2c1', 'CN1CC2(c3ccccc3)C=CCN2C1=S', 'N#CCC(C#N)Cc1ccc(Br)cc1', 'CCCCCCCN(C)C(=O)Cc1nc(-c2ccc(Cl)cc2)oc1C']
   810   -0.1079   -0.145 -0.094   0.086  0.231   2.136  0.001   100.0  100.0     0.820    5.5     91.7   0.934   22   706    302  0.329   0.98
   820   -0.0673   -0.132 -0.094   0.086  0.218   2.818  0.001   100.0  100.0     0.805   10.9     91.7   0.951   22   720    308  0.353   1.03
   830   -0.0348   -0.118 -0.094   0.091  0.201   2.955  0.001    99.2  100.0     0.787   15.6     91.7   0.927   22   738    309  0.338   0.99
   840   -0.0663   -0.064 -0.094   0.138  0.202   4.204  0.001   100.0  100.0     0.758   27.3    100.0   0.917   23   767    315  0.337   1.01
   850    0.0280   -0.025 -0.096   0.174  0.199   5.552  0.017   100.0   96.9     0.718   33.6    100.0   0.850   24   832    338  0.246   1.11
   860    0.4904   -0.083 -0.096   0.155  0.238   4.401  0.195   100.0  100.0     0.789   24.2    100.0   0.886   25   886    353  0.364   1.07
   870   -0.0060   -0.150 -0.096   0.083  0.233   2.333  0.130   100.0  100.0     0.875    9.4     91.7   0.960   26   892    355  0.415   0.98
   880   -0.1953   -0.162 -0.096   0.062  0.224   1.687  0.011   100.0  100.0     0.867    5.5    100.0   0.951   26   893    355  0.436   1.04
   890   -0.1246   -0.155 -0.096   0.067  0.222   2.048  0.001   100.0  100.0     0.773    7.8     91.7   0.951   27   897    356  0.329   0.93
   900   -0.0759   -0.150 -0.101   0.064  0.213   2.345  0.001   100.0  100.0     0.852   10.2     83.3   0.948   27   901    357  0.352   1.00
   910   -0.0481   -0.139 -0.101   0.072  0.211   2.860  0.001   100.0  100.0     0.773   14.8     83.3   0.945   28   907    360  0.343   1.02
   920   -0.0194   -0.137 -0.101   0.061  0.191   3.221  0.001    99.2  100.0     0.772   14.8    100.0   0.939   29   916    364  0.348   1.02
   930   -0.0281   -0.111 -0.101   0.080  0.190   3.961  0.001   100.0   98.4     0.714   21.1    100.0   0.903   29   922    365  0.336   1.00
   940   -0.0208   -0.081 -0.101   0.105  0.178   5.092  0.002    99.2   94.5     0.708   37.5    100.0   0.854   30   940    372  0.306   1.04
   950    0.3028   -0.090 -0.089   0.097  0.187   4.588  0.086   100.0   97.7     0.736   25.0     91.7   0.914   31   965    382  0.291   1.13
   960    0.3804   -0.186 -0.089   0.079  0.227   3.659  0.195    96.1  100.0     0.886    5.5     83.3   0.968   33   992    395  0.522   1.17
   970   -0.1773   -0.171 -0.089   0.067  0.230   1.427  0.130    99.2  100.0     0.874    4.7     75.0   0.940   33   999    399  0.494   1.04
   980   -0.2541   -0.143 -0.089   0.083  0.226   1.967  0.005   100.0  100.0     0.867    7.8     83.3   0.938   33  1000    399  0.432   0.84
   990   -0.1422   -0.155 -0.089   0.065  0.220   2.595  0.002   100.0  100.0     0.859    3.9     91.7   0.939   33  1000    401  0.399   1.40
      TL @ step 1000: 500 mols, 2/2 epochs, nll 0.382, kl_after 3.16
  1000   -0.0758   -0.154 -0.095   0.061  0.208   2.450  0.002    99.2  100.0     0.764   10.2    100.0   0.900   33  1000    401  0.423   0.94
      saved checkpoint @ step 1000 | examples: ['Cc1c(NC(=S)NC(=O)c2ccco2)c(=O)n(-c2ccccc2)n1C', 'O=C(O)c1cc(Br)cc(Cl)c1O', 'COc1cncc(-c2ccccc2)c1', 'O=S(=O)(Cc1cc(Cl)c(O)cc1O)c1ccc(Cl)cc1', 'C=CCNC(=O)C1CCN(C(=O)c2ccccc2)CC1']
  1010   -0.0380   -0.147 -0.095   0.067  0.206   2.815  0.002    99.2  100.0     0.819   14.8    100.0   0.931   33  1000    405  0.391   0.86
  1020   -0.0340   -0.115 -0.095   0.082  0.197   3.132  0.003   100.0   98.4     0.762   17.2    100.0   0.927   33  1000    410  0.373   0.95
  1030   -0.0182   -0.089 -0.095   0.099  0.187   3.362  0.003   100.0   98.4     0.730   21.9    100.0   0.875   35  1000    410  0.331   0.84
  1040   -0.0225   -0.072 -0.095   0.131  0.196   4.975  0.005    99.2   92.1     0.675   38.3    100.0   0.856   35  1000    411  0.357   0.83
  1050    0.4303   -0.059 -0.082   0.145  0.204   4.679  0.130   100.0   96.9     0.710   34.4    100.0   0.828   35  1000    417  0.349   1.15
  1060    0.1355   -0.164 -0.082   0.070  0.210   2.666  0.130    97.7  100.0     0.840    9.4     83.3   0.938   37  1000    425  0.375   1.13
  1070   -0.0469   -0.149 -0.082   0.093  0.242   2.000  0.086   100.0  100.0     0.844    7.8     83.3   0.946   37  1000    426  0.340   1.07
  1080   -0.1317   -0.161 -0.082   0.069  0.215   1.786  0.003    98.4  100.0     0.857    7.0    100.0   0.950   37  1000    426  0.412   1.09
  1090   -0.0843   -0.143 -0.082   0.071  0.214   2.219  0.001   100.0  100.0     0.836   12.5    100.0   0.917   37  1000    428  0.333   1.06
  1100   -0.0669   -0.123 -0.087   0.097  0.220   3.081  0.001   100.0  100.0     0.773   15.6    100.0   0.888   37  1000    435  0.309   1.12
  1110   -0.0261   -0.135 -0.087   0.065  0.200   2.900  0.001   100.0  100.0     0.766   12.5     91.7   0.901   37  1000    440  0.313   1.11
  1120   -0.0187   -0.116 -0.087   0.086  0.187   3.775  0.001    98.4   97.6     0.691   25.0    100.0   0.901   37  1000    444  0.307   1.07
  1130   -0.0007   -0.080 -0.087   0.169  0.241   4.710  0.005    99.2   94.5     0.708   33.6    100.0   0.793   37  1000    450  0.316   1.12
  1140    0.3240   -0.112 -0.087   0.118  0.223   3.846  0.130    99.2   99.2     0.722   26.6    100.0   0.853   37  1000    454  0.342   1.07
  1150    0.1167   -0.142 -0.088   0.097  0.232   2.682  0.130    99.2  100.0     0.835    9.4     91.7   0.923   38  1000    465  0.331   1.14
  1160   -0.1331   -0.140 -0.088   0.088  0.228   2.106  0.017   100.0  100.0     0.875    9.4     91.7   0.913   38  1000    467  0.336   1.19
  1170   -0.0896   -0.127 -0.088   0.088  0.215   2.244  0.008   100.0  100.0     0.828   11.7    100.0   0.918   38  1000    472  0.355   1.13
  1180   -0.0421   -0.144 -0.088   0.082  0.218   2.296  0.005    99.2   98.4     0.848   13.3     91.7   0.901   38  1000    476  0.319   0.93
  1190   -0.0386   -0.117 -0.088   0.097  0.214   2.885  0.005   100.0   98.4     0.738   16.4    100.0   0.898   38  1000    478  0.313   0.80
  1200   -0.0591   -0.063 -0.091   0.157  0.220   4.268  0.005   100.0   98.4     0.714   36.7    100.0   0.867   38  1000    489  0.279   0.93
      saved checkpoint @ step 1200 | examples: ['Nc1ncnc2c1sc1ccccc12', 'O=C(O)Cc1ccc(CCc2ccccc2)cc1', 'Cc1cc(NC(=O)Nc2ccccc2)ccc1N1CCCCC1', 'CC(C)C(=O)Nc1ncccn1', 'Cc1ccc(F)cc1-c1ccc2cc(NC(=O)C3CCCCC3C3CCCCC3)ncc2c1']
  1210    0.1103   -0.072 -0.091   0.170  0.234   4.689  0.038    99.2   98.4     0.728   32.8    100.0   0.804   41  1000    508  0.336   1.08
  1220    0.0945   -0.072 -0.091   0.168  0.240   3.799  0.058   100.0  100.0     0.758   25.0    100.0   0.842   43  1000    519  0.319   1.11
  1230    0.0508   -0.097 -0.091   0.148  0.245   3.181  0.058   100.0   99.2     0.756   24.2    100.0   0.866   43  1000    524  0.331   0.99
  1240   -0.0132   -0.137 -0.091   0.102  0.240   2.348  0.038   100.0  100.0     0.867   13.3     83.3   0.912   44  1000    530  0.331   0.98
  1250   -0.0584   -0.141 -0.096   0.104  0.245   2.169  0.005   100.0  100.0     0.891   11.7     83.3   0.944   44  1000    532  0.340   0.98
  1260   -0.0434   -0.110 -0.096   0.122  0.233   2.719  0.005   100.0  100.0     0.773   20.3     91.7   0.881   44  1000    537  0.299   1.06
  1270   -0.0305   -0.079 -0.096   0.164  0.243   3.575  0.005   100.0   98.4     0.738   21.9    100.0   0.828   45  1000    554  0.309   0.98
  1280    0.0068   -0.011 -0.096   0.256  0.268   5.226  0.017   100.0   95.3     0.779   42.2    100.0   0.715   47  1000    569  0.315   1.05
  1290    0.2823   -0.106 -0.096   0.126  0.216   3.584  0.130    98.4  100.0     0.762   25.0    100.0   0.889   48  1000    590  0.288   1.07
  1300    0.0617   -0.131 -0.097   0.114  0.238   2.359  0.130    99.2  100.0     0.866   15.6     91.7   0.950   49  1000    605  0.356   1.01
  1310   -0.1397   -0.157 -0.097   0.086  0.235   1.791  0.011    99.2  100.0     0.858    8.6    100.0   0.963   50  1000    609  0.343   1.00
  1320   -0.0996   -0.142 -0.097   0.088  0.222   2.448  0.001    99.2  100.0     0.803   11.7    100.0   0.940   50  1000    614  0.340   1.02
  1330   -0.0646   -0.122 -0.097   0.099  0.221   2.459  0.001   100.0  100.0     0.852   16.4    100.0   0.916   51  1000    623  0.312   1.31
  1340   -0.0602   -0.079 -0.097   0.148  0.227   3.673  0.001   100.0  100.0     0.766   27.3    100.0   0.854   51  1000    629  0.316   0.82
  1350   -0.0234   -0.081 -0.098   0.186  0.259   4.751  0.003    99.2   98.4     0.840   37.5    100.0   0.758   51  1000    636  0.335   0.84
  1360    0.7053   -0.037 -0.098   0.220  0.258   5.396  0.195   100.0   98.4     0.770   47.7    100.0   0.802   52  1000    661  0.279   0.92
  1370    0.1180   -0.152 -0.098   0.083  0.235   2.290  0.195   100.0  100.0     0.836    8.6     91.7   0.934   52  1000    669  0.348   0.97
  1380   -0.1175   -0.179 -0.098   0.081  0.244   1.691  0.130    98.4  100.0     0.944    6.2     75.0   0.948   53  1000    671  0.384   0.97
  1390   -0.2231   -0.182 -0.098   0.072  0.231   1.539  0.003    97.7  100.0     0.936    7.8     91.7   0.947   53  1000    671  0.377   0.94
  1400   -0.1562   -0.135 -0.103   0.104  0.231   2.429  0.001    99.2  100.0     0.874   14.1    100.0   0.898   53  1000    676  0.354   1.03
      saved checkpoint @ step 1400 | examples: ['O=C(O)CCCc1ccccc1', 'CC(C)(C)c1ccc(-c2ccccc2C(=O)Nc2ccccc2)cc1', 'N=C(N)NCCC[C@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)NO', 'COC(=O)c1ccc(OCCI)c(OC)c1', 'Cc1cc(O)ccc1NC(=O)COc1ccc(C(F)(F)F)cc1']
  1410   -0.0868   -0.132 -0.103   0.109  0.241   2.105  0.001   100.0   99.2     0.850   10.9    100.0   0.864   53  1000    680  0.343   1.01
  1420   -0.0590   -0.120 -0.103   0.109  0.229   3.082  0.001   100.0  100.0     0.789   22.7    100.0   0.892   54  1000    687  0.374   1.00
  1430   -0.0475   -0.085 -0.103   0.137  0.222   4.192  0.002   100.0   96.9     0.774   32.8    100.0   0.870   56  1000    694  0.288   1.04
  1440    0.0166   -0.082 -0.103   0.160  0.234   4.651  0.011    99.2   97.6     0.669   37.5    100.0   0.812   57  1000    708  0.297   1.09
  1450    0.3618   -0.107 -0.081   0.126  0.233   3.198  0.195   100.0  100.0     0.820   15.6    100.0   0.881   58  1000    728  0.308   0.81
  1460    0.0938   -0.184 -0.081   0.090  0.243   2.024  0.195    96.9  100.0     0.919    4.7     91.7   0.939   59  1000    736  0.387   1.09
  1470   -0.1919   -0.183 -0.081   0.074  0.249   1.579  0.005    99.2  100.0     0.929    1.6     83.3   0.970   59  1000    737  0.390   0.94
  1480   -0.1325   -0.146 -0.081   0.081  0.227   2.092  0.001   100.0  100.0     0.859    7.8     91.7   0.939   59  1000    738  0.334   0.97
  1490   -0.0696   -0.152 -0.081   0.063  0.215   1.821  0.001   100.0  100.0     0.797    1.6    100.0   0.935   59  1000    741  0.365   0.96
      TL @ step 1500: 500 mols, 2/2 epochs, nll 0.332, kl_after 3.20
  1500   -0.0505   -0.137 -0.087   0.070  0.207   2.470  0.001   100.0  100.0     0.828   10.2     91.7   0.948   59  1000    744  0.317   1.09
  1510   -0.0275   -0.118 -0.087   0.103  0.213   2.910  0.001    99.2  100.0     0.764   14.8    100.0   0.908   60  1000    748  0.329   1.00
  1520   -0.0568   -0.034 -0.087   0.192  0.226   4.651  0.002   100.0   98.4     0.833   28.1    100.0   0.850   60  1000    770  0.291   0.98
