loading policy + frozen prior...
config: {'steps': 5000, 'batch': 128, 'lr': 0.0001, 'max_len': 100, 'temp': 1.0, 'beta_kl': 0.02, 'target_kl': 3.0, 'beta_kl_min': 0.001, 'beta_kl_max': 20.0, 'kl_adapt_factor': 1.5, 'ppo_epochs': 4, 'clip_eps': 0.2, 'lambda_unc': 1.0, 'baseline_momentum': 0.95, 'threshold_window_batches': 20, 'threshold_percentile': 70.0, 'threshold_update_every': 50, 'threshold_init': 0.0, 'threshold_decay': 0.1, 'diversity_filter': True, 'df_bucket_size': 25, 'df_mode': 'generic', 'df_record_threshold': 0.5, 'replay': True, 'replay_capacity': 1000, 'replay_max_per_scaffold': 10, 'replay_min_reward': 0.4, 'replay_k': 24, 'replay_coef': 0.05, 'replay_start': 200, 'transfer_learning': True, 'tl_every': 500, 'tl_start': 1000, 'tl_epochs': 2, 'tl_batch': 128, 'tl_max_mols': 500, 'tl_min_mols': 50, 'tl_lr': 1e-05, 'tl_max_kl': 8.0, 'log_every': 10, 'save_every': 200, 'out': 'checkpoints/rl_v5d', 'seed': 42}
reward model scheme=A_primary threshold=8.0 lambda_unc=1.0 invalid_reward=-1.0

  step      loss   reward    tau   p_act    unc      kl   beta  valid%  uniq% scaf/uniq  >tau% AD%(top)  dfmult  sat   buf  bscaf   rnll    sec
  1530    0.1467   -0.011 -0.087   0.228  0.223   6.204  0.038    98.4   97.6     0.789   36.7    100.0   0.825   61  1000    797  0.278   1.00
  1540    0.3040   -0.130 -0.087   0.117  0.239   2.489  0.292    99.2  100.0     0.803   15.6     91.7   0.889   62  1000    825  0.413   1.07
  1550   -0.2209   -0.181 -0.092   0.075  0.233   2.126  0.058    97.7  100.0     0.880    7.0     83.3   0.959   62  1000    827  0.412   1.08
  1560   -0.2319   -0.157 -0.092   0.083  0.240   1.983  0.001   100.0  100.0     0.859    5.5    100.0   0.948   62  1000    827  0.353   1.04
  1570   -0.1393   -0.140 -0.092   0.089  0.229   2.495  0.001   100.0  100.0     0.836   10.9    100.0   0.934   62  1000    833  0.388   1.02
  1580   -0.0738   -0.138 -0.092   0.070  0.209   2.609  0.001   100.0  100.0     0.797   13.3     83.3   0.948   62  1000    837  0.338   1.02
  1590   -0.0375   -0.134 -0.092   0.087  0.213   2.766  0.001    99.2  100.0     0.756   14.8    100.0   0.872   62  1000    843  0.348   1.04
  1600   -0.0251   -0.114 -0.094   0.104  0.202   3.547  0.001    98.4  100.0     0.754   22.7    100.0   0.841   62  1000    848  0.313   0.98
      saved checkpoint @ step 1600 | examples: ['Cc1ccc(-c2cc(=O)oc3cc(C)ccc23)cc1', 'O=C(c1ccccc1OCc1ccccc1)N1CCN(c2ccccc2)CC1', 'CCN(CC)C(=O)[C@@H](C)c1ccccc1', 'COc1ccc(/C=C/c2ccccc2)cc1', 'NCC(N)Cc1ccccc1']
  1610   -0.0283   -0.081 -0.094   0.139  0.213   4.009  0.001    99.2   99.2     0.746   32.0     91.7   0.803   63  1000    856  0.352   1.00
  1620   -0.0077   -0.069 -0.094   0.147  0.216   4.653  0.003   100.0   95.3     0.672   41.4    100.0   0.788   63  1000    864  0.354   1.02
  1630    0.6429   -0.042 -0.094   0.169  0.211   4.699  0.195   100.0   98.4     0.675   37.5    100.0   0.778   63  1000    878  0.338   1.02
  1640    0.0957   -0.136 -0.094   0.082  0.219   2.220  0.195   100.0  100.0     0.812   14.8     83.3   0.906   63  1000    885  0.358   0.80
  1650   -0.2304   -0.153 -0.099   0.095  0.248   1.901  0.038   100.0  100.0     0.891   14.1    100.0   0.935   63  1000    892  0.382   0.79
  1660   -0.1950   -0.147 -0.099   0.083  0.230   2.337  0.002   100.0  100.0     0.883    9.4    100.0   0.968   63  1000    893  0.349   0.86
  1670   -0.1163   -0.134 -0.099   0.063  0.190   2.809  0.001    99.2  100.0     0.780   19.5     91.7   0.938   63  1000    897  0.373   0.85
  1680   -0.0692   -0.118 -0.099   0.109  0.211   3.404  0.001    98.4  100.0     0.778   21.9    100.0   0.861   63  1000    904  0.380   0.89
  1690   -0.0621   -0.099 -0.099   0.126  0.225   3.885  0.001   100.0   99.2     0.811   30.5    100.0   0.874   64  1000    910  0.320   0.80
  1700   -0.0180   -0.115 -0.100   0.117  0.217   4.069  0.001    98.4   97.6     0.724   35.2    100.0   0.800   64  1000    918  0.310   1.10
  1710    0.0792   -0.054 -0.100   0.169  0.223   6.019  0.026   100.0   96.1     0.707   42.2    100.0   0.827   65  1000    927  0.284   1.01
  1720    0.1972   -0.130 -0.100   0.077  0.199   3.111  0.130    99.2  100.0     0.787   21.9    100.0   0.900   67  1000    941  0.429   0.92
  1730   -0.0137   -0.159 -0.100   0.078  0.237   2.075  0.086   100.0  100.0     0.828    8.6     91.7   0.927   67  1000    942  0.469   1.10
  1740   -0.1275   -0.158 -0.100   0.070  0.221   1.896  0.003    99.2  100.0     0.827    7.0     83.3   0.943   67  1000    942  0.391   1.01
  1750   -0.0799   -0.156 -0.105   0.065  0.221   1.996  0.001   100.0  100.0     0.797    9.4    100.0   0.938   67  1000    942  0.361   0.95
  1760   -0.0471   -0.134 -0.105   0.106  0.240   2.254  0.001   100.0  100.0     0.875   14.1    100.0   0.884   67  1000    942  0.385   0.95
  1770   -0.0433   -0.118 -0.105   0.097  0.216   3.280  0.001   100.0  100.0     0.781   22.7    100.0   0.900   67  1000    944  0.297   0.72
  1780   -0.0259   -0.107 -0.105   0.111  0.217   3.267  0.001   100.0   99.2     0.780   33.6    100.0   0.871   67  1000    944  0.302   0.81
  1790   -0.0264   -0.049 -0.105   0.207  0.255   4.459  0.002   100.0   96.9     0.726   41.4    100.0   0.749   67  1000    947  0.328   0.77
  1800    0.3606   -0.040 -0.059   0.215  0.256   5.102  0.086   100.0   96.9     0.677   34.4    100.0   0.684   68  1000    951  0.338   0.72
      saved checkpoint @ step 1800 | examples: ['O=C(Nc1cccc(F)c1)C1CCN(Cc2ccccc2)CC1', 'O=C(Nc1ccccc1)C(c1ccccc1)c1ccccc1', 'CC(N)c1ccccc1', 'Oc1ccc(CCCc2ccc(Cl)cc2)cc1', 'O=C(NCc1c[nH]c2ccccc12)c1ccc(F)cc1']
  1810    0.1298   -0.159 -0.059   0.084  0.227   2.077  0.195    98.4  100.0     0.825    7.0     91.7   0.950   68  1000    957  0.338   0.76
  1820   -0.1769   -0.155 -0.059   0.084  0.239   1.899  0.026   100.0  100.0     0.859    2.3    100.0   0.952   68  1000    959  0.371   0.74
  1830   -0.1297   -0.162 -0.059   0.067  0.222   2.196  0.001    99.2  100.0     0.827    3.1     91.7   0.948   69  1000    960  0.394   0.81
  1840   -0.0786   -0.149 -0.059   0.081  0.222   1.948  0.001    99.2  100.0     0.850    4.7    100.0   0.931   70  1000    964  0.304   0.78
  1850   -0.0534   -0.130 -0.067   0.084  0.206   2.926  0.001    99.2  100.0     0.764    8.6     91.7   0.876   70  1000    968  0.312   0.69
  1860   -0.0333   -0.128 -0.067   0.073  0.201   2.673  0.001   100.0   99.2     0.740   10.2     91.7   0.906   71  1000    979  0.299   0.72
  1870   -0.0246   -0.098 -0.067   0.118  0.216   3.623  0.001   100.0  100.0     0.781   14.8    100.0   0.870   72  1000    996  0.343   0.83
  1880   -0.0360   -0.048 -0.067   0.174  0.223   5.628  0.003   100.0   99.2     0.772   27.3    100.0   0.850   72  1000   1000  0.261   0.75
  1890    0.5445   -0.036 -0.067   0.186  0.222   6.124  0.130   100.0  100.0     0.766   32.0    100.0   0.840   74  1000   1000  0.304   0.73
  1900    0.6135   -0.155 -0.071   0.104  0.242   3.160  0.438    98.4  100.0     0.873    7.8    100.0   0.908   74  1000   1000  0.423   0.80
  1910   -0.4257   -0.164 -0.071   0.077  0.225   2.030  0.038    98.4  100.0     0.849    5.5     91.7   0.938   74  1000   1000  0.365   0.76
  1920   -0.2854   -0.161 -0.071   0.067  0.213   2.457  0.008    98.4  100.0     0.817   10.9    100.0   0.899   74  1000   1000  0.344   0.69
  1930   -0.1692   -0.124 -0.071   0.095  0.219   2.944  0.008   100.0  100.0     0.797   12.5    100.0   0.883   74  1000   1000  0.375   0.75
  1940   -0.0935   -0.134 -0.071   0.077  0.210   2.856  0.008   100.0  100.0     0.789   11.7     91.7   0.909   74  1000   1000  0.357   0.75
  1950   -0.0741   -0.091 -0.076   0.129  0.221   3.691  0.008   100.0  100.0     0.789   22.7    100.0   0.829   74  1000   1000  0.331   0.82
  1960   -0.0296   -0.110 -0.076   0.102  0.213   3.745  0.008   100.0   99.2     0.693   17.2    100.0   0.840   74  1000   1000  0.332   0.76
  1970    0.1057   -0.075 -0.076   0.186  0.245   4.946  0.038    98.4   98.4     0.790   35.2    100.0   0.802   76  1000   1000  0.317   0.76
  1980    0.0601   -0.102 -0.076   0.110  0.205   3.928  0.038    99.2  100.0     0.717   21.1    100.0   0.837   77  1000   1000  0.342   0.79
  1990    0.0207   -0.121 -0.076   0.088  0.209   2.925  0.038   100.0   99.2     0.795   14.1    100.0   0.918   79  1000   1000  0.330   0.81
      TL @ step 2000: 500 mols, 2/2 epochs, nll 0.299, kl_after 2.92
  2000    0.0200   -0.133 -0.080   0.095  0.219   2.894  0.038    99.2  100.0     0.795   14.1    100.0   0.878   81  1000   1000  0.341   0.80
      saved checkpoint @ step 2000 | examples: ['CCCCCCCCCCCCC(=O)O', 'N#Cc1ccc2c(c1)OCCO2', 'O=C(NCC1CC1)c1cccc(-n2cccn2)n1', 'CCC(C)CNC(=O)c1csc(Cc2ccn3c(C)nnc3c2)n1', 'CCCCCCCCCCCCCCCC(=O)NCc1ccc(CC(=O)O)cc1']
  2010    0.0301   -0.130 -0.080   0.111  0.233   3.216  0.038    99.2  100.0     0.882   11.7    100.0   0.889   82  1000   1000  0.332   0.79
  2020    0.0088   -0.130 -0.080   0.108  0.231   2.530  0.038    99.2  100.0     0.866   14.1    100.0   0.842   84  1000   1000  0.323   0.80
  2030    0.0143   -0.121 -0.080   0.106  0.219   2.710  0.038    99.2   98.4     0.744   15.6    100.0   0.868   85  1000   1000  0.330   0.79
  2040    0.0027   -0.127 -0.080   0.105  0.224   2.595  0.038    99.2  100.0     0.866   11.7     91.7   0.923   85  1000   1000  0.304   0.82
  2050    0.0017   -0.099 -0.085   0.128  0.227   2.610  0.038   100.0  100.0     0.820   16.4    100.0   0.889   87  1000   1000  0.363   0.78
  2060   -0.0304   -0.131 -0.085   0.095  0.226   2.341  0.017   100.0  100.0     0.812   12.5    100.0   0.913   87  1000   1000  0.326   0.80
  2070   -0.0247   -0.144 -0.085   0.080  0.224   2.236  0.008   100.0  100.0     0.812   10.9     91.7   0.911   87  1000   1000  0.287   0.74
  2080   -0.0189   -0.119 -0.085   0.092  0.210   2.340  0.005   100.0  100.0     0.844   15.6    100.0   0.922   88  1000   1000  0.334   0.75
  2090   -0.0151   -0.100 -0.085   0.139  0.231   3.352  0.005    99.2   98.4     0.768   25.0    100.0   0.801   90  1000   1000  0.313   0.78
  2100    0.0535   -0.046 -0.086   0.175  0.221   4.577  0.026   100.0   97.7     0.736   28.9    100.0   0.806   91  1000   1000  0.283   0.78
  2110    0.1610   -0.109 -0.086   0.121  0.222   2.785  0.130    99.2  100.0     0.811   16.4     91.7   0.894   92  1000   1000  0.329   0.75
  2120   -0.0115   -0.169 -0.086   0.081  0.234   2.132  0.086    98.4  100.0     0.921    4.7     66.7   0.937   92  1000   1000  0.348   0.78
  2130   -0.1443   -0.138 -0.086   0.100  0.237   1.873  0.002   100.0   99.2     0.803    9.4    100.0   0.922   92  1000   1000  0.323   0.81
  2140   -0.0659   -0.152 -0.086   0.073  0.218   2.239  0.001    99.2  100.0     0.787    5.5     75.0   0.915   92  1000   1000  0.354   0.72
  2150   -0.0548   -0.130 -0.091   0.066  0.196   2.426  0.001   100.0  100.0     0.797   17.2     83.3   0.911   92  1000   1000  0.302   0.74
  2160   -0.0481   -0.100 -0.091   0.100  0.200   3.638  0.001   100.0  100.0     0.680   27.3    100.0   0.859   92  1000   1000  0.285   0.80
  2170   -0.0243   -0.091 -0.091   0.105  0.196   3.670  0.001   100.0   98.4     0.698   32.8    100.0   0.856   93  1000   1000  0.317   0.73
  2180   -0.0086   -0.074 -0.091   0.158  0.232   4.462  0.002   100.0   96.1     0.732   39.8    100.0   0.807   94  1000   1000  0.323   0.74
  2190    0.4241   -0.062 -0.091   0.167  0.221   4.593  0.130    99.2   96.9     0.740   39.1    100.0   0.810   95  1000   1000  0.290   0.71
  2200    0.1030   -0.142 -0.081   0.094  0.236   2.043  0.195   100.0   99.2     0.811    7.0    100.0   0.908   96  1000   1000  0.319   0.81
      saved checkpoint @ step 2200 | examples: ['CCOC(=O)COC(C)=O', 'Cc1ccc(CN(C)C(=O)c2cn(C)nc2-c2ccc(Cl)cc2)o1', 'CCCS(=O)(=O)NC(CC(=O)O)C(=O)NO', 'Cc1cccc(C)c1NC(=O)C1=Cc2ccc(Cl)cc2OC1', 'CCCCCCCCCCCCCCCCCCCC(=O)c1nnc(-c2ccncc2)o1']
  2210   -0.1784   -0.161 -0.081   0.076  0.229   1.857  0.058    99.2  100.0     0.843    4.7     91.7   0.964   96  1000   1000  0.354   0.79
  2220   -0.1801   -0.152 -0.081   0.074  0.226   1.772  0.003   100.0  100.0     0.836    6.2     75.0   0.922   98  1000   1000  0.352   0.78
  2230   -0.1131   -0.138 -0.081   0.096  0.234   2.250  0.001   100.0  100.0     0.859   10.2    100.0   0.910   98  1000   1000  0.385   0.81
  2240   -0.0584   -0.134 -0.081   0.085  0.219   2.438  0.001   100.0  100.0     0.812    9.4    100.0   0.883   98  1000   1000  0.336   0.83
  2250   -0.0434   -0.110 -0.085   0.111  0.221   2.813  0.001   100.0   99.2     0.787   18.8    100.0   0.866   99  1000   1000  0.336   0.84
  2260   -0.0357   -0.078 -0.085   0.129  0.207   3.815  0.001   100.0   96.9     0.685   29.7    100.0   0.829  101  1000   1000  0.345   0.77
  2270    0.0530   -0.058 -0.085   0.231  0.274   5.301  0.017    98.4   96.0     0.744   42.2    100.0   0.657  102  1000   1000  0.304   0.74
  2280    0.3683   -0.127 -0.085   0.105  0.216   3.324  0.195    98.4  100.0     0.778   15.6    100.0   0.884  107  1000   1000  0.329   0.70
  2290   -0.1361   -0.163 -0.085   0.080  0.234   1.888  0.058    99.2  100.0     0.858    5.5     91.7   0.959  108  1000   1000  0.401   0.72
  2300   -0.1672   -0.151 -0.092   0.069  0.220   1.944  0.003   100.0  100.0     0.859    7.8     91.7   0.925  108  1000   1000  0.341   0.77
  2310   -0.1129   -0.125 -0.092   0.082  0.207   2.540  0.001   100.0  100.0     0.828   18.0     91.7   0.930  108  1000   1000  0.346   0.79
  2320   -0.0716   -0.120 -0.092   0.076  0.197   2.672  0.001   100.0  100.0     0.797   16.4    100.0   0.921  108  1000   1000  0.310   0.67
  2330   -0.0302   -0.122 -0.092   0.076  0.198   2.989  0.001   100.0  100.0     0.734   24.2    100.0   0.889  109  1000   1000  0.312   0.67
  2340   -0.0259   -0.094 -0.092   0.123  0.218   3.530  0.001   100.0   99.2     0.717   23.4    100.0   0.828  110  1000   1000  0.333   0.72
  2350    0.0103   -0.090 -0.090   0.107  0.197   4.424  0.008   100.0   96.9     0.669   33.6    100.0   0.823  111  1000   1000  0.300   0.73
  2360    0.2029   -0.097 -0.090   0.116  0.213   3.899  0.086   100.0  100.0     0.742   28.1    100.0   0.836  111  1000   1000  0.299   0.77
  2370    0.0640   -0.149 -0.090   0.076  0.209   2.376  0.086    98.4  100.0     0.833    9.4     83.3   0.935  111  1000   1000  0.312   0.75
  2380   -0.0709   -0.160 -0.090   0.072  0.225   1.887  0.038    99.2  100.0     0.843    7.8    100.0   0.955  112  1000   1000  0.333   0.69
  2390   -0.0867   -0.154 -0.090   0.060  0.214   1.801  0.003   100.0   99.2     0.811    6.2    100.0   0.926  112  1000   1000  0.348   0.65
  2400   -0.0598   -0.127 -0.095   0.104  0.231   2.147  0.003   100.0  100.0     0.836   12.5    100.0   0.860  112  1000   1000  0.320   0.75
      saved checkpoint @ step 2400 | examples: ['O=C(Nc1ccc(Cl)cc1)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1', 'O=C(O)CNC(=O)c1cc(Br)c(Br)[nH]1', 'Cc1cnc(NC(=O)Cc2ccccc2)s1', 'CC(C)Oc1ccc(NC(=O)[C@H]2CC[C@H](O)CC2)cc1', 'CNC(=O)Cn1c(C2CCCC2)nc2ccccc21']
  2410   -0.0459   -0.118 -0.095   0.069  0.187   2.913  0.003   100.0   98.4     0.722   23.4    100.0   0.922  112  1000   1000  0.273   0.68
  2420   -0.0212   -0.110 -0.095   0.127  0.222   3.178  0.003    98.4   99.2     0.736   27.3    100.0   0.818  112  1000   1000  0.307   0.68
  2430   -0.0104   -0.070 -0.095   0.135  0.205   4.077  0.008   100.0  100.0     0.664   37.5    100.0   0.805  114  1000   1000  0.294   0.67
  2440    0.3671   -0.057 -0.095   0.191  0.249   4.400  0.130   100.0   99.2     0.811   35.2    100.0   0.796  115  1000   1000  0.289   0.75
  2450    0.1041   -0.115 -0.089   0.115  0.230   2.547  0.130   100.0  100.0     0.773   13.3     91.7   0.877  115  1000   1000  0.339   0.74
  2460   -0.1206   -0.150 -0.089   0.071  0.220   1.898  0.038   100.0  100.0     0.836    8.6     91.7   0.922  115  1000   1000  0.362   0.81
  2470   -0.0588   -0.149 -0.089   0.094  0.236   2.143  0.038    99.2  100.0     0.795    8.6    100.0   0.886  115  1000   1000  0.339   0.78
  2480   -0.0766   -0.148 -0.089   0.077  0.218   2.195  0.008    99.2  100.0     0.780    8.6    100.0   0.934  115  1000   1000  0.412   0.87
  2490   -0.0450   -0.130 -0.089   0.078  0.208   2.465  0.008   100.0  100.0     0.781   11.7    100.0   0.918  115  1000   1000  0.330   0.74
      TL @ step 2500: 500 mols, 2/2 epochs, nll 0.326, kl_after 2.87
  2500   -0.0308   -0.104 -0.093   0.104  0.208   2.821  0.008   100.0  100.0     0.742   18.0    100.0   0.868  116  1000   1000  0.355   0.75
  2510   -0.0300   -0.099 -0.093   0.105  0.205   3.521  0.008   100.0   98.4     0.754   25.0    100.0   0.882  116  1000   1000  0.296   0.85
  2520    0.0267   -0.063 -0.093   0.150  0.205   4.666  0.017    99.2   97.6     0.750   33.6    100.0   0.840  117  1000   1000  0.278   0.73
  2530    0.1415   -0.106 -0.093   0.120  0.210   3.025  0.086    98.4   98.4     0.774   21.9    100.0   0.857  118  1000   1000  0.296   0.84
  2540    0.0623   -0.148 -0.093   0.086  0.218   2.401  0.086    98.4  100.0     0.849    8.6     91.7   0.927  118  1000   1000  0.308   0.79
  2550   -0.0129   -0.144 -0.098   0.099  0.235   2.487  0.058    99.2  100.0     0.882   12.5    100.0   0.946  118  1000   1000  0.349   0.77
  2560   -0.1004   -0.137 -0.098   0.095  0.232   1.988  0.002   100.0  100.0     0.789   15.6     91.7   0.911  118  1000   1000  0.335   0.78
  2570   -0.0639   -0.122 -0.098   0.102  0.224   2.348  0.001   100.0  100.0     0.797   16.4    100.0   0.879  118  1000   1000  0.317   0.79
  2580   -0.0337   -0.129 -0.098   0.080  0.193   3.000  0.001    98.4   99.2     0.712   24.2    100.0   0.896  118  1000   1000  0.319   0.68
  2590   -0.0342   -0.094 -0.098   0.103  0.197   3.345  0.001   100.0  100.0     0.758   30.5    100.0   0.859  118  1000   1000  0.314   0.71
  2600   -0.0230   -0.093 -0.098   0.113  0.191   4.308  0.001    98.4   98.4     0.573   45.3    100.0   0.841  119  1000   1000  0.298   0.90
      saved checkpoint @ step 2600 | examples: ['CCCCCCCCCCCCCCCC', 'CCN(CC)CCNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1', 'C[C@H](Oc1ccccc1)C(=O)Nc1ccccc1', 'CNCc1ccccc1', 'CCCCCCCCNc1ccc(C(=O)O)cc1']
  2610    0.0435   -0.034 -0.098   0.171  0.206   5.803  0.017   100.0   91.4     0.607   53.9    100.0   0.787  119  1000   1000  0.272   0.74
  2620    0.4428   -0.089 -0.098   0.142  0.223   2.946  0.292    99.2   97.6     0.782   21.1    100.0   0.852  119  1000   1000  0.299   0.70
  2630   -0.2071   -0.158 -0.098   0.095  0.252   1.688  0.130   100.0  100.0     0.922    7.8     91.7   0.928  119  1000   1000  0.382   0.73
  2640   -0.2890   -0.142 -0.098   0.088  0.230   1.952  0.003   100.0  100.0     0.828   13.3     83.3   0.918  119  1000   1000  0.364   0.70
  2650   -0.1784   -0.131 -0.103   0.093  0.224   2.550  0.001   100.0  100.0     0.766   14.1    100.0   0.907  119  1000   1000  0.348   0.75
  2660   -0.1144   -0.102 -0.103   0.101  0.203   3.088  0.001   100.0   99.2     0.646   28.1    100.0   0.818  119  1000   1000  0.397   0.69
  2670   -0.0728   -0.108 -0.103   0.080  0.188   3.504  0.001   100.0  100.0     0.727   27.3    100.0   0.908  121  1000   1000  0.340   0.65
  2680   -0.0306   -0.113 -0.103   0.070  0.183   3.546  0.001   100.0   99.2     0.693   27.3    100.0   0.908  121  1000   1000  0.343   0.71
  2690   -0.0241   -0.105 -0.103   0.068  0.173   4.004  0.002   100.0   97.7     0.648   35.2    100.0   0.913  122  1000   1000  0.291   0.69
  2700    0.0503   -0.036 -0.089   0.145  0.181   5.190  0.017   100.0   97.7     0.640   37.5    100.0   0.813  122  1000   1000  0.326   0.70
  2710    0.3895   -0.094 -0.089   0.121  0.215   3.436  0.195   100.0   99.2     0.732   21.9    100.0   0.851  122  1000   1000  0.296   0.78
  2720    0.1431   -0.160 -0.089   0.069  0.213   2.475  0.195    98.4  100.0     0.762    6.2     83.3   0.947  122  1000   1000  0.403   0.84
  2730   -0.1877   -0.157 -0.089   0.080  0.230   2.263  0.026    99.2  100.0     0.811    5.5     91.7   0.930  122  1000   1000  0.359   0.73
  2740   -0.1427   -0.140 -0.089   0.093  0.233   2.369  0.003   100.0   99.2     0.827    8.6    100.0   0.880  122  1000   1000  0.355   0.69
  2750   -0.0794   -0.145 -0.095   0.089  0.226   2.411  0.002    99.2  100.0     0.835   10.9    100.0   0.892  122  1000   1000  0.351   0.72
  2760   -0.0563   -0.128 -0.095   0.086  0.207   2.886  0.002    99.2  100.0     0.740   17.2    100.0   0.896  122  1000   1000  0.300   0.73
  2770   -0.0482   -0.097 -0.095   0.100  0.197   3.414  0.002   100.0  100.0     0.672   26.6    100.0   0.874  122  1000   1000  0.318   0.77
  2780   -0.0384   -0.087 -0.095   0.113  0.200   4.403  0.002   100.0   98.4     0.675   32.8    100.0   0.864  122  1000   1000  0.340   0.73
  2790   -0.0262   -0.047 -0.095   0.155  0.202   4.914  0.008   100.0   98.4     0.667   43.0    100.0   0.813  123  1000   1000  0.303   0.74
  2800    0.6867   -0.055 -0.081   0.152  0.199   5.168  0.195    99.2  100.0     0.764   29.7     91.7   0.876  124  1000   1000  0.326   0.69
      saved checkpoint @ step 2800 | examples: ['COc1ccc(CCCNc2nc3ccccc3[nH]2)cc1', 'CN(C)c1ccc(CCc2ccccc2)cc1', 'Nn1c(S)nnc1CC(c1ccccc1)c1ccccc1', 'COC(=O)CN1C(=O)S/C(=C\\c2ccccc2)C1=O', 'Cn1ccnc1SCc1ccccc1']
  2810    0.1777   -0.158 -0.081   0.077  0.219   2.584  0.195    98.4  100.0     0.849    5.5     91.7   0.912  124  1000   1000  0.367   0.73
  2820   -0.1583   -0.159 -0.081   0.096  0.239   2.044  0.058    98.4  100.0     0.881    8.6    100.0   0.884  124  1000   1000  0.353   0.70
  2830   -0.1676   -0.141 -0.081   0.083  0.224   1.875  0.011   100.0  100.0     0.852    6.2     91.7   0.911  124  1000   1000  0.306   0.70
  2840   -0.1014   -0.127 -0.081   0.104  0.231   2.084  0.005   100.0  100.0     0.828    9.4    100.0   0.874  124  1000   1000  0.350   0.71
  2850   -0.0650   -0.119 -0.087   0.106  0.218   2.633  0.005    99.2  100.0     0.787   16.4    100.0   0.885  124  1000   1000  0.329   0.72
  2860   -0.0435   -0.115 -0.087   0.107  0.222   3.323  0.005   100.0  100.0     0.727   14.1    100.0   0.884  124  1000   1000  0.270   0.72
  2870   -0.0256   -0.094 -0.087   0.115  0.208   3.395  0.005   100.0  100.0     0.781   19.5    100.0   0.842  124  1000   1000  0.303   0.73
  2880   -0.0239   -0.084 -0.087   0.153  0.236   3.681  0.005   100.0   99.2     0.819   26.6    100.0   0.857  125  1000   1000  0.310   0.69
  2890    0.0915   -0.049 -0.087   0.151  0.200   4.490  0.038   100.0  100.0     0.742   28.9    100.0   0.829  125  1000   1000  0.275   0.69
  2900    0.1438   -0.079 -0.087   0.148  0.228   3.694  0.086   100.0  100.0     0.797   24.2    100.0   0.875  125  1000   1000  0.289   0.69
  2910    0.0075   -0.125 -0.087   0.096  0.221   2.037  0.086   100.0  100.0     0.805   12.5    100.0   0.903  126  1000   1000  0.342   0.74
  2920   -0.0894   -0.146 -0.087   0.082  0.228   1.944  0.026   100.0  100.0     0.875    7.8    100.0   0.926  126  1000   1000  0.306   0.73
  2930   -0.0480   -0.149 -0.087   0.091  0.240   2.062  0.017   100.0  100.0     0.852    7.0     91.7   0.898  126  1000   1000  0.296   0.68
  2940   -0.0562   -0.086 -0.087   0.127  0.213   2.947  0.017   100.0   99.2     0.866   15.6     91.7   0.919  126  1000   1000  0.292   0.73
  2950   -0.0397   -0.055 -0.091   0.177  0.224   3.628  0.017    99.2  100.0     0.819   28.1    100.0   0.828  126  1000   1000  0.262   0.70
  2960    0.0534   -0.040 -0.091   0.207  0.239   4.366  0.038    99.2  100.0     0.819   29.7    100.0   0.814  128  1000   1000  0.300   0.68
  2970    0.0450   -0.084 -0.091   0.145  0.228   2.977  0.058   100.0  100.0     0.891   18.8    100.0   0.900  131  1000   1000  0.297   0.77
  2980    0.0241   -0.088 -0.091   0.137  0.217   2.984  0.058    99.2  100.0     0.827   19.5    100.0   0.933  132  1000   1000  0.299   0.71
  2990    0.0236   -0.119 -0.091   0.117  0.228   2.536  0.058    99.2   99.2     0.833   16.4    100.0   0.925  133  1000   1000  0.336   0.73
      TL @ step 3000: 500 mols, 2/2 epochs, nll 0.299, kl_after 2.33
  3000   -0.0289   -0.140 -0.096   0.095  0.235   1.956  0.038   100.0  100.0     0.906    7.8    100.0   0.898  133  1000   1000  0.331   0.69
      saved checkpoint @ step 3000 | examples: ['Cc1ccc(C)c(NC(=O)CN(C)C(=O)C2CCN(Cc3ccco3)CC2)c1', 'N#Cc1c(Cl)ccnc1N1N=C(c2ccc(Br)cc2)CC1c1ccc(F)cc1', 'O=C(CN1CCCC1=O)Nc1ccccc1C(=O)N1CCN(c2ccccc2)CC1', 'NN[C@@H](Cc1c[nH]c2ccccc12)C(=O)N1CCOCC1', 'NC(=O)CC(NC(=O)c1cccnc1)c1cc(Cl)cc(Cl)c1']
  3010   -0.0790   -0.110 -0.096   0.134  0.244   2.415  0.017   100.0  100.0     0.852   15.6    100.0   0.930  133  1000   1000  0.308   0.79
  3020   -0.0429   -0.101 -0.096   0.127  0.228   2.395  0.017   100.0   99.2     0.858   16.4    100.0   0.910  134  1000   1000  0.334   0.74
  3030   -0.0330   -0.064 -0.096   0.180  0.244   3.533  0.017   100.0   99.2     0.858   23.4    100.0   0.899  136  1000   1000  0.280   0.71
  3040    0.1744   -0.090 -0.096   0.156  0.246   2.806  0.130   100.0  100.0     0.836   17.2    100.0   0.880  137  1000   1000  0.290   0.74
  3050   -0.1093   -0.145 -0.099   0.102  0.239   1.917  0.026    99.2  100.0     0.890    9.4     91.7   0.922  137  1000   1000  0.311   0.69
  3060   -0.1056   -0.142 -0.099   0.088  0.229   1.822  0.003   100.0  100.0     0.867    7.0     91.7   0.947  138  1000   1000  0.313   0.70
