loading policy + frozen prior...
config: {'steps': 5000, 'batch': 128, 'lr': 0.0001, 'max_len': 100, 'temp': 1.0, 'beta_kl': 0.02, 'target_kl': 3.0, 'beta_kl_min': 0.001, 'beta_kl_max': 20.0, 'kl_adapt_factor': 1.5, 'ppo_epochs': 4, 'clip_eps': 0.2, 'lambda_unc': 1.0, 'baseline_momentum': 0.95, 'threshold_window_batches': 20, 'threshold_percentile': 70.0, 'threshold_update_every': 50, 'threshold_init': 0.0, 'threshold_decay': 0.1, 'diversity_filter': False, 'df_bucket_size': 25, 'df_mode': 'generic', 'df_record_threshold': 0.5, 'replay': False, 'replay_capacity': 1000, 'replay_max_per_scaffold': 10, 'replay_min_reward': 0.4, 'replay_k': 24, 'replay_coef': 0.05, 'replay_start': 200, 'transfer_learning': True, 'tl_every': 500, 'tl_start': 1000, 'tl_epochs': 2, 'tl_batch': 128, 'tl_max_mols': 500, 'tl_min_mols': 50, 'tl_lr': 1e-05, 'tl_max_kl': 8.0, 'log_every': 10, 'save_every': 200, 'out': 'checkpoints/rl_v5a', 'seed': 42}
reward model scheme=A_primary threshold=8.0 lambda_unc=1.0 invalid_reward=-1.0

  step      loss   reward    tau   p_act    unc      kl   beta  valid%  uniq% scaf/uniq  >tau% AD%(top)   buf  bscaf   rnll    sec
  3210    0.0129   -0.122 -0.071   0.034  0.155   3.296  0.026   100.0   99.2     0.630   21.9     83.3    47     16  0.000   0.72
  3220    0.0049   -0.116 -0.071   0.034  0.151   3.327  0.026   100.0   98.4     0.595   25.0     91.7    47     16  0.000   0.68
  3230   -0.0028   -0.120 -0.071   0.037  0.157   2.936  0.026   100.0   99.2     0.661   23.4     75.0    47     16  0.000   0.75
  3240   -0.0019   -0.117 -0.071   0.032  0.149   3.128  0.026   100.0   98.4     0.595   22.7    100.0    47     16  0.000   0.72
  3250   -0.0013   -0.129 -0.074   0.034  0.155   2.898  0.026    99.2   99.2     0.643   21.9     91.7    47     16  0.000   0.61
  3260   -0.0022   -0.113 -0.074   0.032  0.145   3.386  0.026   100.0   99.2     0.638   27.3     91.7    47     16  0.000   0.71
  3270   -0.0031   -0.122 -0.074   0.035  0.158   2.981  0.026   100.0   98.4     0.571   21.9    100.0    47     16  0.000   0.89
  3280   -0.0004   -0.134 -0.074   0.039  0.166   2.624  0.026    99.2   99.2     0.722   16.4    100.0    47     16  0.000   0.71
  3290   -0.0048   -0.131 -0.074   0.039  0.170   2.633  0.026   100.0  100.0     0.727   15.6     91.7    47     16  0.000   0.67
  3300   -0.0073   -0.132 -0.077   0.034  0.158   2.602  0.026    99.2  100.0     0.685   18.0    100.0    47     16  0.000   0.69
  3310   -0.0076   -0.129 -0.077   0.042  0.171   2.584  0.026   100.0   99.2     0.661   18.0     83.3    47     16  0.000   0.66
  3320   -0.0200   -0.126 -0.077   0.038  0.165   2.785  0.017   100.0  100.0     0.641   18.0     91.7    47     16  0.000   0.70
  3330   -0.0146   -0.118 -0.077   0.034  0.152   3.116  0.017   100.0   98.4     0.579   23.4    100.0    47     16  0.000   0.67
  3340   -0.0144   -0.107 -0.077   0.028  0.135   3.435  0.017   100.0   97.7     0.560   30.5     83.3    47     16  0.000   0.66
  3350   -0.0091   -0.106 -0.077   0.039  0.145   3.683  0.017   100.0   95.3     0.623   30.5    100.0    47     16  0.000   0.69
  3360   -0.0069   -0.098 -0.077   0.026  0.125   4.088  0.017   100.0   96.1     0.504   39.1     83.3    47     16  0.000   0.71
  3370    0.0511   -0.102 -0.077   0.027  0.129   3.625  0.038   100.0   97.7     0.648   35.9     91.7    47     16  0.000   0.74
  3380    0.0185   -0.124 -0.077   0.041  0.165   2.782  0.038   100.0   98.4     0.643   24.2    100.0    47     16  0.000   0.73
  3390    0.0125   -0.135 -0.077   0.039  0.166   2.641  0.038    99.2   99.2     0.722   18.0     91.7    47     16  0.000   0.70
  3400   -0.0108   -0.143 -0.081   0.047  0.190   2.010  0.038   100.0   99.2     0.756   14.1     91.7    47     16  0.000   0.69
      saved checkpoint @ step 3400 | examples: ['CSc1nc(-c2ccccc2)cc(-c2ccc(C#N)cc2)n1', 'CCCCc1ccc2nc(N)nc(N)c2c1', 'COc1ccc(Br)cc1S(=O)(=O)Nc1nnc(-c2ccco2)s1', 'COc1cc(CSc2ncccn2)cc(OC)c1OC', 'Cc1nnc(NCc2ccco2)c(C#N)c1C']
  3410   -0.0230   -0.151 -0.081   0.045  0.189   2.006  0.026    99.2  100.0     0.732   10.2    100.0    47     16  0.000   0.67
  3420   -0.0201   -0.141 -0.081   0.044  0.185   2.046  0.026   100.0   99.2     0.709   12.5    100.0    47     16  0.000   0.71
  3430   -0.0231   -0.116 -0.081   0.067  0.175   2.773  0.026    99.2   97.6     0.685   19.5     91.7    48     16  0.000   0.70
  3440    0.0070   -0.066 -0.081   0.116  0.182   3.771  0.038   100.0   93.8     0.717   25.8    100.0    49     16  0.000   0.70
  3450   -0.0017   -0.137 -0.083   0.068  0.204   2.034  0.058   100.0   99.2     0.787   11.7     75.0    51     16  0.000   0.71
  3460   -0.0849   -0.129 -0.083   0.078  0.199   2.310  0.005    99.2   97.6     0.798   18.0     91.7    51     16  0.000   0.74
  3470   -0.1759    0.132 -0.083   0.342  0.203   7.992  0.017    99.2   66.9     0.729   47.7    100.0    52     16  0.000   0.83
  3480    1.2511   -0.168 -0.083   0.056  0.193   3.824  0.657    96.9  100.0     0.742   16.4     83.3    59     18  0.000   0.68
  3490   -0.7405   -0.166 -0.083   0.062  0.221   1.864  0.058    99.2  100.0     0.890    4.7    100.0    59     18  0.000   0.66
      TL @ step 3500: 59 mols, 2/2 epochs, nll 0.608, kl_after 2.40
  3500   -0.4532   -0.145 -0.089   0.048  0.193   2.686  0.038   100.0  100.0     0.797   10.2     91.7    59     18  0.000   0.69
  3510   -0.2408   -0.144 -0.089   0.044  0.180   3.356  0.038    99.2   99.2     0.683   16.4     83.3    59     18  0.000   0.62
  3520   -0.1538   -0.131 -0.089   0.044  0.175   3.163  0.038   100.0  100.0     0.727   15.6    100.0    59     18  0.000   0.70
  3530   -0.1027   -0.138 -0.089   0.041  0.179   2.789  0.038   100.0  100.0     0.727   14.8    100.0    59     18  0.000   0.69
  3540   -0.0479   -0.154 -0.089   0.045  0.191   2.826  0.038    99.2  100.0     0.701    9.4    100.0    59     18  0.000   0.66
  3550   -0.0369   -0.147 -0.093   0.043  0.182   2.696  0.038    99.2  100.0     0.717   15.6    100.0    59     18  0.000   0.67
  3560   -0.0456   -0.158 -0.093   0.045  0.188   2.523  0.026    98.4  100.0     0.762   10.2    100.0    59     18  0.000   0.70
  3570   -0.0406   -0.143 -0.093   0.042  0.185   2.312  0.026   100.0  100.0     0.773   14.8     91.7    59     18  0.000   0.66
  3580   -0.0261   -0.141 -0.093   0.042  0.183   2.367  0.026   100.0  100.0     0.773   11.7     91.7    59     18  0.000   0.69
  3590   -0.0060   -0.149 -0.093   0.042  0.183   2.651  0.026    99.2  100.0     0.669   16.4     91.7    59     18  0.000   0.68
  3600   -0.0172   -0.135 -0.096   0.039  0.174   2.561  0.026   100.0  100.0     0.688   19.5    100.0    59     18  0.000   0.71
      saved checkpoint @ step 3600 | examples: ['CCCCn1c(C)cc(=O)c(O)c1CN(C)C', 'COc1ccc(OC)c(CNc2ccccc2C(=O)O)c1', 'CCCCCCCCCCCSCC#N', 'Cc1ccc(CCNC(=O)CSc2nc(=O)n(CCO)c(=O)n2C)cc1', 'CC(C)Cc1ccc(CNCCCN(C)C)cc1']
  3610   -0.0134   -0.137 -0.096   0.041  0.178   2.489  0.026   100.0  100.0     0.727   14.8     91.7    59     18  0.000   0.71
  3620    0.0013   -0.151 -0.096   0.046  0.189   2.504  0.026    99.2  100.0     0.709   15.6    100.0    59     18  0.000   0.78
  3630   -0.0238   -0.133 -0.096   0.040  0.173   2.839  0.017   100.0   99.2     0.717   19.5    100.0    59     18  0.000   0.91
  3640   -0.0195   -0.130 -0.096   0.036  0.166   2.651  0.017   100.0  100.0     0.672   23.4     91.7    59     18  0.000   0.85
  3650   -0.0133   -0.136 -0.098   0.039  0.175   2.433  0.017   100.0  100.0     0.703   18.0    100.0    59     18  0.000   0.67
  3660    0.0014   -0.140 -0.098   0.034  0.158   2.971  0.017    98.4   99.2     0.656   21.9     91.7    59     18  0.000   0.77
  3670   -0.0020   -0.123 -0.098   0.033  0.157   3.336  0.017   100.0   99.2     0.606   28.1    100.0    59     18  0.000   0.77
  3680   -0.0038   -0.129 -0.098   0.036  0.166   2.780  0.017   100.0   99.2     0.685   27.3     75.0    59     18  0.000   0.75
  3690   -0.0034   -0.121 -0.098   0.030  0.144   3.301  0.017    99.2   98.4     0.616   37.5     91.7    59     18  0.000   0.72
  3700   -0.0043   -0.099 -0.089   0.026  0.125   3.919  0.017   100.0   94.5     0.554   39.1     83.3    59     18  0.000   0.75
  3710   -0.0014   -0.104 -0.089   0.027  0.132   3.873  0.017   100.0   93.8     0.542   34.4    100.0    59     18  0.000   0.75
  3720    0.0054   -0.123 -0.089   0.031  0.146   3.332  0.017    99.2   97.6     0.581   27.3     75.0    59     18  0.000   0.71
  3730    0.0225   -0.099 -0.089   0.025  0.124   3.995  0.026   100.0   96.1     0.504   39.8     91.7    59     18  0.000   0.76
  3740    0.0178   -0.117 -0.089   0.034  0.143   3.587  0.026    99.2   96.9     0.618   35.9    100.0    59     18  0.000   0.79
  3750    0.0147   -0.116 -0.081   0.033  0.149   3.303  0.026   100.0   97.7     0.608   26.6    100.0    59     18  0.000   0.74
  3760    0.0072   -0.118 -0.081   0.030  0.148   3.178  0.026   100.0   99.2     0.638   22.7    100.0    59     18  0.000   0.74
  3770    0.0048   -0.111 -0.081   0.026  0.138   3.474  0.026   100.0   97.7     0.552   26.6     91.7    59     18  0.000   0.70
  3780   -0.0000   -0.136 -0.081   0.042  0.177   2.379  0.026   100.0  100.0     0.766   11.7    100.0    59     18  0.000   0.75
  3790    0.0034   -0.128 -0.081   0.037  0.165   2.896  0.026   100.0  100.0     0.656   17.2     91.7    59     18  0.000   0.75
  3800   -0.0106   -0.127 -0.083   0.036  0.163   2.522  0.026   100.0  100.0     0.719   18.8    100.0    59     18  0.000   0.77
      saved checkpoint @ step 3800 | examples: ['Cc1ccc(S(=O)(=O)NC(C)C(=O)Nc2nnc(-c3ccccc3)s2)cc1', 'COc1ccc(OC(CCN2CCOCC2)c2ccccc2)cc1', 'CC(=O)Cn1cc(C)c(SCc2cc(F)ccc2Cl)n1', 'Cc1ccc(CC(O)c2ccc(C)cc2)cc1', 'CN(C)C1CCN(CCc2ccccc2)CC1']
  3810   -0.0048   -0.130 -0.083   0.037  0.167   2.608  0.026   100.0   98.4     0.714   23.4    100.0    59     18  0.000   0.68
  3820   -0.0068   -0.131 -0.083   0.037  0.168   2.503  0.026   100.0  100.0     0.703   20.3    100.0    59     18  0.000   0.77
  3830    0.0018   -0.141 -0.083   0.042  0.175   2.517  0.026    99.2   99.2     0.706   17.2     91.7    59     18  0.000   0.75
  3840    0.0079   -0.140 -0.083   0.036  0.160   2.838  0.026    98.4   98.4     0.702   25.0    100.0    59     18  0.000   0.72
  3850   -0.0085   -0.134 -0.086   0.042  0.176   2.374  0.026   100.0  100.0     0.742   19.5     83.3    59     18  0.000   0.71
  3860    0.0015   -0.149 -0.086   0.040  0.173   2.266  0.026    98.4   99.2     0.720   18.0     75.0    59     18  0.000   0.86
  3870   -0.0041   -0.128 -0.086   0.039  0.166   2.705  0.026   100.0   99.2     0.709   25.0    100.0    59     18  0.000   0.73
  3880   -0.0102   -0.134 -0.086   0.047  0.181   2.171  0.026   100.0   99.2     0.709   21.9     83.3    59     18  0.000   0.77
  3890    0.0029   -0.135 -0.086   0.040  0.168   2.691  0.026    99.2   98.4     0.672   21.9     83.3    59     18  0.000   0.73
  3900   -0.0051   -0.126 -0.088   0.040  0.167   2.729  0.026   100.0   98.4     0.690   21.1    100.0    59     18  0.000   0.79
  3910   -0.0089   -0.117 -0.088   0.035  0.153   2.919  0.026   100.0   95.3     0.639   27.3    100.0    59     18  0.000   0.73
  3920   -0.0075   -0.130 -0.088   0.041  0.171   2.411  0.026   100.0  100.0     0.664   19.5     91.7    59     18  0.000   0.79
  3930    0.0052   -0.138 -0.088   0.041  0.172   2.581  0.026    99.2   99.2     0.683   21.1     91.7    59     18  0.000   0.70
  3940   -0.0028   -0.133 -0.088   0.042  0.176   2.476  0.026   100.0  100.0     0.711   18.8    100.0    59     18  0.000   0.74
  3950   -0.0094   -0.127 -0.090   0.038  0.165   2.546  0.026   100.0   98.4     0.746   21.9     83.3    59     18  0.000   0.69
  3960   -0.0083   -0.127 -0.090   0.042  0.169   2.515  0.026   100.0   99.2     0.724   28.1     91.7    59     18  0.000   0.69
  3970   -0.0084   -0.133 -0.090   0.038  0.172   2.272  0.026   100.0   99.2     0.693   19.5     91.7    59     18  0.000   0.79
  3980   -0.0096   -0.129 -0.090   0.038  0.167   2.404  0.026   100.0   99.2     0.693   25.0     91.7    59     18  0.000   0.78
  3990   -0.0024   -0.134 -0.090   0.042  0.176   2.477  0.026   100.0   99.2     0.677   24.2     91.7    59     18  0.000   0.67
      TL @ step 4000: 59 mols, 2/2 epochs, nll 0.517, kl_after 2.31
  4000   -0.0235   -0.126 -0.092   0.038  0.164   2.564  0.017   100.0   98.4     0.746   28.9     83.3    59     18  0.000   0.70
      saved checkpoint @ step 4000 | examples: ['Cc1ccc(N)cc1', 'CC(C)CC(N)C(=O)N1CCCC1C(=O)O', 'O=C(Cc1ccc(Br)cc1)c1ccccc1', 'Cc1ccc(S(=O)(=O)N[C@@H](C)C(=O)NCC#N)cc1', 'COc1cc(C2NC(=O)c3cccnc3N2)cc(OC)c1OC']
  4010   -0.0158   -0.118 -0.092   0.034  0.152   3.024  0.017   100.0   99.2     0.567   34.4     83.3    59     18  0.000   0.61
  4020   -0.0019   -0.131 -0.092   0.034  0.150   2.951  0.017    98.4   99.2     0.552   34.4     91.7    59     18  0.000   0.59
  4030   -0.0086   -0.105 -0.092   0.030  0.135   3.633  0.017   100.0   96.9     0.581   38.3     91.7    59     18  0.000   0.61
  4040   -0.0103   -0.095 -0.092   0.023  0.118   3.866  0.017   100.0   95.3     0.475   42.2     91.7    59     18  0.000   0.66
  4050    0.0596   -0.095 -0.059   0.024  0.119   4.294  0.026   100.0   95.3     0.508   28.1     91.7    59     18  0.000   0.62
  4060    0.0410   -0.126 -0.059   0.036  0.163   2.709  0.038   100.0  100.0     0.688   10.9    100.0    59     18  0.000   0.71
  4070    0.0259   -0.147 -0.059   0.043  0.182   2.361  0.038    99.2  100.0     0.740    7.0    100.0    59     18  0.000   0.69
  4080   -0.0325   -0.132 -0.059   0.037  0.169   2.296  0.017   100.0   99.2     0.772    7.8     83.3    59     18  0.000   0.72
  4090   -0.0293   -0.127 -0.059   0.034  0.154   2.938  0.011    99.2   96.9     0.667   16.4     83.3    59     18  0.000   0.68
  4100   -0.0368   -0.098 -0.063   0.022  0.120   3.768  0.011   100.0  100.0     0.508   28.9     91.7    59     18  0.000   0.67
  4110    0.0029   -0.098 -0.063   0.026  0.123   4.209  0.017   100.0   94.5     0.504   36.7    100.0    59     18  0.000   0.62
  4120    0.0191   -0.101 -0.063   0.029  0.130   3.886  0.026   100.0   94.5     0.521   31.2     91.7    59     18  0.000   0.69
  4130    0.0058   -0.106 -0.063   0.027  0.134   3.500  0.026   100.0   98.4     0.563   27.3     91.7    59     18  0.000   0.62
  4140    0.0063   -0.114 -0.063   0.034  0.140   3.395  0.026    99.2   94.5     0.600   31.2     83.3    59     18  0.000   0.70
  4150   -0.0054   -0.112 -0.065   0.032  0.144   3.144  0.026   100.0   95.3     0.607   26.6     66.7    59     18  0.000   0.78
  4160   -0.0033   -0.116 -0.065   0.040  0.156   3.092  0.026   100.0   99.2     0.669   23.4     91.7    59     18  0.000   0.99
  4170    0.0041   -0.137 -0.065   0.037  0.167   2.623  0.026    99.2   99.2     0.667   12.5     91.7    59     18  0.000   0.72
  4180    0.0028   -0.130 -0.065   0.039  0.161   2.881  0.026    99.2   99.2     0.675   17.2     91.7    59     18  0.000   0.78
  4190   -0.0045   -0.120 -0.065   0.034  0.154   2.921  0.026   100.0   99.2     0.685   20.3     91.7    59     18  0.000   0.82
  4200   -0.0066   -0.118 -0.068   0.035  0.153   2.993  0.026   100.0   99.2     0.661   20.3    100.0    59     18  0.000   0.79
      saved checkpoint @ step 4200 | examples: ['O=C(O)CCC(=O)Nc1cccc(Cl)c1', 'O=C(O)CCC(=O)Nc1ccc(S(=O)(=O)c2ccccc2)cc1', 'CC(C)[C@H](NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)O', 'Cc1ccc(Nc2cccc3ccccc23)cc1', 'COc1ccc(CCc2nc3cc(Cl)ccc3s2)cc1']
  4210   -0.0069   -0.124 -0.068   0.037  0.162   2.717  0.026   100.0   99.2     0.693   18.0     66.7    59     18  0.000   0.67
  4220   -0.0066   -0.129 -0.068   0.043  0.172   2.551  0.026   100.0   99.2     0.654   18.8     91.7    59     18  0.000   0.75
  4230   -0.0086   -0.123 -0.068   0.039  0.162   2.629  0.026   100.0  100.0     0.695   18.0     83.3    59     18  0.000   0.76
  4240    0.0010   -0.136 -0.068   0.040  0.168   2.532  0.026    99.2  100.0     0.661   17.2     91.7    59     18  0.000   0.85
  4250   -0.0029   -0.135 -0.071   0.039  0.166   2.556  0.026    99.2   99.2     0.706   14.8    100.0    59     18  0.000   0.65
  4260   -0.0063   -0.125 -0.071   0.039  0.165   2.665  0.026   100.0   98.4     0.690   17.2     91.7    59     18  0.000   0.71
  4270   -0.0014   -0.124 -0.071   0.035  0.151   2.951  0.026    99.2   96.9     0.634   22.7     91.7    59     18  0.000   0.66
  4280    0.0002   -0.127 -0.071   0.037  0.163   2.789  0.026   100.0   99.2     0.646   16.4     91.7    59     18  0.000   0.75
  4290    0.0076   -0.137 -0.071   0.049  0.178   2.762  0.026    99.2   99.2     0.746   18.0    100.0    59     18  0.000   0.69
  4300   -0.0112   -0.125 -0.074   0.037  0.162   2.566  0.026   100.0   98.4     0.571   23.4     75.0    59     18  0.000   1.05
  4310   -0.0058   -0.129 -0.074   0.038  0.167   2.535  0.026   100.0  100.0     0.727   17.2     83.3    59     18  0.000   0.83
  4320   -0.0038   -0.121 -0.074   0.039  0.160   2.881  0.026   100.0   98.4     0.675   21.9     83.3    59     18  0.000   0.71
  4330   -0.0025   -0.123 -0.074   0.037  0.160   2.842  0.026   100.0   97.7     0.720   21.1     91.7    59     18  0.000   0.83
  4340    0.0083   -0.136 -0.074   0.038  0.159   2.884  0.026    98.4   98.4     0.613   22.7     83.3    59     18  0.000   0.87
  4350   -0.0117   -0.130 -0.076   0.047  0.177   2.348  0.026   100.0  100.0     0.773   18.0     91.7    59     18  0.000   0.84
  4360   -0.0048   -0.131 -0.076   0.038  0.161   2.576  0.026    99.2   98.4     0.672   23.4    100.0    59     18  0.000   0.87
  4370    0.0022   -0.133 -0.076   0.040  0.165   2.640  0.026    99.2  100.0     0.732   21.1     83.3    59     18  0.000   0.80
  4380   -0.0011   -0.133 -0.076   0.036  0.161   2.554  0.026    99.2   98.4     0.632   21.9     91.7    59     18  0.000   0.75
  4390   -0.0021   -0.136 -0.076   0.043  0.180   2.318  0.026   100.0   99.2     0.717   11.7     91.7    59     18  0.000   0.76
  4400   -0.0142   -0.126 -0.079   0.037  0.163   2.358  0.026   100.0  100.0     0.711   21.1     91.7    59     18  0.000   0.70
      saved checkpoint @ step 4400 | examples: ['COc1cccc(C(=O)NC2CCCS(=O)(=O)C2)c1', 'COC(=O)[C@@H](N)Cc1c[nH]c2ccccc12', 'CCCCCCCCCCCCCCCCCC', 'Nc1nc(-c2ccccc2)cc(-c2ccc(O)cc2)n1', 'COC(=O)CCc1nc(-c2ccc3c(c2)OCO3)no1']
  4410   -0.0015   -0.140 -0.079   0.045  0.177   2.366  0.026    99.2   99.2     0.738   18.0     91.7    59     18  0.000   0.71
  4420   -0.0040   -0.130 -0.079   0.039  0.169   2.524  0.026   100.0  100.0     0.680   18.0     91.7    59     18  0.000   0.80
  4430   -0.0011   -0.132 -0.079   0.037  0.161   2.595  0.026    99.2   99.2     0.651   21.1     83.3    59     18  0.000   0.72
  4440   -0.0059   -0.128 -0.079   0.044  0.172   2.502  0.026   100.0   98.4     0.730   21.1     91.7    59     18  0.000   0.70
  4450   -0.0063   -0.135 -0.082   0.050  0.186   2.248  0.026   100.0   99.2     0.669   19.5     91.7    60     19  0.000   0.71
  4460   -0.0096   -0.110 -0.082   0.098  0.200   3.117  0.026    99.2   97.6     0.669   28.9    100.0    60     19  0.000   0.75
  4470   -0.0285   -0.068 -0.082   0.165  0.233   3.802  0.026   100.0   97.7     0.712   39.8    100.0    60     19  0.000   0.73
  4480    0.3155   -0.034 -0.082   0.245  0.278   4.532  0.130   100.0   96.9     0.661   46.9    100.0    60     19  0.000   0.80
  4490   -0.1000   -0.160 -0.082   0.061  0.213   1.801  0.017    99.2  100.0     0.803    9.4    100.0    60     19  0.000   0.71
      TL @ step 4500: 60 mols, 2/2 epochs, nll 0.476, kl_after 2.81
  4500   -0.0983   -0.127 -0.087   0.083  0.211   2.485  0.008   100.0  100.0     0.781   17.2    100.0    60     19  0.000   0.72
  4510   -0.0961   -0.074 -0.087   0.148  0.222   3.969  0.008   100.0   96.9     0.677   38.3    100.0    60     19  0.000   0.77
  4520    0.4560   -0.070 -0.087   0.166  0.236   4.139  0.195   100.0   95.3     0.664   39.8    100.0    60     19  0.000   0.76
  4530   -0.1139   -0.158 -0.087   0.081  0.239   2.181  0.058   100.0  100.0     0.859    7.8    100.0    60     19  0.000   0.81
  4540   -0.1781   -0.131 -0.087   0.093  0.224   2.453  0.005   100.0  100.0     0.812   14.8    100.0    60     19  0.000   0.76
  4550   -0.1130   -0.119 -0.092   0.098  0.218   2.908  0.005   100.0   99.2     0.772   24.2    100.0    60     19  0.000   0.68
  4560   -0.0449    0.012 -0.092   0.325  0.305   6.311  0.026    99.2   92.1     0.530   64.1    100.0    60     19  0.000   0.79
  4570    1.3528   -0.167 -0.092   0.067  0.226   3.645  0.657    99.2  100.0     0.850    6.2     91.7    60     19  0.000   0.77
  4580   -0.3408   -0.176 -0.092   0.065  0.233   2.133  0.292    99.2  100.0     0.874    5.5     75.0    60     19  0.000   0.74
  4590   -0.5419   -0.177 -0.092   0.059  0.220   2.028  0.086    98.4  100.0     0.873    2.3     91.7    60     19  0.000   0.72
  4600   -0.2966   -0.169 -0.098   0.057  0.210   2.400  0.086    98.4  100.0     0.810    7.8     83.3    60     19  0.000   1.11
      saved checkpoint @ step 4600 | examples: ['CN(C)c1ccc(/C=C\\c2cccnc2)cc1', 'CC(C)(C)c1ccccc1-c1[nH]n(-c2ccc(Cl)cc2)c(=O)c1Cl', 'Cc1ccc(C=C[N+](C)C)cc1', 'CCCC(=O)c1ccccc1', 'CC(C)c1ccc(CN(C)CC(=O)NCC2CCCO2)cc1']
  4610   -0.2016   -0.156 -0.098   0.052  0.209   2.164  0.086   100.0  100.0     0.812    5.5     91.7    60     19  0.000   1.09
  4620   -0.2180   -0.152 -0.098   0.054  0.206   1.997  0.038   100.0  100.0     0.711   16.4     91.7    60     19  0.000   1.04
  4630   -0.1275   -0.149 -0.098   0.048  0.197   2.283  0.038   100.0  100.0     0.766   12.5     83.3    60     19  0.000   1.02
  4640   -0.0761   -0.158 -0.098   0.053  0.211   2.157  0.038   100.0  100.0     0.789    7.8    100.0    60     19  0.000   1.11
  4650   -0.0859   -0.162 -0.102   0.053  0.207   2.294  0.017    99.2  100.0     0.858   10.2    100.0    60     19  0.000   1.07
  4660   -0.0590   -0.146 -0.102   0.047  0.193   2.477  0.017   100.0  100.0     0.805   16.4     91.7    60     19  0.000   1.05
  4670   -0.0347   -0.152 -0.102   0.052  0.203   2.209  0.017   100.0  100.0     0.812   10.2    100.0    60     19  0.000   1.14
  4680   -0.0211   -0.143 -0.102   0.044  0.187   2.734  0.017   100.0   99.2     0.740   21.9    100.0    60     19  0.000   1.08
  4690   -0.0147   -0.141 -0.102   0.044  0.184   2.730  0.017   100.0  100.0     0.758   18.0    100.0    61     19  0.000   1.40
  4700   -0.0039   -0.156 -0.104   0.044  0.184   2.473  0.017    98.4  100.0     0.698   21.9     91.7    62     19  0.000   1.50
  4710   -0.0111   -0.139 -0.104   0.044  0.184   2.518  0.017   100.0  100.0     0.758   20.3    100.0    62     19  0.000   0.83
  4720   -0.0135   -0.132 -0.104   0.035  0.167   2.617  0.017   100.0   99.2     0.654   25.0    100.0    62     19  0.000   0.78
  4730   -0.0047   -0.139 -0.104   0.042  0.181   2.608  0.017   100.0  100.0     0.734   24.2    100.0    62     19  0.000   0.84
  4740   -0.0025   -0.137 -0.104   0.036  0.165   2.906  0.017    99.2   99.2     0.635   29.7     83.3    62     19  0.000   0.82
  4750   -0.0086   -0.126 -0.105   0.041  0.167   2.983  0.017   100.0  100.0     0.703   25.0     91.7    62     19  0.000   0.75
  4760   -0.0045   -0.127 -0.105   0.038  0.165   3.030  0.017   100.0   97.7     0.624   31.2     83.3    63     19  0.000   0.66
  4770   -0.0129   -0.109 -0.105   0.037  0.146   3.471  0.017   100.0   96.1     0.602   34.4     91.7    64     19  0.000   0.71
  4780    0.0050   -0.135 -0.105   0.043  0.170   3.075  0.017    99.2   98.4     0.680   23.4     91.7    65     19  0.000   0.66
  4790   -0.0011   -0.127 -0.105   0.042  0.161   3.129  0.017    99.2  100.0     0.638   32.8    100.0    66     19  0.000   0.73
  4800   -0.0473   -0.047 -0.097   0.103  0.151   4.151  0.017   100.0   91.4     0.521   38.3    100.0    68     19  0.000   0.76
      saved checkpoint @ step 4800 | examples: ['O=C(NCCc1ccncc1)C1CCC(=O)N(Cc2ccccc2)C1', 'NC(CO)(COP(=O)(O)O)C(=O)O', 'COc1ccc(CNC(=O)CCCc2ccccc2)cc1', 'O=C(O)c1ccc(C(=O)O)cc1', 'Oc1ccc(COc2ccccc2)cc1']
  4810    1.0449    0.257 -0.097   0.431  0.173   6.166  0.292   100.0   64.1     0.671   54.7    100.0    68     19  0.000   0.85
  4820    0.3366   -0.178 -0.097   0.063  0.219   2.337  0.438    97.7  100.0     0.776    8.6     91.7    72     21  0.000   0.72
  4830   -0.4854   -0.168 -0.097   0.059  0.219   1.925  0.026    99.2  100.0     0.835    7.8     91.7    72     21  0.000   0.78
  4840   -0.3068   -0.146 -0.097   0.070  0.216   2.218  0.017   100.0  100.0     0.891   10.2    100.0    72     21  0.000   0.80
  4850   -0.1942   -0.125 -0.101   0.066  0.192   2.795  0.017   100.0   99.2     0.780   12.5     91.7    74     22  0.000   0.75
  4860   -0.1798   -0.034 -0.101   0.156  0.190   3.628  0.017   100.0   91.4     0.752   28.1    100.0    74     22  0.000   0.78
  4870   -0.1615    0.075 -0.101   0.248  0.173   4.477  0.026   100.0   84.4     0.731   38.3    100.0    75     22  0.000   0.77
  4880    0.6551   -0.006 -0.101   0.204  0.210   3.237  0.438   100.0   87.5     0.848   20.3    100.0    77     23  0.000   0.82
  4890    0.2517   -0.172 -0.101   0.084  0.240   2.555  0.438    98.4  100.0     0.881   10.2     83.3    91     29  0.000   0.82
  4900   -0.5498   -0.159 -0.106   0.062  0.221   1.981  0.038   100.0  100.0     0.852   10.9     75.0    92     30  0.000   0.78
  4910   -0.3524   -0.151 -0.106   0.056  0.207   2.678  0.017   100.0   98.4     0.786   12.5    100.0    93     30  0.000   0.81
  4920   -0.2142   -0.149 -0.106   0.053  0.201   2.182  0.017   100.0  100.0     0.820   14.8    100.0    95     31  0.000   0.80
  4930   -0.1191   -0.149 -0.106   0.046  0.195   2.621  0.017   100.0  100.0     0.812   13.3     91.7    98     32  0.000   0.76
