loading policy + frozen prior...
config: {'steps': 5000, 'batch': 128, 'lr': 0.0001, 'max_len': 100, 'temp': 1.0, 'beta_kl': 0.02, 'target_kl': 3.0, 'beta_kl_min': 0.001, 'beta_kl_max': 20.0, 'kl_adapt_factor': 1.5, 'ppo_epochs': 4, 'clip_eps': 0.2, 'lambda_unc': 1.0, 'baseline_momentum': 0.95, 'threshold_window_batches': 20, 'threshold_percentile': 70.0, 'threshold_update_every': 50, 'threshold_init': 0.0, 'threshold_decay': 0.1, 'diversity_filter': False, 'df_bucket_size': 25, 'df_mode': 'generic', 'df_record_threshold': 0.5, 'replay': False, 'replay_capacity': 1000, 'replay_max_per_scaffold': 10, 'replay_min_reward': 0.4, 'replay_k': 24, 'replay_coef': 0.05, 'replay_start': 200, 'transfer_learning': True, 'tl_every': 500, 'tl_start': 1000, 'tl_epochs': 2, 'tl_batch': 128, 'tl_max_mols': 500, 'tl_min_mols': 50, 'tl_lr': 1e-05, 'tl_max_kl': 8.0, 'log_every': 10, 'save_every': 200, 'out': 'checkpoints/rl_v5a', 'seed': 42}
reward model scheme=A_primary threshold=8.0 lambda_unc=1.0 invalid_reward=-1.0

  step      loss   reward    tau   p_act    unc      kl   beta  valid%  uniq% scaf/uniq  >tau% AD%(top)   buf  bscaf   rnll    sec
  1500   -0.0494   -0.159 -0.087   0.046  0.189   2.190  0.003    98.4  100.0     0.730    8.6    100.0    26     11  0.000   0.92
  1510   -0.0320   -0.152 -0.087   0.045  0.189   2.476  0.003    99.2  100.0     0.693    7.8    100.0    26     11  0.000   0.94
  1520   -0.0295   -0.139 -0.087   0.042  0.181   2.539  0.003   100.0  100.0     0.680   15.6    100.0    26     11  0.000   1.06
  1530   -0.0200   -0.134 -0.087   0.041  0.176   3.359  0.003   100.0   99.2     0.591   17.2    100.0    26     11  0.000   1.03
  1540   -0.0164   -0.128 -0.087   0.037  0.165   3.468  0.003   100.0   98.4     0.659   18.8    100.0    26     11  0.000   0.97
  1550    0.0283   -0.105 -0.088   0.028  0.133   4.596  0.017   100.0   93.8     0.550   32.8    100.0    26     11  0.000   0.98
  1560    0.0685   -0.122 -0.088   0.035  0.157   3.675  0.038   100.0   97.7     0.544   25.0    100.0    26     11  0.000   0.98
  1570    0.0190   -0.135 -0.088   0.038  0.173   2.730  0.038   100.0  100.0     0.664   14.8    100.0    26     11  0.000   1.04
  1580    0.0070   -0.141 -0.088   0.042  0.183   2.478  0.038   100.0  100.0     0.680   10.2    100.0    26     11  0.000   0.96
  1590    0.0037   -0.154 -0.088   0.050  0.204   2.206  0.038   100.0  100.0     0.766    5.5     91.7    26     11  0.000   0.99
  1600   -0.0133   -0.147 -0.092   0.043  0.190   2.081  0.038   100.0   99.2     0.772    8.6    100.0    26     11  0.000   1.04
      saved checkpoint @ step 1600 | examples: ['CCCCCCCCCCCCCCCCCC(=O)NCCc1ccccc1', 'CN(C)c1ccc(-c2cccc(/C=N/Nc3ccnc4cc(Cl)ccc34)c2)cc1', 'CCc1ccnc(NCCN2CCOCC2)n1', 'O=c1c(CCl)cn(Cc2ccccc2)c(=O)n1Cc1ccccc1', 'COc1ccc(NC(=O)N2CCSCC2)cc1']
  1610   -0.0577   -0.155 -0.092   0.053  0.209   1.862  0.005   100.0  100.0     0.820    9.4     91.7    26     11  0.000   1.00
  1620   -0.0464   -0.147 -0.092   0.041  0.179   2.427  0.002    99.2  100.0     0.646   16.4    100.0    26     11  0.000   0.97
  1630   -0.0337   -0.135 -0.092   0.042  0.178   3.180  0.002   100.0   97.7     0.680   19.5    100.0    26     11  0.000   1.00
  1640   -0.0265   -0.127 -0.092   0.040  0.167   3.315  0.002   100.0   95.3     0.680   26.6    100.0    26     11  0.000   0.96
  1650   -0.0101   -0.122 -0.093   0.032  0.147   3.988  0.005    99.2   91.3     0.664   28.1    100.0    26     11  0.000   1.03
  1660    0.2201   -0.091 -0.093   0.022  0.113   5.488  0.058   100.0   82.8     0.557   47.7    100.0    26     11  0.000   0.97
  1670    0.1400   -0.163 -0.093   0.047  0.194   2.168  0.195    98.4  100.0     0.810   11.7     83.3    26     11  0.000   1.01
  1680   -0.1646   -0.161 -0.093   0.060  0.221   2.012  0.011   100.0  100.0     0.836    5.5     91.7    26     11  0.000   1.00
  1690   -0.1170   -0.154 -0.093   0.056  0.210   2.247  0.001   100.0  100.0     0.750    7.8     83.3    26     11  0.000   1.05
  1700   -0.0768   -0.154 -0.098   0.047  0.193   2.302  0.001    99.2  100.0     0.772   17.2     91.7    26     11  0.000   1.07
  1710   -0.0469   -0.151 -0.098   0.050  0.201   2.362  0.001   100.0  100.0     0.812   13.3    100.0    26     11  0.000   0.72
  1720   -0.0344   -0.143 -0.098   0.044  0.186   2.517  0.001   100.0  100.0     0.750   18.8    100.0    26     11  0.000   0.83
  1730   -0.0328   -0.128 -0.098   0.035  0.163   3.224  0.001   100.0  100.0     0.680   28.1    100.0    26     11  0.000   0.69
  1740   -0.0243   -0.124 -0.098   0.033  0.157   3.496  0.001   100.0   99.2     0.654   28.1    100.0    26     11  0.000   0.73
  1750   -0.0199   -0.115 -0.097   0.030  0.145   4.164  0.001   100.0   99.2     0.559   31.2     83.3    26     11  0.000   0.70
  1760    0.0257   -0.106 -0.097   0.022  0.120   4.858  0.011    99.2   94.5     0.442   48.4     91.7    26     11  0.000   0.94
  1770    0.1964   -0.131 -0.097   0.038  0.170   2.983  0.130   100.0   98.4     0.698   20.3     91.7    26     11  0.000   1.10
  1780   -0.0497   -0.152 -0.097   0.050  0.202   1.892  0.086   100.0  100.0     0.781    8.6     91.7    26     11  0.000   1.13
  1790   -0.1266   -0.168 -0.097   0.056  0.208   2.193  0.026    98.4  100.0     0.865    5.5     91.7    26     11  0.000   1.03
  1800   -0.1177   -0.160 -0.101   0.051  0.204   2.106  0.005    99.2  100.0     0.850    7.8     91.7    26     11  0.000   1.03
      saved checkpoint @ step 1800 | examples: ['O=C1CCC(=O)N1c1ccc(F)cc1', 'O=C(/C=C(\\O)c1ccc2c(c1)OCO2)c1cccnc1', 'O=C(O)CN1C(=O)C(=O)N(CCc2ccccc2)C1=O', 'Cc1nnc(NC(=O)N2CCS(=O)(=O)CC2)s1', 'C[C@H](Nc1nc2cc(C(=O)N3CCCC3F)ccc2n1-c1ccc(F)cc1)c1ccccc1']
  1810   -0.0812   -0.146 -0.101   0.043  0.189   2.322  0.003   100.0   99.2     0.732   10.9    100.0    26     11  0.000   0.86
  1820   -0.0533   -0.142 -0.101   0.046  0.188   2.532  0.003   100.0  100.0     0.766   16.4     91.7    26     11  0.000   1.02
  1830   -0.0400   -0.134 -0.101   0.038  0.172   2.874  0.003   100.0  100.0     0.727   21.9    100.0    26     11  0.000   0.69
  1840   -0.0274   -0.130 -0.101   0.039  0.169   3.293  0.003   100.0   99.2     0.677   21.9     83.3    26     11  0.000   0.79
  1850   -0.0256   -0.119 -0.102   0.032  0.151   3.808  0.003   100.0   96.1     0.618   32.8     83.3    26     11  0.000   0.67
  1860   -0.0217   -0.112 -0.102   0.026  0.138   3.950  0.003   100.0   96.1     0.626   34.4     83.3    26     11  0.000   0.68
  1870    0.0686   -0.112 -0.102   0.026  0.138   4.465  0.026   100.0   97.7     0.648   35.9    100.0    26     11  0.000   0.79
  1880    0.0842   -0.114 -0.102   0.030  0.144   3.643  0.058   100.0   96.9     0.589   42.2     83.3    26     11  0.000   0.64
  1890    0.0169   -0.141 -0.102   0.045  0.186   2.438  0.058   100.0  100.0     0.797   18.8     91.7    26     11  0.000   0.76
  1900    0.0134   -0.159 -0.104   0.051  0.202   2.281  0.058    99.2  100.0     0.811   14.1     91.7    26     11  0.000   0.81
  1910   -0.0865   -0.146 -0.104   0.049  0.196   2.280  0.005   100.0  100.0     0.773   18.0     91.7    26     11  0.000   0.76
  1920   -0.0563   -0.144 -0.104   0.043  0.187   2.445  0.003   100.0  100.0     0.680   15.6     91.7    26     11  0.000   0.83
  1930   -0.0390   -0.137 -0.104   0.041  0.178   2.763  0.003   100.0  100.0     0.672   21.1    100.0    26     11  0.000   0.82
  1940   -0.0249   -0.132 -0.104   0.032  0.156   3.456  0.003    99.2   99.2     0.587   28.1    100.0    26     11  0.000   0.79
  1950   -0.0278   -0.103 -0.097   0.025  0.128   4.290  0.003   100.0   94.5     0.529   43.8    100.0    26     11  0.000   0.75
  1960    0.0342   -0.093 -0.097   0.022  0.115   4.890  0.017   100.0   92.2     0.500   47.7    100.0    26     11  0.000   0.83
  1970    0.1719   -0.130 -0.097   0.040  0.170   2.962  0.130   100.0   99.2     0.598   25.8     91.7    26     11  0.000   0.71
  1980   -0.0324   -0.164 -0.097   0.056  0.212   2.351  0.058    99.2  100.0     0.795   10.2    100.0    26     11  0.000   0.77
  1990   -0.0613   -0.154 -0.097   0.054  0.208   2.074  0.038   100.0  100.0     0.805   12.5     91.7    26     11  0.000   0.80
  2000   -0.0957   -0.149 -0.101   0.046  0.195   2.128  0.008   100.0  100.0     0.750   12.5     91.7    26     11  0.000   0.79
      saved checkpoint @ step 2000 | examples: ['N[C@@H](Cc1ccccc1)C(=O)N1CCN(c2cccc(Cl)c2)CC1', 'CCCCCCCCCCCCCCCC(=O)NCCCCC', 'Cc1ccc(C(=O)NCc2cccnc2)cc1', 'COc1ccc(CNc2ccc(OC)cc2)cc1', 'O=C(O)CCCc1ccc(C(=O)Nc2ccccc2C2CCC2)cc1']
  2010   -0.0561   -0.147 -0.101   0.042  0.182   2.633  0.008    99.2   99.2     0.746   17.2    100.0    26     11  0.000   0.84
  2020   -0.0374   -0.134 -0.101   0.041  0.176   3.166  0.008   100.0   97.7     0.712   22.7    100.0    26     11  0.000   0.75
  2030   -0.0301   -0.126 -0.101   0.035  0.161   3.171  0.008   100.0   99.2     0.661   30.5     91.7    26     11  0.000   0.77
  2040   -0.0327   -0.106 -0.101   0.026  0.132   3.927  0.008   100.0   93.8     0.642   40.6     58.3    26     11  0.000   0.74
  2050    0.0563   -0.109 -0.089   0.027  0.129   4.455  0.026    99.2   88.2     0.679   31.2     75.0    26     11  0.000   0.75
  2060    0.0229   -0.113 -0.089   0.033  0.146   3.655  0.026   100.0   95.3     0.656   29.7     91.7    26     11  0.000   0.78
  2070    0.0217   -0.143 -0.089   0.037  0.164   3.028  0.026    98.4   99.2     0.728   20.3    100.0    26     11  0.000   0.73
  2080    0.0092   -0.128 -0.089   0.036  0.156   3.233  0.026    99.2   98.4     0.632   24.2     83.3    26     11  0.000   0.74
  2090    0.0012   -0.126 -0.089   0.036  0.162   3.039  0.026   100.0   99.2     0.606   24.2     91.7    26     11  0.000   0.68
  2100    0.0022   -0.146 -0.092   0.039  0.170   2.641  0.026    98.4  100.0     0.778   19.5    100.0    26     11  0.000   0.75
  2110   -0.0027   -0.138 -0.092   0.044  0.181   2.693  0.026   100.0  100.0     0.688   18.8     83.3    26     11  0.000   0.79
  2120    0.0038   -0.140 -0.092   0.037  0.170   2.839  0.026    99.2  100.0     0.756   18.8    100.0    26     11  0.000   0.74
  2130   -0.0052   -0.132 -0.092   0.042  0.174   2.722  0.026   100.0   98.4     0.706   21.1     91.7    26     11  0.000   0.78
  2140    0.0012   -0.137 -0.092   0.037  0.166   2.833  0.026    99.2  100.0     0.685   22.7     91.7    26     11  0.000   0.68
  2150   -0.0050   -0.133 -0.094   0.040  0.173   2.805  0.026   100.0   99.2     0.606   21.1     83.3    26     11  0.000   0.68
  2160   -0.0090   -0.141 -0.094   0.045  0.186   2.198  0.026   100.0  100.0     0.695   17.2     91.7    26     11  0.000   0.76
  2170   -0.0080   -0.146 -0.094   0.048  0.193   2.054  0.026   100.0  100.0     0.758   14.8    100.0    26     11  0.000   0.70
  2180   -0.0109   -0.132 -0.094   0.039  0.171   2.476  0.026   100.0   98.4     0.754   23.4    100.0    26     11  0.000   0.73
  2190   -0.0042   -0.139 -0.094   0.046  0.185   2.435  0.026   100.0   99.2     0.693   18.8    100.0    26     11  0.000   0.73
  2200   -0.0120   -0.139 -0.097   0.043  0.183   2.244  0.026   100.0  100.0     0.672   18.0     91.7    26     11  0.000   0.75
      saved checkpoint @ step 2200 | examples: ['Cc1ccc(S(=O)(=O)NNC(=O)CCCc2ccccc2)cc1', 'O=C(O)CCCCS(=O)(=O)Cc1ccncc1', 'COc1ccc(C(c2ccc(O)cc2)(c2ccc(O)cc2)C(C)(C)C)cc1', 'Cc1nc(N2CCNCC2)c2ccccc2n1', 'O=C(O)c1cc(F)cc(C(=O)O)c1']
  2210    0.0022   -0.145 -0.097   0.043  0.180   2.562  0.026    99.2   99.2     0.675   20.3     91.7    26     11  0.000   0.77
  2220   -0.0055   -0.137 -0.097   0.042  0.171   2.583  0.026    99.2   97.6     0.702   24.2    100.0    26     11  0.000   0.78
  2230   -0.0104   -0.142 -0.097   0.045  0.187   2.074  0.026   100.0  100.0     0.688   17.2     91.7    26     11  0.000   0.76
  2240   -0.0189   -0.157 -0.097   0.051  0.199   1.753  0.017    99.2  100.0     0.685   10.9     91.7    26     11  0.000   0.77
  2250   -0.0181   -0.133 -0.099   0.042  0.175   2.719  0.017   100.0   98.4     0.683   25.0    100.0    26     11  0.000   0.81
  2260   -0.0096   -0.140 -0.099   0.043  0.176   2.534  0.017    99.2  100.0     0.685   27.3     91.7    26     11  0.000   0.69
  2270   -0.0051   -0.127 -0.099   0.039  0.166   3.179  0.017   100.0  100.0     0.570   27.3    100.0    26     11  0.000   0.75
  2280   -0.0079   -0.116 -0.099   0.033  0.149   3.419  0.017   100.0   96.1     0.667   35.2    100.0    26     11  0.000   0.77
  2290   -0.0087   -0.102 -0.099   0.028  0.130   3.992  0.017   100.0   93.0     0.563   41.4    100.0    26     11  0.000   0.72
  2300    0.0090   -0.100 -0.081   0.027  0.127   4.062  0.017   100.0   92.2     0.576   35.9     83.3    26     11  0.000   0.71
  2310    0.0096   -0.110 -0.081   0.026  0.127   3.955  0.017    99.2   93.7     0.521   32.8     91.7    26     11  0.000   0.68
  2320    0.0519   -0.114 -0.081   0.030  0.144   3.500  0.038   100.0   99.2     0.614   27.3     91.7    26     11  0.000   0.74
  2330    0.0289   -0.146 -0.081   0.046  0.184   2.642  0.038    99.2  100.0     0.693   14.1    100.0    26     11  0.000   0.77
  2340   -0.0254   -0.153 -0.081   0.055  0.207   1.694  0.026   100.0  100.0     0.805    9.4    100.0    26     11  0.000   0.79
  2350   -0.0460   -0.131 -0.085   0.041  0.172   2.588  0.011   100.0   99.2     0.614   17.2    100.0    26     11  0.000   0.70
  2360   -0.0275   -0.126 -0.085   0.034  0.152   3.193  0.011    99.2   96.9     0.642   26.6     83.3    26     11  0.000   0.73
  2370   -0.0324   -0.095 -0.085   0.028  0.123   4.262  0.011   100.0   94.5     0.471   42.2    100.0    26     11  0.000   0.69
  2380    0.1159   -0.100 -0.085   0.026  0.126   4.091  0.058   100.0   91.4     0.504   39.8     91.7    26     11  0.000   0.67
  2390    0.0197   -0.138 -0.085   0.047  0.185   2.265  0.058   100.0  100.0     0.734   19.5    100.0    26     11  0.000   0.73
  2400   -0.0668   -0.149 -0.089   0.052  0.201   1.863  0.003   100.0   99.2     0.866   11.7    100.0    26     11  0.000   0.73
      saved checkpoint @ step 2400 | examples: ['NC(NC(c1ccccc1)c1ccccc1)C(=O)O', 'CCCCCCCC', 'CCC(C)OC(=O)c1cccc(N)c1', 'CS(=O)(=O)NC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(F)cc3)cc2)ccn1', 'NCc1ccnc(N2CCCSCC2)n1']
  2410   -0.0534   -0.129 -0.089   0.033  0.155   2.775  0.003    99.2   99.2     0.587   24.2     91.7    26     11  0.000   0.66
  2420   -0.0509   -0.102 -0.089   0.024  0.127   4.208  0.003   100.0   98.4     0.508   37.5     83.3    26     11  0.000   0.71
  2430    0.1781   -0.088 -0.089   0.019  0.106   4.984  0.058   100.0   93.8     0.450   45.3    100.0    26     11  0.000   0.59
  2440    0.1012   -0.147 -0.089   0.047  0.186   2.397  0.130    99.2  100.0     0.701   14.1    100.0    26     11  0.000   0.72
  2450   -0.1266   -0.167 -0.092   0.052  0.204   1.849  0.005    98.4  100.0     0.841   10.2     91.7    26     11  0.000   0.72
  2460   -0.0988   -0.139 -0.092   0.043  0.182   2.721  0.001   100.0  100.0     0.734   18.0     91.7    26     11  0.000   0.72
  2470   -0.0775   -0.117 -0.092   0.030  0.147   3.741  0.001   100.0   96.1     0.634   32.0     91.7    26     11  0.000   0.70
  2480   -0.0373   -0.122 -0.092   0.028  0.142   4.177  0.002    99.2   97.6     0.556   33.6     83.3    26     11  0.000   0.64
  2490    0.2949   -0.103 -0.092   0.021  0.116   4.994  0.086    99.2   93.7     0.403   47.7    100.0    26     11  0.000   0.67
  2500    0.0677   -0.169 -0.081   0.051  0.204   2.402  0.130    98.4  100.0     0.833    3.1    100.0    26     11  0.000   0.69
  2510   -0.1647   -0.156 -0.081   0.056  0.212   2.155  0.017   100.0  100.0     0.836    5.5     83.3    26     11  0.000   0.69
  2520   -0.1278   -0.145 -0.081   0.045  0.190   2.396  0.003   100.0  100.0     0.789    6.2     91.7    26     11  0.000   0.71
  2530   -0.0822   -0.134 -0.081   0.035  0.170   2.942  0.003   100.0  100.0     0.688    8.6     91.7    26     11  0.000   0.70
  2540   -0.0574   -0.121 -0.081   0.031  0.152   3.918  0.003   100.0   96.1     0.683   25.0     91.7    26     11  0.000   0.72
  2550   -0.0370   -0.113 -0.083   0.027  0.140   4.234  0.005   100.0   97.7     0.608   32.0     91.7    26     11  0.000   0.70
  2560    0.1394   -0.109 -0.083   0.025  0.133   4.190  0.058   100.0   97.7     0.560   34.4    100.0    26     11  0.000   0.72
  2570    0.0359   -0.140 -0.083   0.040  0.180   2.680  0.058   100.0  100.0     0.680   11.7    100.0    26     11  0.000   0.70
  2580   -0.0017   -0.153 -0.083   0.054  0.207   2.080  0.058   100.0  100.0     0.758    9.4     91.7    26     11  0.000   0.75
  2590   -0.0710   -0.159 -0.083   0.059  0.217   1.926  0.017   100.0  100.0     0.852    3.1     75.0    26     11  0.000   0.75
  2600   -0.0731   -0.154 -0.089   0.048  0.194   2.324  0.003    99.2  100.0     0.787    8.6     91.7    26     11  0.000   0.66
      saved checkpoint @ step 2600 | examples: ['Nc1cccc(CNCCc2ccccc2)c1', 'OCCN1CCN(c2ncccc2CN2CCC(NCCc3ccccc3)CC2)CC1', 'CC(C)S/C(=N/C(=O)Nc1ccccc1F)Nc1cccc([N+](=O)[O-])c1', 'O=C(CC(Cc1ccccc1)C(=O)Nc1cccc(Br)c1)c1ccccc1', 'O=C(O)C1CCN(S(=O)(=O)c2ccc3c(c2)CCC3)CC1']
  2610   -0.0556   -0.135 -0.089   0.037  0.172   2.574  0.003   100.0  100.0     0.664   15.6     75.0    26     11  0.000   0.73
  2620   -0.0403   -0.124 -0.089   0.032  0.156   3.310  0.003   100.0   97.7     0.640   22.7    100.0    26     11  0.000   0.69
  2630   -0.0425   -0.099 -0.089   0.025  0.124   4.434  0.003   100.0   91.4     0.564   43.0    100.0    26     11  0.000   0.67
  2640    0.1805   -0.094 -0.089   0.020  0.114   4.833  0.058   100.0   89.1     0.535   40.6    100.0    26     11  0.000   0.64
  2650    0.0751   -0.151 -0.081   0.044  0.187   2.400  0.086    99.2  100.0     0.772    7.8    100.0    26     11  0.000   0.66
  2660   -0.0627   -0.150 -0.081   0.047  0.190   2.350  0.026    99.2  100.0     0.787   15.6     83.3    26     11  0.000   0.71
  2670   -0.0534   -0.161 -0.081   0.044  0.189   2.225  0.011    98.4  100.0     0.722    5.5     83.3    26     11  0.000   0.65
  2680   -0.0535   -0.126 -0.081   0.033  0.159   2.798  0.011   100.0  100.0     0.672   16.4    100.0    26     11  0.000   0.60
  2690   -0.0303   -0.127 -0.081   0.036  0.155   3.269  0.011    99.2  100.0     0.630   22.7     91.7    26     11  0.000   0.65
  2700   -0.0351   -0.101 -0.083   0.027  0.127   4.053  0.011   100.0   96.9     0.548   36.7     91.7    26     11  0.000   0.70
  2710   -0.0229   -0.101 -0.083   0.024  0.125   4.120  0.011   100.0   97.7     0.488   37.5     91.7    26     11  0.000   0.63
  2720    0.1067   -0.101 -0.083   0.021  0.115   4.981  0.038    99.2   93.7     0.479   43.0     91.7    26     11  0.000   0.61
  2730    0.0244   -0.118 -0.083   0.033  0.151   3.127  0.038   100.0   98.4     0.619   28.1    100.0    26     11  0.000   0.69
  2740    0.0110   -0.134 -0.083   0.040  0.175   2.643  0.038   100.0   99.2     0.724   17.2     83.3    26     11  0.000   0.72
  2750   -0.0150   -0.148 -0.086   0.040  0.173   2.579  0.026    98.4  100.0     0.730   17.2    100.0    26     11  0.000   0.69
  2760   -0.0198   -0.128 -0.086   0.034  0.162   2.682  0.026   100.0  100.0     0.617   21.9     83.3    26     11  0.000   0.71
  2770   -0.0077   -0.144 -0.086   0.045  0.189   2.404  0.026   100.0  100.0     0.695   11.7    100.0    26     11  0.000   0.72
  2780   -0.0035   -0.144 -0.086   0.048  0.191   2.423  0.026   100.0  100.0     0.711   13.3    100.0    26     11  0.000   0.76
  2790   -0.0075   -0.132 -0.086   0.037  0.169   2.659  0.026   100.0  100.0     0.695   14.1    100.0    26     11  0.000   0.69
  2800   -0.0014   -0.137 -0.089   0.040  0.169   2.837  0.026    99.2   99.2     0.643   21.9     83.3    26     11  0.000   0.67
      saved checkpoint @ step 2800 | examples: ['CC(O)(CC(F)(F)F)C(=O)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1', 'CC(N)Cc1ccc(F)cc1', 'COc1ccccc1CCc1ccncc1', 'CC(=O)OCCCCCCCCCCCCCC=O', 'O=S(=O)(O)c1ccc(O)cc1']
  2810   -0.0046   -0.128 -0.089   0.038  0.166   2.907  0.026   100.0   99.2     0.654   24.2    100.0    26     11  0.000   0.70
  2820   -0.0100   -0.123 -0.089   0.035  0.158   2.874  0.026   100.0   98.4     0.722   22.7     91.7    26     11  0.000   0.74
  2830    0.0020   -0.138 -0.089   0.038  0.168   2.712  0.026    99.2   99.2     0.714   15.6     91.7    26     11  0.000   0.73
  2840   -0.0118   -0.126 -0.089   0.038  0.164   2.643  0.026   100.0   99.2     0.622   25.0     83.3    26     11  0.000   0.70
  2850   -0.0059   -0.132 -0.091   0.039  0.171   2.604  0.026   100.0  100.0     0.680   22.7    100.0    26     11  0.000   0.64
  2860   -0.0041   -0.138 -0.091   0.044  0.182   2.461  0.026   100.0  100.0     0.609   19.5     75.0    26     11  0.000   0.65
  2870   -0.0072   -0.131 -0.091   0.035  0.159   2.574  0.026    99.2   99.2     0.722   25.0     91.7    26     11  0.000   0.62
  2880   -0.0095   -0.122 -0.091   0.048  0.170   2.765  0.026   100.0  100.0     0.664   22.7    100.0    26     11  0.000   0.69
  2890   -0.1070   -0.014 -0.091   0.161  0.167   3.429  0.026    99.2   89.0     0.717   31.2    100.0    26     11  0.000   0.73
  2900    1.2137   -0.075 -0.081   0.160  0.228   4.452  0.438    99.2  100.0     0.740   25.0    100.0    46     16  0.000   0.74
  2910   -0.0260   -0.179 -0.081   0.063  0.226   2.200  0.438    98.4  100.0     0.913    2.3     75.0    46     16  0.000   0.72
  2920   -0.5779   -0.147 -0.081   0.052  0.199   2.279  0.058   100.0  100.0     0.875    6.2     91.7    46     16  0.000   0.69
  2930   -0.3139   -0.146 -0.081   0.042  0.188   2.734  0.058   100.0  100.0     0.773    3.1    100.0    46     16  0.000   0.70
  2940   -0.2064   -0.148 -0.081   0.046  0.195   2.427  0.058   100.0  100.0     0.812    6.2    100.0    46     16  0.000   0.73
  2950   -0.1225   -0.164 -0.086   0.057  0.214   2.378  0.058    99.2  100.0     0.740    5.5     75.0    46     16  0.000   0.67
  2960   -0.0842   -0.162 -0.086   0.050  0.205   2.171  0.058    99.2  100.0     0.858    5.5     91.7    46     16  0.000   0.72
  2970   -0.0592   -0.145 -0.086   0.045  0.190   2.279  0.058   100.0  100.0     0.773   14.1    100.0    46     16  0.000   0.72
  2980   -0.0989   -0.157 -0.086   0.049  0.197   2.173  0.017    99.2  100.0     0.803    6.2    100.0    46     16  0.000   0.64
  2990   -0.0569   -0.155 -0.086   0.049  0.196   2.334  0.017    99.2  100.0     0.787   10.9    100.0    46     16  0.000   0.65
  3000   -0.0414   -0.149 -0.091   0.043  0.184   2.394  0.017    99.2  100.0     0.764   17.2    100.0    46     16  0.000   0.72
      saved checkpoint @ step 3000 | examples: ['Oc1ccc(-c2ccc(-c3ccccc3Cl)o2)cc1', 'Cc1ccccc1Nc1ccccc1C(=O)O', 'Cc1cccc(C(=O)Nc2nc(-c3ccccn3)cs2)c1', 'O=C1c2ccccc2C(=O)c2ccccc21', 'Cc1cc(C)cc(Nc2nc(-c3ccc(Cl)cc3)cs2)c1']
  3010   -0.0283   -0.144 -0.091   0.046  0.189   2.400  0.017   100.0  100.0     0.695   16.4     91.7    46     16  0.000   0.70
  3020   -0.0239   -0.135 -0.091   0.039  0.174   2.571  0.017   100.0  100.0     0.828   18.0    100.0    46     16  0.000   0.72
  3030   -0.0110   -0.136 -0.091   0.041  0.177   2.896  0.017   100.0  100.0     0.727   21.1     91.7    46     16  0.000   0.67
  3040   -0.0099   -0.130 -0.091   0.037  0.166   3.001  0.017   100.0  100.0     0.688   21.9     91.7    46     16  0.000   0.74
  3050   -0.0085   -0.132 -0.093   0.037  0.169   2.981  0.017   100.0  100.0     0.570   23.4    100.0    46     16  0.000   0.69
  3060   -0.0089   -0.130 -0.093   0.035  0.165   2.832  0.017   100.0   99.2     0.669   22.7     91.7    46     16  0.000   0.68
  3070    0.0068   -0.141 -0.093   0.036  0.162   3.143  0.017    98.4  100.0     0.659   23.4     91.7    46     16  0.000   0.69
  3080    0.0025   -0.131 -0.093   0.033  0.156   3.335  0.017    99.2  100.0     0.693   24.2     91.7    46     16  0.000   0.63
  3090   -0.0065   -0.115 -0.093   0.029  0.145   3.488  0.017   100.0   96.9     0.629   33.6     91.7    46     16  0.000   0.62
  3100   -0.0029   -0.130 -0.094   0.038  0.168   2.850  0.017   100.0   99.2     0.622   25.0     91.7    46     16  0.000   0.72
  3110   -0.0041   -0.121 -0.094   0.036  0.157   3.234  0.017   100.0   96.1     0.618   28.9    100.0    46     16  0.000   0.74
  3120   -0.0014   -0.128 -0.094   0.037  0.164   2.942  0.017   100.0   99.2     0.630   25.8    100.0    46     16  0.000   0.63
  3130   -0.0002   -0.127 -0.094   0.031  0.149   3.157  0.017    99.2   97.6     0.637   25.8     91.7    46     16  0.000   0.66
  3140   -0.0024   -0.110 -0.094   0.029  0.140   3.832  0.017   100.0   98.4     0.524   32.0    100.0    46     16  0.000   0.64
  3150    0.0020   -0.106 -0.081   0.026  0.132   3.585  0.017   100.0   96.9     0.565   32.0     83.3    46     16  0.000   0.65
  3160    0.0016   -0.107 -0.081   0.027  0.134   3.682  0.017   100.0   98.4     0.587   28.9    100.0    46     16  0.000   0.64
  3170    0.0018   -0.106 -0.081   0.025  0.123   3.953  0.017    99.2   96.9     0.585   35.2     83.3    46     16  0.000   0.73
  3180    0.0339   -0.109 -0.081   0.026  0.127   3.987  0.026    99.2   92.9     0.585   36.7     83.3    46     16  0.000   0.64
  3190    0.0142   -0.105 -0.081   0.027  0.133   3.751  0.026   100.0   99.2     0.512   34.4     91.7    46     16  0.000   0.64
  3200    0.0168   -0.115 -0.071   0.030  0.145   3.441  0.026   100.0   99.2     0.622   21.1    100.0    46     16  0.000   0.63
      saved checkpoint @ step 3200 | examples: ['Cc1ccc(C(=O)NNc2ccccc2F)cc1', 'Cc1ccc(-c2ccc(Cl)c(N)c2)cc1', 'NS(=O)(=O)c1ccc(-c2ccc(C(=O)O)cc2)cc1', 'CCCCc1ccc(C(C)(C)C)cc1', 'Clc1ccc(/C=N/Nc2ccnc3cc(Cl)ccc23)cc1']
