loading policy + frozen prior...
config: {'steps': 5000, 'batch': 128, 'lr': 0.0001, 'max_len': 100, 'temp': 1.0, 'beta_kl': 0.02, 'target_kl': 3.0, 'beta_kl_min': 0.001, 'beta_kl_max': 20.0, 'kl_adapt_factor': 1.5, 'ppo_epochs': 4, 'clip_eps': 0.2, 'lambda_unc': 1.0, 'baseline_momentum': 0.95, 'threshold_window_batches': 20, 'threshold_percentile': 70.0, 'threshold_update_every': 50, 'threshold_init': 0.0, 'log_every': 20, 'save_every': 250, 'out': 'checkpoints/rl_baseline_v3', 'seed': 42}
reward model scheme=A_primary threshold=8.0 lambda_unc=1.0 invalid_reward=-1.0

  step      loss   reward    tau   p_act    unc      kl   beta  valid%  uniq% scaf/uniq  >tau% AD%(top)    sec
      saved checkpoint @ step 2000 | examples: ['CCCN1CCN(C(=O)c2ccc3ccccc3c2)CC1', 'COc1cccc(CN2CCCN(C(=O)c3ccccc3)CC2)c1', 'O=C(CCCCCCC(=O)Nc1ccncc1)NO', 'CCOC(=O)C(N)CC(=O)O', 'CCOc1ccccc1CN1CCN(C(=O)Cc2ccsc2)CC1']
  2020   -1.4883   -0.163  0.000   0.063  0.226   2.344  0.780   100.0  100.0     0.781    0.0     83.3   0.45
  2040   -0.9206   -0.175  0.000   0.064  0.230   2.369  0.520    99.2  100.0     0.890    0.0     83.3   0.45
  2060   -0.6706   -0.167  0.000   0.063  0.230   2.353  0.231   100.0  100.0     0.859    0.0     91.7   0.44
  2080   -0.4106   -0.179  0.000   0.069  0.232   2.185  0.154    98.4  100.0     0.849    0.0     83.3   0.45
  2100   -0.2886   -0.176  0.000   0.071  0.239   2.320  0.014    99.2  100.0     0.882    0.0     83.3   0.47
  2120   -0.1136   -0.173  0.000   0.065  0.230   2.064  0.003    99.2  100.0     0.882    0.0     75.0   0.44
  2140   -0.0528   -0.158  0.000   0.065  0.223   2.222  0.001   100.0  100.0     0.852    0.8     91.7   0.45
  2160   -0.0201   -0.163  0.000   0.064  0.227   2.336  0.001   100.0  100.0     0.859    0.0     83.3   0.46
  2180   -0.0048   -0.168  0.000   0.062  0.222   2.297  0.001    99.2  100.0     0.780    0.0     83.3   0.46
